x,y,gesture
1.8164958,5.219977,108_208_28_1_20250114_162956_river_ground_guesser_cam02.mp4_segment_4_Gesture_2.27_2.40
1.4899862,8.4197855,108_208_28_1_20250114_162956_river_ground_guesser_cam02.mp4_segment_5_Gesture_5.47_5.63
1.8210204,8.400631,108_208_28_1_20250114_162956_river_ground_guesser_cam02.mp4_segment_6_Gesture_6.83_7.60
5.511028,9.743216,108_208_29_1_20250114_163011_walnut_ground_clueGiver_cam02.mp4_segment_1_Gesture_4.63_6.37
8.313352,9.646749,108_208_29_1_20250114_163011_walnut_ground_clueGiver_cam02.mp4_segment_2_Gesture_11.03_13.97
5.7086544,10.139762,108_208_29_1_20250114_163011_walnut_ground_clueGiver_cam02.mp4_segment_3_Gesture_4.50_5.03
7.7650304,10.019929,108_208_29_1_20250114_163011_walnut_ground_clueGiver_cam02.mp4_segment_4_Gesture_10.53_11.40
7.0531297,9.956363,108_208_29_1_20250114_163011_walnut_ground_clueGiver_cam02.mp4_segment_5_Gesture_13.07_13.37
6.5554805,9.549373,108_208_30_1_20250114_163024_butter_ground_clueGiver_cam02.mp4_segment_1_Gesture_10.90_11.30
6.1153064,3.760754,108_208_32_1_20250114_163057_chlorine_ground_clueGiver_cam02.mp4_segment_1_Gesture_5.87_6.47
5.8298516,4.196121,108_208_32_1_20250114_163057_chlorine_ground_clueGiver_cam02.mp4_segment_2_Gesture_16.03_19.87
5.9779096,10.009073,108_208_32_1_20250114_163057_chlorine_ground_clueGiver_cam02.mp4_segment_3_Gesture_20.73_23.13
6.1011467,3.8213005,108_208_32_1_20250114_163057_chlorine_ground_clueGiver_cam02.mp4_segment_4_Gesture_5.40_7.17
5.7929063,4.2391067,108_208_32_1_20250114_163057_chlorine_ground_clueGiver_cam02.mp4_segment_5_Gesture_16.10_18.87
5.767186,10.033641,108_208_32_1_20250114_163057_chlorine_ground_clueGiver_cam02.mp4_segment_6_Gesture_20.17_21.47
7.1594415,8.408261,108_208_34_1_20250114_163148_movie_board_clueGiver_cam02.mp4_segment_1_Gesture_4.43_6.23
8.149696,9.533235,108_208_34_1_20250114_163148_movie_board_clueGiver_cam02.mp4_segment_2_Gesture_7.27_10.03
8.212239,8.795986,108_208_34_1_20250114_163148_movie_board_clueGiver_cam02.mp4_segment_3_Gesture_4.00_9.50
2.110509,4.220157,108_208_34_1_20250114_163148_movie_board_guesser_cam02.mp4_segment_1_Gesture_1.27_5.23
2.1058862,4.0976195,108_208_34_1_20250114_163148_movie_board_guesser_cam02.mp4_segment_2_Gesture_5.90_9.40
2.0944378,4.031918,108_208_34_1_20250114_163148_movie_board_guesser_cam02.mp4_segment_3_Gesture_10.13_11.13
6.1343646,9.482451,108_208_35_1_20250114_163156_pasta_board_clueGiver_cam02.mp4_segment_1_Gesture_3.23_6.43
6.28549,9.411403,108_208_35_1_20250114_163156_pasta_board_clueGiver_cam02.mp4_segment_2_Gesture_2.77_6.30
2.1860216,4.52066,108_208_35_1_20250114_163156_pasta_board_guesser_cam02.mp4_segment_1_Gesture_0.80_2.13
2.0777647,3.9387758,108_208_35_1_20250114_163156_pasta_board_guesser_cam02.mp4_segment_2_Gesture_1.43_1.53
8.615255,8.601042,108_208_36_1_20250114_163248_balloon_board_clueGiver_cam02.mp4_segment_10_Gesture_4.03_9.47
7.168551,3.7187226,108_208_36_1_20250114_163248_balloon_board_clueGiver_cam02.mp4_segment_11_Gesture_10.33_11.63
8.261905,8.489293,108_208_36_1_20250114_163248_balloon_board_clueGiver_cam02.mp4_segment_12_Gesture_12.57_13.93
9.605934,7.957342,108_208_36_1_20250114_163248_balloon_board_clueGiver_cam02.mp4_segment_13_Gesture_14.87_17.47
8.536227,8.138134,108_208_36_1_20250114_163248_balloon_board_clueGiver_cam02.mp4_segment_14_Gesture_19.80_25.50
8.748107,8.6118355,108_208_36_1_20250114_163248_balloon_board_clueGiver_cam02.mp4_segment_15_Gesture_26.13_27.67
8.438341,8.644391,108_208_36_1_20250114_163248_balloon_board_clueGiver_cam02.mp4_segment_16_Gesture_28.97_30.47
6.8440766,9.649318,108_208_36_1_20250114_163248_balloon_board_clueGiver_cam02.mp4_segment_17_Gesture_32.90_33.13
7.160128,9.911961,108_208_36_1_20250114_163248_balloon_board_clueGiver_cam02.mp4_segment_18_Gesture_33.83_34.57
7.769769,10.1057205,108_208_36_1_20250114_163248_balloon_board_clueGiver_cam02.mp4_segment_19_Gesture_42.13_42.57
8.7004385,8.649114,108_208_36_1_20250114_163248_balloon_board_clueGiver_cam02.mp4_segment_1_Gesture_5.23_9.37
8.146701,8.701873,108_208_36_1_20250114_163248_balloon_board_clueGiver_cam02.mp4_segment_20_Gesture_43.37_49.97
9.01354,7.7842073,108_208_36_1_20250114_163248_balloon_board_clueGiver_cam02.mp4_segment_2_Gesture_10.47_16.97
8.417077,8.20751,108_208_36_1_20250114_163248_balloon_board_clueGiver_cam02.mp4_segment_3_Gesture_20.70_24.47
8.85696,9.718116,108_208_36_1_20250114_163248_balloon_board_clueGiver_cam02.mp4_segment_4_Gesture_25.33_25.47
8.689441,8.448992,108_208_36_1_20250114_163248_balloon_board_clueGiver_cam02.mp4_segment_5_Gesture_26.13_30.53
7.06252,9.924,108_208_36_1_20250114_163248_balloon_board_clueGiver_cam02.mp4_segment_6_Gesture_33.00_35.00
5.8531365,9.757652,108_208_36_1_20250114_163248_balloon_board_clueGiver_cam02.mp4_segment_7_Gesture_41.93_45.17
9.41859,9.576622,108_208_36_1_20250114_163248_balloon_board_clueGiver_cam02.mp4_segment_8_Gesture_46.53_46.70
8.248493,8.280744,108_208_36_1_20250114_163248_balloon_board_clueGiver_cam02.mp4_segment_9_Gesture_47.37_50.10
9.565637,10.118264,108_208_36_1_20250114_163248_balloon_board_guesser_cam02.mp4_segment_1_Gesture_37.57_38.13
9.478299,10.274636,108_208_36_1_20250114_163248_balloon_board_guesser_cam02.mp4_segment_2_Gesture_43.70_44.13
10.370767,7.505685,108_208_37_1_20250114_163259_muscle_board_clueGiver_cam02.mp4_segment_1_Gesture_1.87_5.63
8.089637,9.614792,108_208_37_1_20250114_163259_muscle_board_clueGiver_cam02.mp4_segment_2_Gesture_6.80_8.17
7.0943747,9.872644,108_208_37_1_20250114_163259_muscle_board_clueGiver_cam02.mp4_segment_3_Gesture_1.30_1.53
10.332124,5.2194796,108_208_37_1_20250114_163259_muscle_board_clueGiver_cam02.mp4_segment_4_Gesture_2.70_4.53
10.957676,8.66913,108_208_37_1_20250114_163259_muscle_board_clueGiver_cam02.mp4_segment_5_Gesture_5.13_5.27
9.472511,8.612975,108_208_38_1_20250114_163310_birthday_board_clueGiver_cam02.mp4_segment_1_Gesture_2.10_5.87
8.066922,8.34488,108_208_38_1_20250114_163310_birthday_board_clueGiver_cam02.mp4_segment_2_Gesture_6.80_10.47
7.683056,9.404186,108_208_38_1_20250114_163310_birthday_board_clueGiver_cam02.mp4_segment_3_Gesture_1.80_4.13
10.517609,8.833364,108_208_38_1_20250114_163310_birthday_board_clueGiver_cam02.mp4_segment_4_Gesture_5.30_5.40
7.9559827,8.3055315,108_208_38_1_20250114_163310_birthday_board_clueGiver_cam02.mp4_segment_5_Gesture_6.70_10.13
8.241795,9.1982565,108_208_39_1_20250114_163319_beauty_board_clueGiver_cam02.mp4_segment_1_Gesture_4.77_5.70
6.2134433,9.195703,108_208_39_1_20250114_163319_beauty_board_clueGiver_cam02.mp4_segment_2_Gesture_6.97_7.80
8.18552,9.163935,108_208_39_1_20250114_163319_beauty_board_clueGiver_cam02.mp4_segment_3_Gesture_4.33_7.23
8.141738,8.174611,108_208_40_1_20250114_163328_christmas_board_clueGiver_cam02.mp4_segment_1_Gesture_3.53_6.70
6.394777,9.245846,108_208_40_1_20250114_163328_christmas_board_clueGiver_cam02.mp4_segment_2_Gesture_2.17_2.63
8.137532,8.184508,108_208_40_1_20250114_163328_christmas_board_clueGiver_cam02.mp4_segment_3_Gesture_3.17_6.53
6.8711143,9.506227,108_208_41_1_20250114_163344_trumpet_board_clueGiver_cam02.mp4_segment_1_Gesture_12.20_12.37
6.0803533,9.094808,108_208_41_1_20250114_163344_trumpet_board_clueGiver_cam02.mp4_segment_2_Gesture_0.80_2.37
6.789278,9.471222,108_208_41_1_20250114_163344_trumpet_board_clueGiver_cam02.mp4_segment_3_Gesture_8.10_8.30
8.199522,8.76153,108_208_42_1_20250114_163352_music_board_clueGiver_cam02.mp4_segment_1_Gesture_3.97_6.43
8.231556,8.710285,108_208_42_1_20250114_163352_music_board_clueGiver_cam02.mp4_segment_2_Gesture_2.83_5.90
8.340175,8.93868,108_208_43_1_20250114_163408_hunger_board_clueGiver_cam02.mp4_segment_1_Gesture_3.03_4.70
8.116767,9.205096,108_208_43_1_20250114_163408_hunger_board_clueGiver_cam02.mp4_segment_2_Gesture_5.90_7.80
8.019152,9.053156,108_208_43_1_20250114_163408_hunger_board_clueGiver_cam02.mp4_segment_3_Gesture_8.90_14.83
8.348381,9.026665,108_208_43_1_20250114_163408_hunger_board_clueGiver_cam02.mp4_segment_4_Gesture_2.67_7.23
8.00944,8.724802,108_208_43_1_20250114_163408_hunger_board_clueGiver_cam02.mp4_segment_5_Gesture_8.23_12.00
7.997192,9.712079,108_208_43_1_20250114_163408_hunger_board_clueGiver_cam02.mp4_segment_6_Gesture_13.27_14.23
6.694791,4.9638996,108_208_45_1_20250114_163506_sushi_board_clueGiver_cam02.mp4_segment_1_Gesture_0.80_11.30
7.957631,6.762417,108_208_45_1_20250114_163506_sushi_board_clueGiver_cam02.mp4_segment_2_Gesture_12.30_14.33
6.356599,4.962461,108_208_45_1_20250114_163506_sushi_board_clueGiver_cam02.mp4_segment_3_Gesture_14.93_20.60
6.56913,4.6798296,108_208_45_1_20250114_163506_sushi_board_clueGiver_cam02.mp4_segment_4_Gesture_0.80_7.23
6.2974844,5.291061,108_208_45_1_20250114_163506_sushi_board_clueGiver_cam02.mp4_segment_5_Gesture_7.83_12.50
6.412213,2.9260778,108_208_45_1_20250114_163506_sushi_board_clueGiver_cam02.mp4_segment_6_Gesture_13.63_13.80
6.3113437,4.8162255,108_208_45_1_20250114_163506_sushi_board_clueGiver_cam02.mp4_segment_7_Gesture_14.70_19.73
8.961786,3.8207293,108_208_45_1_20250114_163506_sushi_board_guesser_cam02.mp4_segment_1_Gesture_15.57_16.20
1.8832222,3.930677,108_208_45_1_20250114_163506_sushi_board_guesser_cam02.mp4_segment_2_Gesture_17.17_17.53
8.890556,3.9131908,108_208_45_1_20250114_163506_sushi_board_guesser_cam02.mp4_segment_3_Gesture_15.40_15.73
7.8171253,3.0794938,108_208_45_1_20250114_163506_sushi_board_guesser_cam02.mp4_segment_4_Gesture_16.50_16.77
5.3896613,9.945032,108_208_46_1_20250114_163523_jungle_board_clueGiver_cam02.mp4_segment_1_Gesture_0.80_1.93
6.2469983,5.2570696,108_208_46_1_20250114_163523_jungle_board_clueGiver_cam02.mp4_segment_2_Gesture_3.90_11.97
5.828082,10.0130005,108_208_46_1_20250114_163523_jungle_board_clueGiver_cam02.mp4_segment_3_Gesture_15.13_16.37
6.3047585,5.182452,108_208_46_1_20250114_163523_jungle_board_clueGiver_cam02.mp4_segment_4_Gesture_3.90_10.73
6.8817673,9.844288,108_208_46_1_20250114_163523_jungle_board_clueGiver_cam02.mp4_segment_5_Gesture_11.50_11.63
2.1140485,4.130198,108_208_46_1_20250114_163523_jungle_board_guesser_cam02.mp4_segment_1_Gesture_3.40_10.23
1.9626085,3.9216695,108_208_46_1_20250114_163523_jungle_board_guesser_cam02.mp4_segment_2_Gesture_12.13_13.27
5.4241652,9.952022,108_208_47_1_20250114_163536_yellow_board_clueGiver_cam02.mp4_segment_1_Gesture_0.80_3.00
5.4207273,10.104532,108_208_47_1_20250114_163536_yellow_board_clueGiver_cam02.mp4_segment_2_Gesture_3.60_4.73
5.050903,9.5050955,108_208_47_1_20250114_163536_yellow_board_clueGiver_cam02.mp4_segment_3_Gesture_5.33_5.57
6.4229937,5.146983,108_208_47_1_20250114_163536_yellow_board_clueGiver_cam02.mp4_segment_4_Gesture_6.63_10.20
5.3623266,9.97214,108_208_47_1_20250114_163536_yellow_board_clueGiver_cam02.mp4_segment_5_Gesture_1.57_2.23
6.3648653,5.0774794,108_208_47_1_20250114_163536_yellow_board_clueGiver_cam02.mp4_segment_6_Gesture_6.43_9.87
6.2349286,3.205097,108_208_47_1_20250114_163536_yellow_board_clueGiver_cam02.mp4_segment_7_Gesture_11.50_11.63
1.8183805,4.3906436,108_208_47_1_20250114_163536_yellow_board_guesser_cam02.mp4_segment_1_Gesture_0.80_11.63
7.9263988,7.3247623,108_208_48_1_20250114_163634_flannel_board_clueGiver_cam02.mp4_segment_10_Gesture_25.97_39.50
7.8944683,9.620301,108_208_48_1_20250114_163634_flannel_board_clueGiver_cam02.mp4_segment_11_Gesture_40.47_41.03
7.8053894,9.755531,108_208_48_1_20250114_163634_flannel_board_clueGiver_cam02.mp4_segment_12_Gesture_41.77_42.17
6.362178,4.553729,108_208_48_1_20250114_163634_flannel_board_clueGiver_cam02.mp4_segment_13_Gesture_42.70_46.23
4.8930197,9.957987,108_208_48_1_20250114_163634_flannel_board_clueGiver_cam02.mp4_segment_14_Gesture_48.27_48.37
4.9342203,9.25383,108_208_48_1_20250114_163634_flannel_board_clueGiver_cam02.mp4_segment_1_Gesture_11.07_12.70
5.3220057,9.435873,108_208_48_1_20250114_163634_flannel_board_clueGiver_cam02.mp4_segment_2_Gesture_14.57_20.03
7.9451838,7.329808,108_208_48_1_20250114_163634_flannel_board_clueGiver_cam02.mp4_segment_3_Gesture_26.13_45.47
4.946892,9.9983425,108_208_48_1_20250114_163634_flannel_board_clueGiver_cam02.mp4_segment_4_Gesture_46.53_47.47
5.0253177,9.4318,108_208_48_1_20250114_163634_flannel_board_clueGiver_cam02.mp4_segment_5_Gesture_10.97_12.23
5.533739,9.951465,108_208_48_1_20250114_163634_flannel_board_clueGiver_cam02.mp4_segment_6_Gesture_14.10_15.23
5.4431653,9.6084175,108_208_48_1_20250114_163634_flannel_board_clueGiver_cam02.mp4_segment_7_Gesture_15.77_18.00
5.818057,3.5332515,108_208_48_1_20250114_163634_flannel_board_clueGiver_cam02.mp4_segment_8_Gesture_18.63_19.33
6.3269362,3.0958674,108_208_48_1_20250114_163634_flannel_board_clueGiver_cam02.mp4_segment_9_Gesture_20.30_20.50
1.5312921,4.3980002,108_208_48_1_20250114_163634_flannel_board_guesser_cam02.mp4_segment_1_Gesture_0.80_2.73
1.6085479,4.6246285,108_208_48_1_20250114_163634_flannel_board_guesser_cam02.mp4_segment_2_Gesture_3.83_13.27
8.96755,3.8402479,108_208_48_1_20250114_163634_flannel_board_guesser_cam02.mp4_segment_3_Gesture_20.03_20.97
8.954682,3.770198,108_208_48_1_20250114_163634_flannel_board_guesser_cam02.mp4_segment_4_Gesture_25.70_27.87
1.4704331,4.628825,108_208_48_1_20250114_163634_flannel_board_guesser_cam02.mp4_segment_5_Gesture_9.10_10.77
8.96444,3.8159118,108_208_48_1_20250114_163634_flannel_board_guesser_cam02.mp4_segment_6_Gesture_12.93_13.07
9.000361,3.7660878,108_208_48_1_20250114_163634_flannel_board_guesser_cam02.mp4_segment_7_Gesture_25.17_25.30
8.991494,3.7805712,108_208_48_1_20250114_163634_flannel_board_guesser_cam02.mp4_segment_8_Gesture_51.30_51.90
1.9466106,4.2063417,108_208_49_1_20250114_163641_doughnut_board_guesser_cam02.mp4_segment_1_Gesture_0.93_1.73
5.3724747,10.121141,108_208_50_1_20250114_163655_picture_board_clueGiver_cam02.mp4_segment_1_Gesture_0.80_0.97
5.6191974,8.672801,108_208_50_1_20250114_163655_picture_board_clueGiver_cam02.mp4_segment_2_Move_9.17_9.90
5.2837133,9.889633,108_208_50_1_20250114_163655_picture_board_clueGiver_cam02.mp4_segment_3_Gesture_12.13_12.87
5.75127,8.656289,108_208_50_1_20250114_163655_picture_board_clueGiver_cam02.mp4_segment_4_Gesture_9.13_11.33
6.4643397,3.4948306,108_208_51_1_20250114_163806_spinach_board_clueGiver_cam02.mp4_segment_10_Gesture_57.17_57.33
5.531023,9.393236,108_208_51_1_20250114_163806_spinach_board_clueGiver_cam02.mp4_segment_11_Gesture_60.17_62.20
6.491754,4.1243405,108_208_51_1_20250114_163806_spinach_board_clueGiver_cam02.mp4_segment_12_Gesture_66.17_69.93
5.163741,9.93616,108_208_51_1_20250114_163806_spinach_board_clueGiver_cam02.mp4_segment_13_Gesture_1.07_1.17
6.300136,2.1361241,108_208_51_1_20250114_163806_spinach_board_clueGiver_cam02.mp4_segment_14_Gesture_18.00_18.20
5.589806,3.7383807,108_208_51_1_20250114_163806_spinach_board_clueGiver_cam02.mp4_segment_15_Gesture_21.27_22.30
6.7579417,3.1655831,108_208_51_1_20250114_163806_spinach_board_clueGiver_cam02.mp4_segment_16_Gesture_26.30_26.47
6.2308044,4.759478,108_208_51_1_20250114_163806_spinach_board_clueGiver_cam02.mp4_segment_17_Gesture_29.70_34.87
8.110191,8.190415,108_208_51_1_20250114_163806_spinach_board_clueGiver_cam02.mp4_segment_18_Gesture_38.00_39.70
5.52732,10.165346,108_208_51_1_20250114_163806_spinach_board_clueGiver_cam02.mp4_segment_19_Gesture_45.80_46.30
5.212493,9.7394905,108_208_51_1_20250114_163806_spinach_board_clueGiver_cam02.mp4_segment_1_Gesture_0.80_1.63
5.4966836,9.366274,108_208_51_1_20250114_163806_spinach_board_clueGiver_cam02.mp4_segment_20_Gesture_49.73_52.53
6.450076,3.3519063,108_208_51_1_20250114_163806_spinach_board_clueGiver_cam02.mp4_segment_21_Gesture_53.87_55.10
7.416703,3.3700273,108_208_51_1_20250114_163806_spinach_board_clueGiver_cam02.mp4_segment_22_Gesture_57.90_58.40
6.2695084,3.763047,108_208_51_1_20250114_163806_spinach_board_clueGiver_cam02.mp4_segment_23_Gesture_58.97_59.07
5.889486,9.700494,108_208_51_1_20250114_163806_spinach_board_clueGiver_cam02.mp4_segment_24_Gesture_59.93_61.70
6.4643354,4.184349,108_208_51_1_20250114_163806_spinach_board_clueGiver_cam02.mp4_segment_25_Gesture_65.93_69.93
5.1773105,9.698503,108_208_51_1_20250114_163806_spinach_board_clueGiver_cam02.mp4_segment_2_Gesture_2.87_3.47
5.6416774,3.6689806,108_208_51_1_20250114_163806_spinach_board_clueGiver_cam02.mp4_segment_3_Gesture_21.77_22.30
6.262348,4.828483,108_208_51_1_20250114_163806_spinach_board_clueGiver_cam02.mp4_segment_4_Gesture_30.30_35.50
7.0392733,6.0161357,108_208_51_1_20250114_163806_spinach_board_clueGiver_cam02.mp4_segment_5_Gesture_38.53_40.23
5.6253276,10.209738,108_208_51_1_20250114_163806_spinach_board_clueGiver_cam02.mp4_segment_6_Gesture_46.33_47.10
5.7289267,10.183402,108_208_51_1_20250114_163806_spinach_board_clueGiver_cam02.mp4_segment_7_Gesture_48.27_48.90
5.517074,9.385026,108_208_51_1_20250114_163806_spinach_board_clueGiver_cam02.mp4_segment_8_Gesture_49.57_53.07
6.475854,3.3703098,108_208_51_1_20250114_163806_spinach_board_clueGiver_cam02.mp4_segment_9_Gesture_54.43_55.90
2.1409793,7.7697835,108_208_51_1_20250114_163806_spinach_board_guesser_cam02.mp4_segment_1_Gesture_27.57_27.67
1.8854537,7.6453266,108_208_51_1_20250114_163806_spinach_board_guesser_cam02.mp4_segment_2_Gesture_34.00_35.63
2.0385947,7.6869793,108_208_51_1_20250114_163806_spinach_board_guesser_cam02.mp4_segment_3_Gesture_39.47_40.87
1.5774931,7.399742,108_208_51_1_20250114_163806_spinach_board_guesser_cam02.mp4_segment_4_Gesture_42.97_45.43
1.2557638,9.207896,108_208_51_1_20250114_163806_spinach_board_guesser_cam02.mp4_segment_5_Gesture_51.47_51.80
1.2575598,9.19047,108_208_51_1_20250114_163806_spinach_board_guesser_cam02.mp4_segment_6_Gesture_60.37_60.60
1.328619,8.560585,108_208_51_1_20250114_163806_spinach_board_guesser_cam02.mp4_segment_7_Gesture_44.37_44.63
5.9027996,10.142582,108_208_52_1_20250114_163842_blanket_board_clueGiver_cam02.mp4_segment_1_Gesture_0.80_2.17
6.186717,10.270395,108_208_52_1_20250114_163842_blanket_board_guesser_cam02.mp4_segment_1_Gesture_1.03_1.73
9.481186,10.197554,108_208_53_1_20250114_163852_pillow_board_clueGiver_cam02.mp4_segment_1_Move_3.43_3.97
5.0517874,8.985353,108_208_53_1_20250114_163852_pillow_board_clueGiver_cam02.mp4_segment_2_Gesture_8.17_8.87
1.9879951,5.0796566,108_208_53_1_20250114_163852_pillow_board_guesser_cam02.mp4_segment_1_Gesture_1.53_4.00
1.6640555,4.9011817,108_208_53_1_20250114_163852_pillow_board_guesser_cam02.mp4_segment_2_Gesture_5.50_9.00
1.7022847,5.2026086,108_208_53_1_20250114_163852_pillow_board_guesser_cam02.mp4_segment_3_Gesture_3.03_3.50
6.3434806,4.8756385,108_208_54_1_20250114_163903_soda_board_clueGiver_cam02.mp4_segment_1_Gesture_0.80_3.90
6.2326274,10.2333765,108_208_54_1_20250114_163903_soda_board_clueGiver_cam02.mp4_segment_2_Gesture_7.50_8.07
5.2663264,9.471446,108_208_54_1_20250114_163903_soda_board_clueGiver_cam02.mp4_segment_3_Gesture_9.10_9.87
6.2693233,4.784402,108_208_54_1_20250114_163903_soda_board_clueGiver_cam02.mp4_segment_4_Gesture_0.80_3.33
0.6782239,7.973417,preparation_103_203_1_clueGiver_cam02.mp4_segment_1_Gesture_16.77_17.03
4.9046507,9.930957,preparation_103_203_1_clueGiver_cam02.mp4_segment_2_Gesture_18.13_20.10
11.242061,4.708049,preparation_103_203_1_clueGiver_cam02.mp4_segment_3_Gesture_25.20_37.00
11.099619,4.837854,preparation_103_203_1_clueGiver_cam02.mp4_segment_4_Gesture_38.80_41.87
0.5715959,8.188994,preparation_103_203_1_clueGiver_cam02.mp4_segment_5_Gesture_16.17_16.57
5.0423203,9.981755,preparation_103_203_1_clueGiver_cam02.mp4_segment_6_Gesture_18.10_18.23
11.230697,4.7211256,preparation_103_203_1_clueGiver_cam02.mp4_segment_7_Gesture_24.93_41.87
8.091869,5.1518383,preparation_103_203_1_guesser_cam02.mp4_segment_1_Move_17.73_21.47
8.733168,4.0455747,preparation_103_203_1_guesser_cam02.mp4_segment_2_Gesture_22.37_23.50
11.378219,4.6103234,preparation_103_203_1_guesser_cam02.mp4_segment_3_Gesture_25.23_41.87
8.673724,5.1264677,preparation_103_203_1_guesser_cam02.mp4_segment_4_Gesture_19.10_21.03
8.559598,4.105349,preparation_103_203_1_guesser_cam02.mp4_segment_5_Gesture_22.43_23.13
9.064672,3.8200278,preparation_103_203_1_guesser_cam02.mp4_segment_6_Gesture_25.03_25.17
1.6240478,7.538656,preparation_103_203_1_guesser_cam02.mp4_segment_7_Gesture_25.90_26.97
2.1287541,3.9522574,preparation_103_203_1_guesser_cam02.mp4_segment_8_Gesture_27.77_27.97
11.328534,4.6547036,preparation_103_203_1_guesser_cam02.mp4_segment_9_Gesture_30.13_41.87
9.651035,8.361928,preparation_103_203_4_clueGiver_cam02.mp4_segment_1_Gesture_3.60_4.80
7.0604234,6.051334,preparation_103_203_4_clueGiver_cam02.mp4_segment_2_Gesture_7.40_8.10
7.4991493,4.87545,preparation_103_203_4_clueGiver_cam02.mp4_segment_3_Gesture_1.90_4.30
8.136017,6.864415,preparation_103_203_4_clueGiver_cam02.mp4_segment_4_Gesture_7.07_7.97
2.322533,4.4205227,preparation_103_203_4_guesser_cam02.mp4_segment_1_Gesture_0.80_8.63
8.220379,6.6517053,preparation_103_203_4_guesser_cam02.mp4_segment_2_Gesture_6.17_8.13
8.069604,5.102795,preparation_103_203_5_clueGiver_cam02.mp4_segment_1_Gesture_9.93_11.80
9.141611,9.786806,preparation_103_203_5_clueGiver_cam02.mp4_segment_2_Gesture_12.70_13.13
6.7253633,8.954563,preparation_103_203_5_clueGiver_cam02.mp4_segment_3_Gesture_18.20_19.10
8.482934,6.7835975,preparation_103_203_5_clueGiver_cam02.mp4_segment_4_Gesture_23.90_28.27
7.4647145,3.3632061,preparation_103_203_5_clueGiver_cam02.mp4_segment_5_Gesture_1.93_2.30
7.546118,3.3473113,preparation_103_203_5_clueGiver_cam02.mp4_segment_6_Gesture_2.87_4.13
7.434987,3.4715667,preparation_103_203_5_clueGiver_cam02.mp4_segment_7_Gesture_4.67_7.17
7.8681326,5.2741375,preparation_103_203_5_clueGiver_cam02.mp4_segment_8_Gesture_9.13_12.63
8.580561,6.3968782,preparation_103_203_5_clueGiver_cam02.mp4_segment_9_Gesture_18.17_28.27
2.2270856,4.457892,preparation_103_203_5_guesser_cam02.mp4_segment_1_Gesture_0.80_16.70
11.039045,4.8771343,preparation_103_203_7_clueGiver_cam02.mp4_segment_1_Gesture_2.23_6.97
11.068636,4.846824,preparation_103_203_7_clueGiver_cam02.mp4_segment_2_Gesture_1.87_6.97
11.328572,4.6495156,preparation_103_203_7_guesser_cam02.mp4_segment_1_Gesture_0.80_7.03
11.353166,4.618465,preparation_103_203_7_guesser_cam02.mp4_segment_2_Gesture_0.80_7.03
8.983165,8.179356,preparation_103_203_8_clueGiver_cam02.mp4_segment_10_Gesture_36.57_38.53
11.036522,8.45803,preparation_103_203_8_clueGiver_cam02.mp4_segment_11_Gesture_39.93_42.50
10.195523,5.2826343,preparation_103_203_8_clueGiver_cam02.mp4_segment_12_Gesture_44.20_45.00
10.172759,7.9322968,preparation_103_203_8_clueGiver_cam02.mp4_segment_13_Gesture_46.43_47.87
9.902007,8.166659,preparation_103_203_8_clueGiver_cam02.mp4_segment_14_Gesture_48.53_50.50
6.6861424,2.0065079,preparation_103_203_8_clueGiver_cam02.mp4_segment_15_Gesture_52.67_53.73
7.036938,8.781319,preparation_103_203_8_clueGiver_cam02.mp4_segment_16_Gesture_2.73_3.27
6.9672685,8.815763,preparation_103_203_8_clueGiver_cam02.mp4_segment_17_Gesture_4.47_4.70
6.862082,9.017624,preparation_103_203_8_clueGiver_cam02.mp4_segment_18_Gesture_5.30_5.40
6.7186265,8.933237,preparation_103_203_8_clueGiver_cam02.mp4_segment_19_Gesture_6.33_6.50
7.0100126,8.870318,preparation_103_203_8_clueGiver_cam02.mp4_segment_1_Gesture_3.13_3.80
5.7869244,9.558003,preparation_103_203_8_clueGiver_cam02.mp4_segment_20_Gesture_7.47_8.37
5.739939,8.076104,preparation_103_203_8_clueGiver_cam02.mp4_segment_21_Gesture_8.97_9.83
7.162308,8.364365,preparation_103_203_8_clueGiver_cam02.mp4_segment_22_Gesture_10.93_11.40
9.727334,7.4125733,preparation_103_203_8_clueGiver_cam02.mp4_segment_23_Gesture_12.23_15.40
10.041658,9.227905,preparation_103_203_8_clueGiver_cam02.mp4_segment_24_Gesture_17.17_18.17
10.1211815,9.35148,preparation_103_203_8_clueGiver_cam02.mp4_segment_25_Gesture_19.27_19.50
11.038065,8.400374,preparation_103_203_8_clueGiver_cam02.mp4_segment_26_Gesture_21.73_23.57
11.119319,8.477432,preparation_103_203_8_clueGiver_cam02.mp4_segment_27_Gesture_24.20_24.30
11.089242,8.448171,preparation_103_203_8_clueGiver_cam02.mp4_segment_28_Gesture_25.50_26.00
11.1606865,8.419774,preparation_103_203_8_clueGiver_cam02.mp4_segment_29_Gesture_26.53_27.07
5.6831117,9.081923,preparation_103_203_8_clueGiver_cam02.mp4_segment_2_Gesture_9.33_10.37
10.721454,8.284351,preparation_103_203_8_clueGiver_cam02.mp4_segment_30_Gesture_27.67_29.43
9.636363,8.377571,preparation_103_203_8_clueGiver_cam02.mp4_segment_31_Gesture_33.63_39.87
10.867945,8.473527,preparation_103_203_8_clueGiver_cam02.mp4_segment_32_Gesture_40.80_41.73
