x,y,gesture
7.9962077,5.4920297,103_203_38_1_20250113_153528_puppy_ground_clueGiver_cam02.mp4_segment_4_Gesture_5.20_7.03
8.333519,6.638889,103_203_38_1_20250113_153528_puppy_ground_clueGiver_cam02.mp4_segment_5_Gesture_8.50_10.83
7.5716705,4.9253545,103_203_39_1_20250113_153540_muscle_ground_clueGiver_cam02.mp4_segment_1_Gesture_1.53_6.40
8.481052,6.7101517,103_203_39_1_20250113_153540_muscle_ground_clueGiver_cam02.mp4_segment_2_Gesture_8.27_10.70
8.302832,6.4698873,103_203_39_1_20250113_153540_muscle_ground_clueGiver_cam02.mp4_segment_3_Gesture_3.70_4.73
11.106757,8.529975,103_203_39_1_20250113_153540_muscle_ground_clueGiver_cam02.mp4_segment_4_Gesture_5.53_5.83
8.4794655,6.74166,103_203_39_1_20250113_153540_muscle_ground_clueGiver_cam02.mp4_segment_5_Gesture_8.50_10.70
6.194844,3.875818,103_203_40_1_20250113_153555_beauty_ground_clueGiver_cam02.mp4_segment_1_Gesture_0.80_1.00
7.6826916,5.0750403,103_203_40_1_20250113_153555_beauty_ground_clueGiver_cam02.mp4_segment_2_Gesture_1.93_11.03
6.3785477,4.337687,103_203_40_1_20250113_153555_beauty_ground_clueGiver_cam02.mp4_segment_3_Gesture_12.10_13.43
8.975844,7.5921464,103_203_40_1_20250113_153555_beauty_ground_clueGiver_cam02.mp4_segment_4_Gesture_7.00_10.73
6.8707495,5.73502,103_203_40_1_20250113_153555_beauty_ground_clueGiver_cam02.mp4_segment_5_Gesture_11.83_13.43
1.5866184,8.595856,103_203_40_1_20250113_153555_beauty_ground_guesser_cam02.mp4_segment_1_Gesture_3.13_4.67
1.2275392,8.641239,103_203_40_1_20250113_153555_beauty_ground_guesser_cam02.mp4_segment_2_Gesture_3.80_3.90
6.3291698,4.0980625,103_203_41_1_20250113_153604_sugar_ground_clueGiver_cam02.mp4_segment_1_Gesture_0.80_4.13
6.5609565,3.9746528,103_203_41_1_20250113_153604_sugar_ground_clueGiver_cam02.mp4_segment_2_Gesture_6.20_9.00
6.2566147,4.00285,103_203_41_1_20250113_153604_sugar_ground_clueGiver_cam02.mp4_segment_3_Gesture_0.80_2.00
6.606924,3.6664975,103_203_41_1_20250113_153604_sugar_ground_clueGiver_cam02.mp4_segment_4_Gesture_6.10_6.73
6.466895,4.0932274,103_203_41_1_20250113_153604_sugar_ground_clueGiver_cam02.mp4_segment_5_Gesture_7.63_9.00
6.2244906,4.0442743,103_203_42_1_20250113_153614_sushi_ground_clueGiver_cam02.mp4_segment_1_Gesture_4.10_8.23
5.851726,3.8200762,103_203_42_1_20250113_153614_sushi_ground_clueGiver_cam02.mp4_segment_2_Gesture_1.53_1.70
6.511613,4.015945,103_203_42_1_20250113_153614_sushi_ground_clueGiver_cam02.mp4_segment_3_Gesture_7.03_8.83
1.6743618,8.532465,103_203_42_1_20250113_153614_sushi_ground_guesser_cam02.mp4_segment_1_Gesture_4.13_5.43
6.137747,4.0424185,103_203_43_1_20250113_153626_gravy_ground_clueGiver_cam02.mp4_segment_1_Gesture_1.30_2.63
8.973003,8.118454,103_203_43_1_20250113_153626_gravy_ground_clueGiver_cam02.mp4_segment_2_Gesture_5.10_7.57
6.2713637,4.209407,103_203_43_1_20250113_153626_gravy_ground_clueGiver_cam02.mp4_segment_3_Gesture_9.80_10.63
8.919503,8.12065,103_203_43_1_20250113_153626_gravy_ground_clueGiver_cam02.mp4_segment_4_Gesture_5.07_7.53
6.2498007,4.3182187,103_203_43_1_20250113_153626_gravy_ground_clueGiver_cam02.mp4_segment_5_Gesture_9.47_10.63
9.434175,5.3855524,103_203_45_1_20250113_153745_walnut_board_clueGiver_cam02.mp4_segment_1_Gesture_5.27_32.03
9.371245,5.1255646,103_203_45_1_20250113_153745_walnut_board_clueGiver_cam02.mp4_segment_2_Gesture_34.17_40.30
6.767008,2.9279306,103_203_45_1_20250113_153745_walnut_board_clueGiver_cam02.mp4_segment_3_Gesture_1.60_2.37
9.354617,5.0598936,103_203_45_1_20250113_153745_walnut_board_clueGiver_cam02.mp4_segment_4_Gesture_4.43_10.57
9.462873,5.2735105,103_203_45_1_20250113_153745_walnut_board_clueGiver_cam02.mp4_segment_5_Gesture_11.10_31.17
9.737646,5.1960626,103_203_45_1_20250113_153745_walnut_board_clueGiver_cam02.mp4_segment_6_Gesture_34.20_37.47
9.703397,4.998255,103_203_45_1_20250113_153745_walnut_board_clueGiver_cam02.mp4_segment_7_Gesture_38.07_38.20
7.8798075,3.1688597,103_203_45_1_20250113_153745_walnut_board_clueGiver_cam02.mp4_segment_8_Gesture_39.00_40.53
1.692431,5.040886,103_203_45_1_20250113_153745_walnut_board_guesser_cam02.mp4_segment_1_Gesture_0.80_15.10
1.4294175,5.010035,103_203_45_1_20250113_153745_walnut_board_guesser_cam02.mp4_segment_2_Gesture_16.43_27.40
1.2729295,5.2538757,103_203_45_1_20250113_153745_walnut_board_guesser_cam02.mp4_segment_3_Gesture_39.83_40.07
1.4206562,5.201767,103_203_45_1_20250113_153745_walnut_board_guesser_cam02.mp4_segment_4_Gesture_1.03_2.03
1.6396924,5.259436,103_203_45_1_20250113_153745_walnut_board_guesser_cam02.mp4_segment_5_Gesture_3.30_5.13
1.3215362,4.727094,103_203_45_1_20250113_153745_walnut_board_guesser_cam02.mp4_segment_6_Gesture_12.53_13.73
1.1876689,5.475723,103_203_45_1_20250113_153745_walnut_board_guesser_cam02.mp4_segment_7_Gesture_14.47_14.83
1.2179465,4.9493747,103_203_45_1_20250113_153745_walnut_board_guesser_cam02.mp4_segment_8_Gesture_24.73_26.83
7.696469,2.9069037,103_203_46_1_20250113_153759_blanket_board_clueGiver_cam02.mp4_segment_1_Gesture_0.80_1.87
9.538316,7.8101707,103_203_46_1_20250113_153759_blanket_board_clueGiver_cam02.mp4_segment_2_Gesture_3.53_9.93
7.840247,3.1734865,103_203_46_1_20250113_153759_blanket_board_clueGiver_cam02.mp4_segment_3_Gesture_11.17_12.20
7.2674685,2.7151258,103_203_46_1_20250113_153759_blanket_board_clueGiver_cam02.mp4_segment_4_Gesture_0.80_3.50
9.626133,7.8011956,103_203_46_1_20250113_153759_blanket_board_clueGiver_cam02.mp4_segment_5_Gesture_4.03_9.37
7.741901,3.0845928,103_203_46_1_20250113_153759_blanket_board_clueGiver_cam02.mp4_segment_6_Gesture_11.07_12.77
2.0476542,4.655313,103_203_46_1_20250113_153759_blanket_board_guesser_cam02.mp4_segment_1_Gesture_0.80_5.00
1.6399639,4.6039724,103_203_46_1_20250113_153759_blanket_board_guesser_cam02.mp4_segment_2_Gesture_6.17_8.73
5.8215413,3.9350386,103_203_46_1_20250113_153759_blanket_board_guesser_cam02.mp4_segment_3_Gesture_1.03_1.20
1.6128172,4.7976346,103_203_46_1_20250113_153759_blanket_board_guesser_cam02.mp4_segment_4_Gesture_6.67_8.17
6.5581446,2.991353,103_203_47_1_20250113_153811_soda_board_clueGiver_cam02.mp4_segment_1_Gesture_0.80_4.67
9.043292,5.103868,103_203_47_1_20250113_153811_soda_board_clueGiver_cam02.mp4_segment_2_Gesture_5.30_8.93
8.513901,4.669507,103_203_47_1_20250113_153811_soda_board_clueGiver_cam02.mp4_segment_3_Gesture_1.80_10.07
1.5018467,7.7624803,103_203_47_1_20250113_153811_soda_board_guesser_cam02.mp4_segment_1_Gesture_0.97_8.33
0.51422036,8.403031,103_203_47_1_20250113_153811_soda_board_guesser_cam02.mp4_segment_2_Gesture_10.30_10.53
1.3675628,7.8699875,103_203_47_1_20250113_153811_soda_board_guesser_cam02.mp4_segment_3_Gesture_2.90_3.47
0.55272406,8.43286,103_203_47_1_20250113_153811_soda_board_guesser_cam02.mp4_segment_4_Gesture_4.47_4.60
0.5221195,8.362125,103_203_47_1_20250113_153811_soda_board_guesser_cam02.mp4_segment_5_Gesture_6.47_6.63
0.5605389,8.418871,103_203_47_1_20250113_153811_soda_board_guesser_cam02.mp4_segment_6_Gesture_7.67_7.90
9.317282,5.9989505,103_203_48_1_20250113_153828_hunger_board_clueGiver_cam02.mp4_segment_1_Gesture_3.70_12.23
5.9696136,9.319274,103_203_48_1_20250113_153828_hunger_board_clueGiver_cam02.mp4_segment_2_Gesture_13.13_15.43
8.248995,4.4946804,103_203_48_1_20250113_153828_hunger_board_clueGiver_cam02.mp4_segment_3_Gesture_3.27_4.53
8.500968,4.6138134,103_203_48_1_20250113_153828_hunger_board_clueGiver_cam02.mp4_segment_4_Gesture_5.53_5.93
9.345519,7.728236,103_203_48_1_20250113_153828_hunger_board_clueGiver_cam02.mp4_segment_5_Gesture_8.33_14.03
5.044624,8.895312,103_203_48_1_20250113_153828_hunger_board_clueGiver_cam02.mp4_segment_6_Gesture_14.87_15.43
0.50943047,8.358081,103_203_48_1_20250113_153828_hunger_board_guesser_cam02.mp4_segment_1_Gesture_0.80_3.30
0.5556098,8.332757,103_203_48_1_20250113_153828_hunger_board_guesser_cam02.mp4_segment_2_Gesture_4.57_10.03
0.4960682,8.413837,103_203_48_1_20250113_153828_hunger_board_guesser_cam02.mp4_segment_3_Gesture_12.80_15.43
0.5164694,8.356431,103_203_48_1_20250113_153828_hunger_board_guesser_cam02.mp4_segment_4_Gesture_0.90_1.77
0.50414294,8.392269,103_203_48_1_20250113_153828_hunger_board_guesser_cam02.mp4_segment_5_Gesture_2.53_2.87
0.6047329,8.450071,103_203_48_1_20250113_153828_hunger_board_guesser_cam02.mp4_segment_6_Gesture_4.27_7.50
0.51012397,8.360378,103_203_48_1_20250113_153828_hunger_board_guesser_cam02.mp4_segment_7_Gesture_8.20_9.67
8.184181,5.115519,103_203_49_1_20250113_153839_christmas_board_clueGiver_cam02.mp4_segment_1_Gesture_0.80_10.33
8.277901,5.0532928,103_203_49_1_20250113_153839_christmas_board_clueGiver_cam02.mp4_segment_2_Gesture_0.80_10.33
1.3602754,5.0900946,103_203_49_1_20250113_153839_christmas_board_guesser_cam02.mp4_segment_1_Gesture_0.80_3.47
1.912219,4.7526526,103_203_49_1_20250113_153839_christmas_board_guesser_cam02.mp4_segment_2_Gesture_4.17_10.37
1.5445564,4.8324304,103_203_49_1_20250113_153839_christmas_board_guesser_cam02.mp4_segment_3_Gesture_0.80_2.33
1.9199216,4.831886,103_203_49_1_20250113_153839_christmas_board_guesser_cam02.mp4_segment_4_Gesture_6.87_10.37
9.281678,5.545277,103_203_50_1_20250113_153852_butter_board_clueGiver_cam02.mp4_segment_1_Gesture_4.87_11.23
8.856099,5.3242726,103_203_50_1_20250113_153852_butter_board_clueGiver_cam02.mp4_segment_2_Gesture_0.83_11.40
7.1356606,2.9673114,103_203_50_1_20250113_153852_butter_board_clueGiver_cam02.mp4_segment_3_Gesture_12.10_12.30
2.1040273,4.4783993,103_203_50_1_20250113_153852_butter_board_guesser_cam02.mp4_segment_1_Gesture_0.80_4.80
2.101386,4.103586,103_203_50_1_20250113_153852_butter_board_guesser_cam02.mp4_segment_2_Gesture_1.20_1.80
6.565275,2.0974855,103_203_51_1_20250113_153926_cologne_board_clueGiver_cam02.mp4_segment_1_Gesture_3.90_4.27
9.390258,5.286541,103_203_51_1_20250113_153926_cologne_board_clueGiver_cam02.mp4_segment_2_Gesture_7.27_31.40
9.1642475,5.3669915,103_203_51_1_20250113_153926_cologne_board_clueGiver_cam02.mp4_segment_3_Gesture_1.60_32.43
1.8791732,4.812636,103_203_51_1_20250113_153926_cologne_board_guesser_cam02.mp4_segment_1_Gesture_1.23_2.40
1.5474755,4.727018,103_203_51_1_20250113_153926_cologne_board_guesser_cam02.mp4_segment_2_Gesture_1.23_1.83
8.977246,5.086044,103_203_52_1_20250113_154037_zipper_board_clueGiver_cam02.mp4_segment_10_Gesture_17.97_39.37
9.366313,5.515779,103_203_52_1_20250113_154037_zipper_board_clueGiver_cam02.mp4_segment_11_Gesture_39.93_55.07
8.7684765,4.850503,103_203_52_1_20250113_154037_zipper_board_clueGiver_cam02.mp4_segment_12_Gesture_56.63_61.80
7.1649528,3.055076,103_203_52_1_20250113_154037_zipper_board_clueGiver_cam02.mp4_segment_13_Gesture_63.63_63.77
7.2613673,3.009373,103_203_52_1_20250113_154037_zipper_board_clueGiver_cam02.mp4_segment_14_Gesture_65.70_65.83
7.396269,3.0505912,103_203_52_1_20250113_154037_zipper_board_clueGiver_cam02.mp4_segment_15_Gesture_66.47_67.10
7.106431,2.876952,103_203_52_1_20250113_154037_zipper_board_clueGiver_cam02.mp4_segment_16_Gesture_68.20_69.73
7.0006084,2.9305382,103_203_52_1_20250113_154037_zipper_board_clueGiver_cam02.mp4_segment_1_Gesture_1.97_2.27
9.153499,5.341868,103_203_52_1_20250113_154037_zipper_board_clueGiver_cam02.mp4_segment_2_Gesture_4.23_34.20
9.296876,5.489399,103_203_52_1_20250113_154037_zipper_board_clueGiver_cam02.mp4_segment_3_Gesture_34.93_55.70
8.682714,4.6962996,103_203_52_1_20250113_154037_zipper_board_clueGiver_cam02.mp4_segment_4_Gesture_57.10_63.53
7.198804,2.9363477,103_203_52_1_20250113_154037_zipper_board_clueGiver_cam02.mp4_segment_5_Gesture_64.07_64.47
7.2734003,3.02827,103_203_52_1_20250113_154037_zipper_board_clueGiver_cam02.mp4_segment_6_Gesture_66.23_66.93
6.8362927,2.7792487,103_203_52_1_20250113_154037_zipper_board_clueGiver_cam02.mp4_segment_7_Gesture_2.77_3.10
8.026597,4.435146,103_203_52_1_20250113_154037_zipper_board_clueGiver_cam02.mp4_segment_8_Gesture_3.97_5.63
9.247754,5.433607,103_203_52_1_20250113_154037_zipper_board_clueGiver_cam02.mp4_segment_9_Gesture_6.70_16.97
1.8883518,4.129755,103_203_52_1_20250113_154037_zipper_board_guesser_cam02.mp4_segment_10_Gesture_32.50_33.43
9.63179,10.004527,103_203_52_1_20250113_154037_zipper_board_guesser_cam02.mp4_segment_11_Gesture_36.40_42.63
1.8197545,4.402809,103_203_52_1_20250113_154037_zipper_board_guesser_cam02.mp4_segment_1_Gesture_2.23_3.87
1.2375294,5.498665,103_203_52_1_20250113_154037_zipper_board_guesser_cam02.mp4_segment_2_Gesture_18.43_19.10
1.188951,5.5705514,103_203_52_1_20250113_154037_zipper_board_guesser_cam02.mp4_segment_3_Gesture_19.90_21.67
1.1802782,5.552217,103_203_52_1_20250113_154037_zipper_board_guesser_cam02.mp4_segment_4_Gesture_24.37_25.73
2.0559378,4.2924275,103_203_52_1_20250113_154037_zipper_board_guesser_cam02.mp4_segment_5_Gesture_32.13_38.83
9.671796,10.017936,103_203_52_1_20250113_154037_zipper_board_guesser_cam02.mp4_segment_6_Gesture_39.43_42.93
6.0197163,2.2064457,103_203_52_1_20250113_154037_zipper_board_guesser_cam02.mp4_segment_7_Move_57.37_57.53
1.8145211,4.4449525,103_203_52_1_20250113_154037_zipper_board_guesser_cam02.mp4_segment_8_Gesture_1.93_3.20
1.260302,5.557692,103_203_52_1_20250113_154037_zipper_board_guesser_cam02.mp4_segment_9_Gesture_18.80_18.93
8.966588,4.9015303,103_203_53_1_20250113_154055_river_board_clueGiver_cam02.mp4_segment_1_Gesture_2.43_7.97
8.861192,4.86557,103_203_53_1_20250113_154055_river_board_clueGiver_cam02.mp4_segment_2_Gesture_1.27_7.70
1.5396713,7.381079,103_203_53_1_20250113_154055_river_board_guesser_cam02.mp4_segment_1_Gesture_0.80_2.50
1.5403442,7.4182596,103_203_53_1_20250113_154055_river_board_guesser_cam02.mp4_segment_2_Gesture_1.10_2.13
7.606727,4.8748503,103_203_54_1_20250113_154107_music_board_clueGiver_cam02.mp4_segment_1_Gesture_0.80_4.37
9.065641,4.9804673,103_203_54_1_20250113_154107_music_board_clueGiver_cam02.mp4_segment_2_Gesture_8.07_10.77
7.528416,4.7620087,103_203_54_1_20250113_154107_music_board_clueGiver_cam02.mp4_segment_3_Gesture_1.10_3.60
9.359641,6.6132,103_203_54_1_20250113_154107_music_board_clueGiver_cam02.mp4_segment_4_Gesture_6.63_9.00
8.89386,4.8375645,103_203_54_1_20250113_154107_music_board_clueGiver_cam02.mp4_segment_5_Gesture_9.67_10.57
7.640863,3.3554354,108_208_12_1_20250114_162456_flower_ground_clueGiver_cam02.mp4_segment_1_Gesture_4.07_4.67
8.786089,8.327504,108_208_12_1_20250114_162456_flower_ground_clueGiver_cam02.mp4_segment_2_Gesture_6.07_7.03
9.225879,8.63433,108_208_12_1_20250114_162456_flower_ground_clueGiver_cam02.mp4_segment_3_Gesture_9.93_12.73
7.753715,3.2574213,108_208_12_1_20250114_162456_flower_ground_clueGiver_cam02.mp4_segment_4_Gesture_3.83_4.17
7.4425488,3.251327,108_208_12_1_20250114_162456_flower_ground_clueGiver_cam02.mp4_segment_5_Gesture_4.77_4.90
8.7705,7.737364,108_208_12_1_20250114_162456_flower_ground_clueGiver_cam02.mp4_segment_6_Gesture_5.93_6.50
9.07529,8.555713,108_208_12_1_20250114_162456_flower_ground_clueGiver_cam02.mp4_segment_7_Gesture_9.90_12.93
7.88412,9.965896,108_208_13_1_20250114_162512_traffic_ground_clueGiver_cam02.mp4_segment_1_Gesture_2.97_3.97
9.4800825,8.663896,108_208_13_1_20250114_162512_traffic_ground_clueGiver_cam02.mp4_segment_2_Gesture_4.57_7.20
10.449425,8.710691,108_208_13_1_20250114_162512_traffic_ground_clueGiver_cam02.mp4_segment_3_Gesture_7.73_9.40
8.300571,9.486394,108_208_13_1_20250114_162512_traffic_ground_clueGiver_cam02.mp4_segment_4_Gesture_10.17_13.37
5.7334404,8.790909,108_208_13_1_20250114_162512_traffic_ground_clueGiver_cam02.mp4_segment_5_Move_14.43_14.57
7.53364,10.050345,108_208_13_1_20250114_162512_traffic_ground_clueGiver_cam02.mp4_segment_6_Gesture_3.10_3.37
8.809155,9.518057,108_208_13_1_20250114_162512_traffic_ground_clueGiver_cam02.mp4_segment_7_Gesture_4.17_4.73
9.29375,8.758063,108_208_13_1_20250114_162512_traffic_ground_clueGiver_cam02.mp4_segment_8_Gesture_5.27_6.53
9.825815,8.113099,108_208_13_1_20250114_162512_traffic_ground_clueGiver_cam02.mp4_segment_9_Gesture_7.50_14.30
5.8182573,9.355333,108_208_14_1_20250114_162535_zipper_ground_clueGiver_cam02.mp4_segment_1_Move_1.60_3.10
6.0883546,9.505763,108_208_14_1_20250114_162535_zipper_ground_clueGiver_cam02.mp4_segment_2_Gesture_6.40_9.60
6.919167,2.8287935,108_208_14_1_20250114_162535_zipper_ground_clueGiver_cam02.mp4_segment_3_Gesture_14.37_16.20
7.695016,5.6761394,108_208_14_1_20250114_162535_zipper_ground_clueGiver_cam02.mp4_segment_4_Move_17.83_21.20
6.1821384,9.3848295,108_208_14_1_20250114_162535_zipper_ground_clueGiver_cam02.mp4_segment_5_Gesture_6.17_8.53
6.9729342,2.934922,108_208_14_1_20250114_162535_zipper_ground_clueGiver_cam02.mp4_segment_6_Gesture_14.30_15.60
8.050697,4.181871,108_208_14_1_20250114_162535_zipper_ground_clueGiver_cam02.mp4_segment_7_Gesture_17.17_18.23
7.6620383,5.984831,108_208_14_1_20250114_162535_zipper_ground_clueGiver_cam02.mp4_segment_8_Gesture_18.93_21.07
6.827123,9.215423,108_208_15_1_20250114_162542_gravy_ground_clueGiver_cam02.mp4_segment_1_Gesture_2.83_3.23
6.8162837,9.202294,108_208_15_1_20250114_162542_gravy_ground_clueGiver_cam02.mp4_segment_2_Gesture_2.40_3.10
7.3279357,9.3717,108_208_15_1_20250114_162542_gravy_ground_clueGiver_cam02.mp4_segment_3_Gesture_3.80_4.37
8.513529,9.575653,108_208_16_1_20250114_162559_siren_ground_clueGiver_cam02.mp4_segment_1_Gesture_7.93_9.53
8.000407,9.655532,108_208_16_1_20250114_162559_siren_ground_clueGiver_cam02.mp4_segment_2_Gesture_12.67_15.87
8.767761,9.339512,108_208_16_1_20250114_162559_siren_ground_clueGiver_cam02.mp4_segment_3_Gesture_7.73_9.27
6.0570455,9.362808,108_208_16_1_20250114_162559_siren_ground_clueGiver_cam02.mp4_segment_4_Gesture_14.30_14.73
5.3503065,9.769328,108_208_17_1_20250114_162610_cherry_ground_clueGiver_cam02.mp4_segment_1_Move_0.80_1.63
6.057069,9.145622,108_208_17_1_20250114_162610_cherry_ground_clueGiver_cam02.mp4_segment_2_Move_2.97_3.80
8.384496,9.211805,108_208_17_1_20250114_162610_cherry_ground_clueGiver_cam02.mp4_segment_3_Gesture_4.97_7.90
6.4379535,9.416649,108_208_17_1_20250114_162610_cherry_ground_clueGiver_cam02.mp4_segment_4_Move_8.50_9.57
6.556033,9.031119,108_208_17_1_20250114_162610_cherry_ground_clueGiver_cam02.mp4_segment_5_Gesture_2.83_3.30
8.50187,9.233234,108_208_17_1_20250114_162610_cherry_ground_clueGiver_cam02.mp4_segment_6_Gesture_4.80_7.37
6.3922925,9.140226,108_208_18_1_20250114_162618_coffee_ground_clueGiver_cam02.mp4_segment_1_Gesture_3.63_3.80
9.34445,10.095922,108_208_19_1_20250114_162700_cologne_ground_clueGiver_cam02.mp4_segment_10_Gesture_20.77_20.90
8.00817,9.63852,108_208_19_1_20250114_162700_cologne_ground_clueGiver_cam02.mp4_segment_11_Gesture_33.20_33.57
6.7722154,9.503832,108_208_19_1_20250114_162700_cologne_ground_clueGiver_cam02.mp4_segment_12_Gesture_39.47_40.27
8.317008,9.464437,108_208_19_1_20250114_162700_cologne_ground_clueGiver_cam02.mp4_segment_1_Gesture_7.00_8.23
8.264961,8.371071,108_208_19_1_20250114_162700_cologne_ground_clueGiver_cam02.mp4_segment_2_Gesture_13.40_15.37
9.3012905,9.981064,108_208_19_1_20250114_162700_cologne_ground_clueGiver_cam02.mp4_segment_3_Gesture_20.93_22.00
7.824088,9.774489,108_208_19_1_20250114_162700_cologne_ground_clueGiver_cam02.mp4_segment_4_Gesture_33.17_34.17
7.930914,9.747552,108_208_19_1_20250114_162700_cologne_ground_clueGiver_cam02.mp4_segment_5_Gesture_37.77_38.63
6.8009334,9.3542795,108_208_19_1_20250114_162700_cologne_ground_clueGiver_cam02.mp4_segment_6_Gesture_3.93_4.03
8.325687,9.367364,108_208_19_1_20250114_162700_cologne_ground_clueGiver_cam02.mp4_segment_7_Gesture_5.77_8.53
6.8684783,9.620418,108_208_19_1_20250114_162700_cologne_ground_clueGiver_cam02.mp4_segment_8_Gesture_9.97_10.10
8.336151,8.399272,108_208_19_1_20250114_162700_cologne_ground_clueGiver_cam02.mp4_segment_9_Gesture_13.33_15.37
2.1533854,4.274398,108_208_19_1_20250114_162700_cologne_ground_guesser_cam02.mp4_segment_1_Gesture_17.10_20.53
1.8733552,4.6935678,108_208_19_1_20250114_162700_cologne_ground_guesser_cam02.mp4_segment_2_Gesture_16.97_17.63
2.2363572,7.9687614,108_208_19_1_20250114_162700_cologne_ground_guesser_cam02.mp4_segment_3_Gesture_24.60_24.73
8.584196,9.540217,108_208_20_1_20250114_162723_bitter_ground_clueGiver_cam02.mp4_segment_1_Gesture_2.97_4.93
8.70067,9.850647,108_208_20_1_20250114_162723_bitter_ground_clueGiver_cam02.mp4_segment_2_Gesture_6.50_9.63
6.217245,9.432481,108_208_20_1_20250114_162723_bitter_ground_clueGiver_cam02.mp4_segment_3_Gesture_20.40_21.73
7.0166125,9.797665,108_208_20_1_20250114_162723_bitter_ground_clueGiver_cam02.mp4_segment_4_Gesture_2.40_2.90
8.482257,9.573991,108_208_20_1_20250114_162723_bitter_ground_clueGiver_cam02.mp4_segment_5_Gesture_3.73_6.27
8.807524,9.88612,108_208_20_1_20250114_162723_bitter_ground_clueGiver_cam02.mp4_segment_6_Gesture_9.30_9.57
6.621431,9.432998,108_208_20_1_20250114_162723_bitter_ground_clueGiver_cam02.mp4_segment_7_Gesture_20.27_20.63
1.7285899,4.477216,108_208_20_1_20250114_162723_bitter_ground_guesser_cam02.mp4_segment_1_Gesture_2.13_2.90
1.6663519,4.3048134,108_208_20_1_20250114_162723_bitter_ground_guesser_cam02.mp4_segment_2_Gesture_2.23_2.40
5.9899535,9.068595,108_208_21_1_20250114_162731_sugar_ground_clueGiver_cam02.mp4_segment_1_Gesture_3.17_3.73
6.556951,9.660104,108_208_21_1_20250114_162731_sugar_ground_clueGiver_cam02.mp4_segment_2_Gesture_4.33_4.90
5.9279723,9.168805,108_208_21_1_20250114_162731_sugar_ground_clueGiver_cam02.mp4_segment_3_Gesture_5.73_6.63
6.1324396,9.094246,108_208_21_1_20250114_162731_sugar_ground_clueGiver_cam02.mp4_segment_4_Gesture_2.90_3.50
6.022573,9.621321,108_208_21_1_20250114_162731_sugar_ground_clueGiver_cam02.mp4_segment_5_Gesture_4.07_6.50
7.7072215,3.15199,108_208_23_1_20250114_162817_tiger_ground_guesser_cam02.mp4_segment_1_Move_17.57_17.73
1.0824463,8.915361,108_208_25_1_20250114_162844_puppy_ground_guesser_cam02.mp4_segment_1_Move_6.57_7.50
1.4795579,8.432556,108_208_25_1_20250114_162844_puppy_ground_guesser_cam02.mp4_segment_2_Gesture_6.10_6.20
1.44508,8.518297,108_208_25_1_20250114_162844_puppy_ground_guesser_cam02.mp4_segment_3_Gesture_7.30_7.40
5.8933043,9.834628,108_208_26_1_20250114_162904_hamster_ground_clueGiver_cam02.mp4_segment_1_Gesture_2.63_6.73
5.8682494,10.081555,108_208_26_1_20250114_162904_hamster_ground_clueGiver_cam02.mp4_segment_2_Gesture_7.83_9.23
5.5914674,9.823885,108_208_26_1_20250114_162904_hamster_ground_clueGiver_cam02.mp4_segment_3_Move_10.10_15.13
5.5930977,10.078143,108_208_26_1_20250114_162904_hamster_ground_clueGiver_cam02.mp4_segment_4_Gesture_16.03_16.80
5.045394,9.092837,108_208_26_1_20250114_162904_hamster_ground_clueGiver_cam02.mp4_segment_5_Gesture_18.00_18.27
7.535398,10.0046,108_208_26_1_20250114_162904_hamster_ground_clueGiver_cam02.mp4_segment_6_Gesture_2.43_3.10
5.753183,9.1584635,108_208_26_1_20250114_162904_hamster_ground_clueGiver_cam02.mp4_segment_7_Gesture_10.13_10.73
5.1602836,8.633088,108_208_26_1_20250114_162904_hamster_ground_clueGiver_cam02.mp4_segment_8_Gesture_18.10_18.23
5.491943,10.031986,108_208_27_1_20250114_162936_bacon_ground_clueGiver_cam02.mp4_segment_1_Gesture_8.93_10.83
5.266697,9.951185,108_208_27_1_20250114_162936_bacon_ground_clueGiver_cam02.mp4_segment_2_Gesture_11.43_12.27
7.592699,9.877574,108_208_27_1_20250114_162936_bacon_ground_clueGiver_cam02.mp4_segment_3_Gesture_27.57_30.37
4.9805226,9.198213,108_208_27_1_20250114_162936_bacon_ground_clueGiver_cam02.mp4_segment_4_Gesture_4.17_5.03
5.443838,10.059924,108_208_27_1_20250114_162936_bacon_ground_clueGiver_cam02.mp4_segment_5_Gesture_9.37_9.83
7.485133,9.9849,108_208_27_1_20250114_162936_bacon_ground_clueGiver_cam02.mp4_segment_6_Gesture_27.23_29.43
5.107126,8.838363,108_208_27_1_20250114_162936_bacon_ground_clueGiver_cam02.mp4_segment_7_Gesture_30.37_30.77
6.852426,4.7175665,108_208_28_1_20250114_162956_river_ground_clueGiver_cam02.mp4_segment_1_Gesture_15.10_17.80
6.8956985,4.535993,108_208_28_1_20250114_162956_river_ground_clueGiver_cam02.mp4_segment_2_Gesture_14.83_17.40
7.848146,10.026488,108_208_28_1_20250114_162956_river_ground_clueGiver_cam02.mp4_segment_3_Gesture_18.03_18.20
1.8835859,5.0201116,108_208_28_1_20250114_162956_river_ground_guesser_cam02.mp4_segment_1_Gesture_0.80_3.03
1.7545718,8.422872,108_208_28_1_20250114_162956_river_ground_guesser_cam02.mp4_segment_2_Gesture_5.83_8.17
1.7092683,5.249849,108_208_28_1_20250114_162956_river_ground_guesser_cam02.mp4_segment_3_Gesture_1.63_1.73
