gesture_id,video_id,active_hand,space_use,mcneillian_max,mcneillian_mode,volume,max_height,duration,hold_count,hold_time,hold_avg_duration,hand_submovements,hand_submovement_peak_max,hand_submovement_peak_mean,hand_mean_submovement_amplitude,elbow_submovements,elbow_mean_submovement_amplitude,hand_peak_speed,hand_mean_speed,hand_peak_acceleration,hand_peak_deceleration,hand_peak_jerk,elbow_peak_speed,elbow_mean_speed,elbow_peak_acceleration,elbow_peak_deceleration,elbow_peak_jerk
103_203_14_1_20250113_152536_balloon_board_clueGiver_cam02.mp4_segment_3_Gesture_7.63_22.03,103,L,3,4,4,0.038640980065187146,2.7222912574983567,14.36,17,3.16,4.647058823529412,24,1.1785415868022124,0.40579480723246225,0.40579480723246225,25,0.178564271160902,1.2029141432001205,0.2543407921323403,9.446165080844763,0.06930561931870587,129.7753447109508,0.6694570862460545,0.11241811658984562,3.6465913526950606,0.013929833400403756,47.904749628404886
103_203_14_1_20250113_152536_balloon_board_clueGiver_cam02.mp4_segment_4_Gesture_0.80_6.20,103,L,3,4,4,0.015200267053877194,2.5335902468117357,5.4,6,1.4,5.833333333333333,10,1.0083874876367196,0.411375652003496,0.411375652003496,9,0.13055437367095007,1.056583711973777,0.24713256565710678,8.084826283596616,0.056899515261551306,84.1933720174354,0.22532749270427926,0.0820486801599592,2.7818114624519734,0.05741196871599754,33.36183553331744
103_203_14_1_20250113_152536_balloon_board_clueGiver_cam02.mp4_segment_5_Gesture_7.73_7.97,103,L,1,2,2,1.5514861132117834e-05,2.477636881604559,0.2,0,0.0,0.0,1,0.1697389914396358,0.1697389914396358,0.1697389914396358,1,0.10869607373461808,0.16973899143963578,0.13094751016207914,0.9402835504189633,0.2167217069206523,20.20995782189256,0.10869607373461804,0.08397946364159843,0.6375684924468418,0.2156263939194811,12.93413642000143
103_203_14_1_20250113_152536_balloon_board_clueGiver_cam02.mp4_segment_6_Gesture_8.63_22.03,103,L,4,4,4,0.03851510538588608,2.726387964306386,13.36,14,3.2,5.714285714285714,22,1.2003164145459588,0.4257445347664077,0.4257445347664078,22,0.19008116381659093,1.266298283320432,0.26262957707638873,9.160221842553394,0.06804103352434353,127.48880256950946,0.6637772712764068,0.11849821979508886,3.5492699176199625,0.017177852558553593,47.22804397396148
103_203_15_1_20250113_152557_bacon_board_clueGiver_cam02.mp4_segment_1_Gesture_0.80_19.37,103,L,4,4,4,0.02358563805036217,2.5637692027330634,18.56,22,7.2,8.181818181818182,32,1.3641128384800838,0.3583651835808583,0.3583651835808583,31,0.17513390562973555,1.390459475023944,0.19948054658995765,9.648084339419409,0.02745302198755375,103.09879387000709,0.4907715660548983,0.0984405576932496,2.959058063509064,0.012290219951168278,34.89939260784935
103_203_15_1_20250113_152557_bacon_board_clueGiver_cam02.mp4_segment_2_Gesture_20.00_20.47,103,R,3,4,2,0.001278165262305279,3.525425681582968,0.44,0,0.0,0.0,1,0.6524605520985891,0.6524605520985891,0.6524605520985891,1,0.2962264917540703,0.6518267252466816,0.3385620875534012,3.895220682439963,0.2420807470596966,58.60043696220004,0.3018197234485985,0.17231489259468494,1.7255335529125833,0.32320149250578506,25.686772858466856
103_203_15_1_20250113_152557_bacon_board_clueGiver_cam02.mp4_segment_3_Gesture_0.80_20.47,103,L,4,4,4,0.02646908855820424,2.5637692027330634,19.64,23,7.4,8.043478260869565,34,1.3554952418175017,0.363665882365403,0.3636658823654029,34,0.17580329220866117,1.3863987912701292,0.205175087419898,9.648404834095937,0.02745302198755375,103.09879387000709,0.473482957905386,0.10045299536705304,2.957120606135908,0.012290219951168278,34.89939260784935
103_203_16_1_20250113_152613_chlorine_board_clueGiver_cam02.mp4_segment_1_Gesture_0.80_2.47,103,L,1,4,4,4.250376605328059e-05,0.0,1.64,2,1.16,14.5,3,0.13995469191600993,0.08757980896857875,0.08757980896857875,2,0.07829531999325604,0.15185060782766188,0.05636973062051967,1.0672242943294763,0.041069335996228196,11.933979042779496,0.11584393490609013,0.039058262673439,0.8710855729395427,0.04825844175964997,10.726786742648144
103_203_16_1_20250113_152613_chlorine_board_clueGiver_cam02.mp4_segment_2_Gesture_3.33_4.47,103,L,1,4,4,2.2912101341833878e-05,0.0,1.12,2,0.6,7.5,2,0.12340424712605651,0.12338860497844278,0.12338860497844278,2,0.106806874937034,0.13172099189985378,0.07990025467630964,0.9744786637089387,0.03077027312312298,11.942423389308502,0.11512409936237081,0.06663080017094215,0.8439975951970856,0.07258097433427008,9.580812662122778
103_203_16_1_20250113_152613_chlorine_board_clueGiver_cam02.mp4_segment_3_Gesture_6.70_14.40,103,L,5,4,4,0.034929787399198525,2.6505433881876685,7.68,11,2.0,4.545454545454546,14,0.8182247207948664,0.2679285658666632,0.2679285658666632,13,0.15090485699533865,0.8685486567192389,0.18291682583516225,4.543000166510027,0.12981438229551223,80.01185495524683,0.3186097650179187,0.08992876323739797,1.7371866376445266,0.050576531533333635,26.774812275166394
103_203_16_1_20250113_152613_chlorine_board_clueGiver_cam02.mp4_segment_4_Gesture_0.80_4.23,103,L,1,4,4,0.00010266975940359794,0.0,3.4,9,1.8,5.0,8,0.1639365461959172,0.10512255908762043,0.10512255908762044,7,0.07783986629871273,0.17434602093235563,0.07829204283166796,1.1977940592642058,0.0945433129994719,14.10373303376006,0.14330231279016817,0.0542974889129486,1.0782379835674631,0.037846132459515985,13.012181351173552
