gesture_id,video_id,active_hand,space_use,mcneillian_max,mcneillian_mode,volume,max_height,duration,hold_count,hold_time,hold_avg_duration,hand_submovements,hand_submovement_peak_max,hand_submovement_peak_mean,hand_mean_submovement_amplitude,elbow_submovements,elbow_mean_submovement_amplitude,hand_peak_speed,hand_mean_speed,hand_peak_acceleration,hand_peak_deceleration,hand_peak_jerk,elbow_peak_speed,elbow_mean_speed,elbow_peak_acceleration,elbow_peak_deceleration,elbow_peak_jerk
103_203_46_1_20250113_153759_blanket_board_clueGiver_cam02.mp4_segment_4_Gesture_0.80_3.50,103,R,2,4,2,0.00393479213939417,2.907972895311396,2.68,5,1.72,8.6,4,0.9730344428039535,0.3409004023072869,0.3409004023072869,4,0.10874468745903032,1.028575897545543,0.1697062747913594,6.885897427393271,0.07797948120829329,102.70330220573983,0.25846044971702825,0.06779380452163358,2.8301857185335684,0.06711604585565445,34.90320707121064
103_203_46_1_20250113_153759_blanket_board_clueGiver_cam02.mp4_segment_5_Gesture_4.03_9.37,103,L,3,4,4,0.012492036781148274,2.5893729797440495,5.32,5,0.84,4.2,10,1.1731954153698219,0.5235439531857404,0.5235439531857404,12,0.1690038708021229,1.1877640046344298,0.28747264012634816,7.396119110778735,0.06725722906577575,97.78870117380485,0.4053225805212543,0.1104027323361615,3.0951987221837394,0.03620945907685911,44.61103411124715
103_203_46_1_20250113_153759_blanket_board_clueGiver_cam02.mp4_segment_6_Gesture_11.07_12.77,103,R,2,4,2,0.0016596717112430724,2.768380146219856,1.68,2,0.64,8.0,4,0.7142488864894216,0.30497720311626164,0.30497720311626164,4,0.1548423457960515,0.7727793285652691,0.1993759393663863,6.247626916643266,0.2574508923300932,78.13209130097256,0.29872199126577825,0.09434730741917889,2.542298237516879,0.10348250116466995,23.97447130614346
103_203_46_1_20250113_153759_blanket_board_guesser_cam02.mp4_segment_1_Gesture_0.80_5.00,103,L,1,4,4,4.363568564255359e-05,0.0,4.2,8,3.48,10.875,10,0.11593156380765701,0.0679702906338964,0.06797029063389641,8,0.07125012097229456,0.12016241395005381,0.04511118556720964,0.9358296961772968,0.03592187907403442,12.397072781207607,0.12954809603574988,0.03896386249969165,0.8094412460863121,0.02529224531953911,10.628182239743944
103_203_46_1_20250113_153759_blanket_board_guesser_cam02.mp4_segment_2_Gesture_6.17_8.73,103,L,1,4,4,0.0001796531759996645,0.0,2.56,3,1.2,10.0,4,0.245934993653137,0.18826480976786722,0.18826480976786722,5,0.10296799688611764,0.26817740202074825,0.09774032149651497,2.284375483492194,0.07123859489560463,32.62497552209372,0.25957615099721865,0.06236360860414686,1.678452094905854,0.02408442477451711,20.292910066335345
103_203_46_1_20250113_153759_blanket_board_guesser_cam02.mp4_segment_3_Gesture_1.03_1.20,103,L,1,4,4,1.2207240069589835e-07,0.0,0.16,0,0.0,0.0,1,0.03353263496671796,0.03353263496671796,0.03353263496671796,1,0.020366156665645715,0.035669308579982455,0.032288992810038025,0.16029053145414002,0.06273828759740523,2.895479208695709,0.02168374938225197,0.019566463215913557,0.09890468855272198,0.03565059245130107,1.7655473581054053
103_203_46_1_20250113_153759_blanket_board_guesser_cam02.mp4_segment_4_Gesture_6.67_8.17,103,L,1,4,4,9.643451275179876e-05,0.0,1.48,2,0.6,7.5,3,0.22508289026320868,0.20847919495346837,0.20847919495346837,3,0.11406472000588459,0.26428640497070577,0.11655622285248698,2.252005182070921,0.12917932425055575,30.15422345485078,0.19539806479653987,0.062160057232168525,1.4541648568627734,0.01716506302798937,23.461533915191197
103_203_47_1_20250113_153811_soda_board_clueGiver_cam02.mp4_segment_1_Gesture_0.80_4.67,103,R,1,2,2,2.4913298619828894e-05,2.496949779795886,3.84,5,3.4,17.0,7,0.11983606816524384,0.08649470713841044,0.08649470713841044,6,0.05299030712096086,0.1268174093939551,0.052119830014894286,1.095107188792043,0.03962148736251918,10.415458861924384,0.09015239743074656,0.029372675846860177,0.577541737122237,0.008686417340567644,6.813173063411539
103_203_47_1_20250113_153811_soda_board_clueGiver_cam02.mp4_segment_2_Gesture_5.30_8.93,103,R,2,4,4,0.0051712312159853365,2.9546572128426507,3.6,4,1.96,12.25,3,0.7899041681834109,0.5356275505021294,0.5356275505021294,3,0.17711884972751904,0.8067036454446848,0.18187231742433607,3.980852266808496,0.044145934144267665,46.79113615277789,0.25289410577602106,0.07087397653042363,1.4464940036513978,0.011473303699705322,20.34751262988447
103_203_47_1_20250113_153811_soda_board_clueGiver_cam02.mp4_segment_3_Gesture_1.80_10.07,103,R,2,4,2,0.007453134837683026,2.9523614077681186,8.24,9,5.92,16.444444444444443,10,0.8509787253874808,0.23907088995003903,0.23907088995003903,13,0.08819431089314632,0.8719960763301827,0.11446530091132795,4.119756571109134,0.010216019288669904,47.893834249788284,0.30201800609248514,0.05427341599735452,1.5943407146960429,0.012316629680781416,22.137301343611362
103_203_47_1_20250113_153811_soda_board_guesser_cam02.mp4_segment_1_Gesture_0.97_8.33,103,L,3,4,4,0.028520911832470724,2.772285319594258,7.36,8,6.2,19.375,8,1.354761727720955,0.22468287481891766,0.22468287481891763,9,0.09033549663574653,1.363910875950895,0.09802843206215824,6.989594353017894,0.028459390357892213,69.56862299551652,0.3703564466008075,0.048289358940497754,2.2092259059354356,0.006488157445115606,29.095400426055658
103_203_47_1_20250113_153811_soda_board_guesser_cam02.mp4_segment_2_Gesture_10.30_10.53,103,L,1,4,4,1.0997127603063881e-05,2.78586264926295,0.2,0,0.0,0.0,1,0.14767868338724283,0.14767868338724283,0.14767868338724283,1,0.09600553140417065,0.1476786833872428,0.11396972291834868,0.8890387137557912,0.30301856747636924,17.56029575848664,0.0960055314041706,0.07410451010847244,0.570753270140609,0.18578499584752417,11.408865878706402
103_203_47_1_20250113_153811_soda_board_guesser_cam02.mp4_segment_3_Gesture_2.90_3.47,103,L,3,4,4,0.012903943911071837,2.773985152282368,0.56,0,0.0,0.0,1,1.2152210044771414,1.2152210044771414,1.2152210044771414,1,0.3943012926148809,1.2053189163406182,0.635936725662385,6.364902848313157,0.3497437253805038,66.20201149346481,0.4065369047009117,0.22518101472899174,2.2011879034041613,0.5806045775026075,28.648719983158777
103_203_47_1_20250113_153811_soda_board_guesser_cam02.mp4_segment_4_Gesture_4.47_4.60,103,L,1,4,4,3.694559170957888e-07,2.76367327378738,0.12,0,0.0,0.0,1,0.025749805223308067,0.025749805223308067,0.025749805223308067,1,0.022212640125847744,0.025750940625404634,0.02574980522330807,2.8459624757516042e-05,2.8459624757516042e-05,0.0,0.02221757950624738,0.022212640125847744,0.00012357091634537817,0.00012357091634537817,0.0
103_203_47_1_20250113_153811_soda_board_guesser_cam02.mp4_segment_5_Gesture_6.47_6.63,103,R,1,1,1,1.7361122148136548e-06,2.288369991510593,0.16,0,0.0,0.0,1,0.06481450940205102,0.06481450940205102,0.06481450940205102,1,0.02870207905822964,0.06892508001852607,0.06245233346496823,0.3082934642144847,0.12345969671937682,5.5886891236150955,0.030500969780000022,0.02770359139235908,0.1349168183574981,0.057554219874462895,2.4677887629110526
103_203_47_1_20250113_153811_soda_board_guesser_cam02.mp4_segment_6_Gesture_7.67_7.90,103,L,1,4,4,8.942105831613579e-07,2.736491437568024,0.2,0,0.0,0.0,1,0.06180630226554686,0.06180630226554686,0.06180630226554686,1,0.04089241038870902,0.06180630226554684,0.04773582278744688,0.3799069760202693,0.14525943712274664,7.352037148118462,0.04089241038870901,0.03153811661931055,0.24273852059449608,0.078482012382857,4.875790093472926
103_203_48_1_20250113_153828_hunger_board_clueGiver_cam02.mp4_segment_1_Gesture_3.70_12.23,103,L,2,4,4,0.009096196743065079,2.469560680319049,8.52,11,5.92,13.454545454545455,15,0.9091682809773458,0.20337568996092756,0.20337568996092756,17,0.0980936211293342,0.9391718900544341,0.11066877059261497,4.895807310494771,0.010998736418903747,58.07217114375509,0.2989943689846021,0.0602323667541542,2.2180404883555296,0.009479227608303522,29.09529029253514
103_203_48_1_20250113_153828_hunger_board_clueGiver_cam02.mp4_segment_2_Gesture_13.13_15.43,103,L,2,4,4,0.006116425301444868,2.474502155361206,2.28,3,0.48,4.0,5,0.7727560058147517,0.39950735071548366,0.39950735071548366,5,0.1400912650734202,0.8179472087826647,0.28189091300652913,4.51014442386136,0.13033925522301323,60.505609692929795,0.2343961574623417,0.10970703035064829,1.9046832930136712,0.03059523086167495,24.256705595795932
103_203_48_1_20250113_153828_hunger_board_clueGiver_cam02.mp4_segment_3_Gesture_3.27_4.53,103,R,2,4,2,0.0005870769506762813,2.6506060614500035,1.24,1,0.6,15.0,2,0.4885422581947907,0.2828618785988686,0.2828618785988686,2,0.14374911270050955,0.5126215600379667,0.1565324099914805,3.064854231703887,0.14164477939950978,34.09333127649591,0.2293065808078168,0.07791653749587822,1.687677781875243,0.1397604530883562,20.133969617363025
103_203_48_1_20250113_153828_hunger_board_clueGiver_cam02.mp4_segment_4_Gesture_5.53_5.93,103,R,2,4,2,1.8169613497885733e-06,2.668370753486049,0.4,0,0.0,0.0,1,0.09966917261960939,0.09966917261960939,0.09966917261960939,1,0.06536670648945225,0.10273983777240661,0.08421504598855693,0.5167296575406558,0.0640279198177731,9.230252039272308,0.06824442731916996,0.03666690118901547,0.44960371446339253,0.03784638135547021,8.87020654579296
103_203_48_1_20250113_153828_hunger_board_clueGiver_cam02.mp4_segment_5_Gesture_8.33_14.03,103,L,3,4,4,0.008184373003777588,2.4689153176191305,5.68,5,1.64,8.2,11,0.9039961269228753,0.3795571766466359,0.3795571766466359,12,0.13792670991855582,0.9362424919529829,0.19659075507338117,5.148077320364478,0.04120311166646635,63.61896144691111,0.31150625023788203,0.08583990142363677,2.579595243138511,0.05173298694682566,31.28521389324061
103_203_48_1_20250113_153828_hunger_board_clueGiver_cam02.mp4_segment_6_Gesture_14.87_15.43,103,L,1,4,4,0.0008294860416820904,2.2738115400501133,0.56,0,0.0,0.0,1,0.6749205491572208,0.6749205491572208,0.6749205491572208,1,0.18157571930561056,0.7132345431414024,0.2887275938904978,4.261982577597151,0.3177101967458764,81.79359109198732,0.19512091304821214,0.0751512928863952,1.3085391492640903,0.10237947673954885,24.357477021466522
103_203_48_1_20250113_153828_hunger_board_guesser_cam02.mp4_segment_1_Gesture_0.80_3.30,103,L,1,4,4,9.717181103289073e-05,2.7759525228790007,2.48,5,1.52,7.6,6,0.10369380559360382,0.08440371716183814,0.08440371716183814,5,0.08746931206884574,0.12390123483041486,0.059040026599668755,1.4360433457790736,0.019210467106911485,16.06637596209538,0.11614471563039773,0.058092374788948575,1.0368811306590873,0.05212954518653573,12.340934342858555
103_203_48_1_20250113_153828_hunger_board_guesser_cam02.mp4_segment_2_Gesture_4.57_10.03,103,L,1,4,4,1.3754461241192906e-05,2.7362500324998225,5.44,3,5.0,41.666666666666664,11,0.10946179397754799,0.05209238968768182,0.052092389687681824,9,0.05368804528356671,0.11392833433871502,0.030238031429768584,0.8719896773459688,0.006865138881433008,13.543962226194084,0.1008367336713982,0.025542950024377318,0.9839682744462614,0.0039217376435016936,11.092337905949933
103_203_48_1_20250113_153828_hunger_board_guesser_cam02.mp4_segment_3_Gesture_12.80_15.43,103,L,1,4,4,0.00012260955714272313,2.769634046475026,2.6,4,1.0,6.25,4,0.18899219588213387,0.11433276421304647,0.11433276421304647,4,0.08023365703973738,0.19213574276813322,0.06494596494759222,1.6227777018009297,0.021437468517717103,14.250335397166763,0.16828997770761273,0.060005298749994045,1.2942209636805744,0.01279123012730112,14.115936947916353
103_203_48_1_20250113_153828_hunger_board_guesser_cam02.mp4_segment_4_Gesture_0.90_1.77,103,L,1,4,4,8.789033772204626e-06,2.7702024993865524,0.84,2,0.64,8.0,3,0.06588563515764163,0.04887935939616612,0.04887935939616612,3,0.05747625658531982,0.07518343525930755,0.03580575441542609,0.5539393339337922,0.03953553749862997,8.419919365824706,0.07778645640407161,0.04024680162098927,0.5575739917453619,0.02845587039361573,7.829243263946133
103_203_48_1_20250113_153828_hunger_board_guesser_cam02.mp4_segment_5_Gesture_2.53_2.87,103,L,1,4,4,8.241597927080613e-06,2.7715755686577492,0.32,1,0.2,5.0,1,0.1010126612678162,0.1010126612678162,0.1010126612678162,1,0.09690209996416138,0.10193699453523528,0.057481415897428056,0.6526910926678646,0.14098952621683636,12.355611749086068,0.09774984581613595,0.060146477080563615,0.5171393046499307,0.09816242549259868,10.601869407090087
103_203_48_1_20250113_153828_hunger_board_guesser_cam02.mp4_segment_6_Gesture_4.27_7.50,103,L,1,4,4,4.991218219378943e-06,2.7249180495357654,3.2,1,3.04,76.0,3,0.10452205370007661,0.04862211990797987,0.04862211990797987,3,0.04585756857981934,0.10694803711870053,0.014587117326551718,0.9168747922613906,0.0033605017866562576,15.180764214132816,0.09932359318251129,0.014902249789741726,0.9602154447677507,0.0031811304176650908,15.2599838889749
103_203_48_1_20250113_153828_hunger_board_guesser_cam02.mp4_segment_7_Gesture_8.20_9.67,103,L,1,4,4,8.166652045445943e-06,2.724951193777873,1.44,4,1.04,6.5,2,0.10230047810030471,0.10058830002122492,0.10058830002122492,3,0.07164234603299388,0.1045458736047146,0.053867580301322625,1.106386354415887,0.04787107897318338,13.089468272799804,0.09264518898392485,0.04591675676815775,0.7455533872556664,0.058473064153356485,8.854437506338936
103_203_49_1_20250113_153839_christmas_board_clueGiver_cam02.mp4_segment_1_Gesture_0.80_10.33,103,L,4,4,4,0.021680382846939666,2.602714365176251,9.52,15,4.24,7.066666666666666,22,1.1497412839646168,0.3190433560895056,0.3190433560895056,19,0.13697208628638602,1.2851650243210304,0.21499783098277006,10.132517597111827,0.07895775768407705,126.59062262011724,0.4885295852385138,0.09354218843354511,4.725874513641824,0.036448267755041834,55.03190458754107
103_203_49_1_20250113_153839_christmas_board_clueGiver_cam02.mp4_segment_2_Gesture_0.80_10.33,103,L,4,4,4,0.021680382846939666,2.602714365176251,9.52,15,4.24,7.066666666666666,22,1.1497412839646168,0.3190433560895056,0.3190433560895056,19,0.13697208628638602,1.2851650243210304,0.21499783098277006,10.132517597111827,0.07895775768407705,126.59062262011724,0.4885295852385138,0.09354218843354511,4.725874513641824,0.036448267755041834,55.03190458754107
103_203_49_1_20250113_153839_christmas_board_guesser_cam02.mp4_segment_1_Gesture_0.80_3.47,103,L,1,4,4,0.0003659973603468107,0.0,2.64,6,0.92,3.8333333333333335,7,0.39694475271011204,0.1731783190268139,0.1731783190268139,5,0.11625540236615191,0.38772682311164164,0.12722070907224994,3.3660052454574814,0.05540858488469827,29.119395597873694,0.20155339260898564,0.06466089341261007,1.7508204276867632,0.013839010443724958,18.73384856374441
103_203_49_1_20250113_153839_christmas_board_guesser_cam02.mp4_segment_2_Gesture_4.17_10.37,103,R,2,2,1,0.0023040682081507885,2.546511221907087,6.2,11,3.44,7.818181818181818,11,0.709615901505746,0.18400995291596214,0.18400995291596214,11,0.11095595780275161,0.7493965631551136,0.11098869873210535,5.431973881938494,0.015830775033436235,66.06433240427194,0.23691374059711254,0.06551673823285123,1.5582903767030205,0.03509192983256634,20.606453534355055
103_203_49_1_20250113_153839_christmas_board_guesser_cam02.mp4_segment_3_Gesture_0.80_2.33,103,L,1,4,4,0.0004153261263541853,0.0,1.52,0,0.0,0.0,3,0.398940265174618,0.26424282344724687,0.26424282344724687,3,0.14222900691960474,0.3900329487128193,0.16483873876582392,3.488795241137259,0.22769294227403034,33.60340487756092,0.2162117562394054,0.08453970042156425,1.8143442950472923,0.1284812802504676,21.26242251986883
103_203_49_1_20250113_153839_christmas_board_guesser_cam02.mp4_segment_4_Gesture_6.87_10.37,103,R,2,2,1,0.001711394147858848,2.5499241256160317,3.48,5,1.32,6.6,7,0.7142049803446044,0.25186491028988095,0.25186491028988095,6,0.12761123821149692,0.7605974263215367,0.15346128695168906,5.360007327222743,0.07968032640483748,70.0033862856543,0.22569009463854106,0.06931998043653785,1.428970110157625,0.020379344226168054,18.35304643010783
103_203_50_1_20250113_153852_butter_board_clueGiver_cam02.mp4_segment_1_Gesture_4.87_11.23,103,R,2,4,4,0.0082849863466119,2.968226014088342,6.36,9,1.96,5.444444444444445,12,0.8783789939781338,0.4165075527755342,0.4165075527755342,12,0.1618049982942332,0.9248945131068886,0.2356939643012692,5.716487361138599,0.12535330403332792,82.24630274163597,0.3078989556234635,0.10182650280373651,2.1086068594458265,0.07145642974365599,23.471158474476283
103_203_50_1_20250113_153852_butter_board_clueGiver_cam02.mp4_segment_2_Gesture_0.83_11.40,103,R,2,4,2,0.009794363128345623,2.944438634613479,10.56,13,4.64,8.923076923076923,17,0.8535274964592393,0.36026957650611724,0.36026957650611724,18,0.13826848934170838,0.9090172175890631,0.18907234274815296,5.972224422473503,0.06645962653100154,83.07957682103961,0.3143785501674105,0.07833509168279379,2.2054476543776738,0.0034697613060452985,20.421966029450502
103_203_50_1_20250113_153852_butter_board_clueGiver_cam02.mp4_segment_3_Gesture_12.10_12.30,103,L,2,4,4,6.206244591352476e-07,0.0,0.2,0,0.0,0.0,1,0.08567849853536473,0.08567849853536473,0.08567849853536473,1,0.01880237449965616,0.08567849853536472,0.06608309796284444,0.4235208690118266,0.03104380022692926,10.20864120632847,0.018802374499656157,0.014522548705706328,0.09948971056901529,0.02279556865882173,2.238771616838648
103_203_50_1_20250113_153852_butter_board_guesser_cam02.mp4_segment_1_Gesture_0.80_4.80,103,L,1,4,4,0.0004678541945454206,0.0,4.0,6,1.72,7.166666666666667,10,0.431389092847958,0.16653551762758337,0.1665355176275834,8,0.10872645221680785,0.4534591204159982,0.1109231823016623,3.081062931057444,0.04366198654485607,35.949435916412426,0.2609131968049704,0.07084032352858045,1.9025611078752525,0.04808901835563786,31.598468197617798
103_203_50_1_20250113_153852_butter_board_guesser_cam02.mp4_segment_2_Gesture_1.20_1.80,103,L,1,4,4,1.7399641999914572e-05,0.0,0.6,1,0.16,4.0,2,0.2531415714147281,0.18660982373782503,0.18660982373782503,2,0.08181446751894611,0.25450031220553865,0.1329880937483497,1.5561207196705056,0.1689920524981761,19.669265388335603,0.102386797872795,0.06679320853624823,0.6235133531637674,0.12852220207746123,8.167815737648878
103_203_51_1_20250113_153926_cologne_board_clueGiver_cam02.mp4_segment_1_Gesture_3.90_4.27,103,L,1,4,4,2.729102018755382e-05,0.0,0.36,1,0.16,4.0,1,0.16599655752719827,0.16599655752719827,0.16599655752719827,1,0.06042988402604159,0.17375688508001524,0.11409231866667141,0.9879298180625306,0.2948289186990417,19.25548703382335,0.06021016892337474,0.04379222846625301,0.3095199169258679,0.20490560008628644,4.970842758997058
103_203_51_1_20250113_153926_cologne_board_clueGiver_cam02.mp4_segment_2_Gesture_7.27_31.40,103,R,3,4,4,0.023255344139721277,5.0,24.12,29,15.76,13.586206896551724,35,0.8121795735576887,0.27492820698157366,0.27492820698157366,35,0.12290468272767414,0.8866030870271873,0.1277525660545713,5.626806895335205,0.009713327007063835,85.34194262681024,0.5567947639892262,0.06536134098757831,5.084157315899913,0.007328105267200628,61.70035472622098
103_203_51_1_20250113_153926_cologne_board_clueGiver_cam02.mp4_segment_3_Gesture_1.60_32.43,103,R,3,4,4,0.027540010049071622,5.0,30.8,42,21.08,12.547619047619047,48,0.8158126276214219,0.2291294848599327,0.22912948485993279,44,0.12513558701954036,0.8867784401150934,0.11734238407675017,5.54687921583743,0.01025205480075118,82.6632748276623,0.5578171756272908,0.06480541744207885,5.029945248036165,0.00841614703177367,59.79538545674228
103_203_51_1_20250113_153926_cologne_board_guesser_cam02.mp4_segment_1_Gesture_1.23_2.40,103,R,2,2,2,0.0047079408513333075,2.4529921675638056,1.16,1,0.12,3.0,3,0.9545525445448205,0.4543859325405832,0.4543859325405832,3,0.16865605405064008,1.0339576775557595,0.3107206156686647,6.208699471289851,0.19605277236626148,94.31355678152119,0.23822614196494246,0.10621341928220088,1.9123536548140598,0.15805733559774185,30.138678015790873
103_203_51_1_20250113_153926_cologne_board_guesser_cam02.mp4_segment_2_Gesture_1.23_1.83,103,R,1,2,2,0.00013644822432793427,2.4600449200193,0.56,1,0.12,3.0,2,0.3615719121150349,0.3050662371359779,0.3050662371359779,2,0.10061335804253901,0.3698230214054531,0.21357198986484577,2.893692618757903,0.5342030381375109,39.01024144137384,0.12128465107580093,0.07799055571973997,0.7089407256432935,0.23119941711284994,11.53985034496199
103_203_52_1_20250113_154037_zipper_board_clueGiver_cam02.mp4_segment_10_Gesture_17.97_39.37,103,R,2,4,4,0.017556882577558712,5.0,21.4,30,8.32,6.933333333333334,42,0.6469141359865908,0.2417803294029589,0.2417803294029589,38,0.13102585157613958,0.6682813683034586,0.15555443554210086,4.164954355055625,0.023244908296780886,57.49701358616577,0.3135587048847085,0.08087191346254602,1.8928237282400793,0.006431952977268465,26.157174252302188
103_203_52_1_20250113_154037_zipper_board_clueGiver_cam02.mp4_segment_11_Gesture_39.93_55.07,103,R,2,4,4,0.018622918339866446,5.0,15.12,20,7.16,8.95,29,0.6834359900128789,0.24702343980386254,0.24702343980386254,28,0.14512068498781241,0.6971571179397167,0.1501319406050368,4.43931739717805,0.03648133805261187,56.229623525261516,0.4361027488899435,0.09233228991137843,2.318600335547124,0.017461964601562165,28.875920898653643
103_203_52_1_20250113_154037_zipper_board_clueGiver_cam02.mp4_segment_12_Gesture_56.63_61.80,103,R,2,4,2,0.005683356446812178,2.913306557272562,5.16,6,1.96,8.166666666666666,10,0.5073594346198975,0.22863993406238725,0.22863993406238725,8,0.13563807381489557,0.5118003175165262,0.14782531347384642,2.902729927338396,0.02789306600098472,38.194858517097494,0.31064468610579654,0.07784377352758706,2.174283829471136,0.021505951442872238,27.261400630453867
103_203_52_1_20250113_154037_zipper_board_clueGiver_cam02.mp4_segment_13_Gesture_63.63_63.77,103,R,1,2,2,2.646883659981613e-06,2.498981571031665,0.12,0,0.0,0.0,1,0.04835712819248643,0.04835712819248643,0.04835712819248643,1,0.019597224639117033,0.048367800461715744,0.048357128192486436,0.000337024763302209,0.000337024763302209,0.0,0.019602489726565423,0.019597224639117037,0.0001656943921253468,0.0001656943921253468,0.0
103_203_52_1_20250113_154037_zipper_board_clueGiver_cam02.mp4_segment_14_Gesture_65.70_65.83,103,L,2,4,4,1.2974911426147464e-06,0.0,0.12,0,0.0,0.0,1,0.02696702653306739,0.02696702653306739,0.02696702653306739,1,0.015480284416078013,0.026979107268284935,0.02696702653306739,0.00031405672139344623,0.00031405672139344623,0.0,0.015484395014866337,0.015480284416078011,0.00010769227235222103,0.0001076922723522068,5.421010862427522e-16
103_203_52_1_20250113_154037_zipper_board_clueGiver_cam02.mp4_segment_15_Gesture_66.47_67.10,103,R,1,2,2,1.7212347424790473e-06,2.5239337835103717,0.6,2,0.4,5.0,2,0.09445886088864588,0.0925595691651665,0.0925595691651665,2,0.058497089704655836,0.10238993706862436,0.06265994011169204,1.0656126444217515,0.08244595456121659,12.202434241891444,0.06400568928683739,0.03919473527044747,0.5847443062505263,0.07046364075339462,6.29534073158505
103_203_52_1_20250113_154037_zipper_board_clueGiver_cam02.mp4_segment_16_Gesture_68.20_69.73,103,R,1,2,2,5.8560516868146544e-05,2.517211634860739,1.52,3,0.64,5.333333333333333,4,0.2655535975349712,0.20265791087629037,0.20265791087629037,4,0.1001738910277358,0.27693405479916366,0.13157781287871173,1.86394061252386,0.22376721485023468,23.962641189976363,0.12854894657642482,0.059544911117384434,1.0001455597075197,0.12110823715549969,14.35780118691909
103_203_52_1_20250113_154037_zipper_board_clueGiver_cam02.mp4_segment_1_Gesture_1.97_2.27,103,R,1,2,2,1.621760252661105e-06,2.4811139134001974,0.28,1,0.16,4.0,1,0.06696202782340083,0.06696202782340083,0.06696202782340083,1,0.062159877128334415,0.06755088586282368,0.04201349455907094,0.485853074148519,0.10899265065493342,8.52705652180385,0.06274380131570687,0.03643645620803123,0.49166844819982747,0.1390324962553176,8.569043262188988
103_203_52_1_20250113_154037_zipper_board_clueGiver_cam02.mp4_segment_2_Gesture_4.23_34.20,103,R,3,4,4,0.021143379745971292,5.0,29.96,36,12.4,8.61111111111111,56,0.9880598812470496,0.2643560921551146,0.2643560921551145,50,0.1470248768756784,0.9899738823595851,0.16085151310519716,5.564917066020903,0.026414645943448445,67.25204147455895,0.5327585659396699,0.08401136259700502,2.9449705190368602,0.021072571647576036,34.167156282188124
103_203_52_1_20250113_154037_zipper_board_clueGiver_cam02.mp4_segment_3_Gesture_34.93_55.70,103,R,2,4,4,0.020531264390124915,5.0,20.76,25,8.88,8.88,41,0.6836003344567225,0.21825298013302966,0.21825298013302966,33,0.14001632490541596,0.7012019615376553,0.13599118895751797,4.649661736791688,0.009049653523215795,58.280132778161295,0.41975148534265644,0.08060865517297819,2.2455841323685357,0.012840140187435092,25.037319036188286
103_203_52_1_20250113_154037_zipper_board_clueGiver_cam02.mp4_segment_4_Gesture_57.10_63.53,103,R,2,4,2,0.005951235930425504,2.922991990935743,6.4,10,3.16,7.9,10,0.5155831901544178,0.24072763231914934,0.24072763231914932,12,0.12196509886548222,0.5204437130608971,0.13661236732678878,2.910549243124464,0.013190712489854053,37.66569300990895,0.279186966543534,0.0732909235607105,2.0303432519542057,0.02910316151641482,24.963124878292774
103_203_52_1_20250113_154037_zipper_board_clueGiver_cam02.mp4_segment_5_Gesture_64.07_64.47,103,L,2,4,4,2.548271178736271e-06,0.0,0.4,1,0.32,8.0,1,0.062425831856627374,0.062425831856627374,0.062425831856627374,1,0.03717487761187221,0.06208556488496294,0.02920477734727543,0.6353860516694759,0.0896773290442217,10.051778434212094,0.037439358781359205,0.02216558479769349,0.3009088339886038,0.0968907079315162,4.303982884194516
103_203_52_1_20250113_154037_zipper_board_clueGiver_cam02.mp4_segment_6_Gesture_66.23_66.93,103,L,2,4,4,1.097454931920517e-05,0.0,0.68,1,0.56,14.0,1,0.12429904226984104,0.12429904226984104,0.12429904226984104,2,0.05593639442935591,0.12585030966748864,0.0407093553144482,0.9694302782102799,0.059146971443730274,16.43921508551483,0.08929146682546703,0.030808341882676026,0.6810028582655411,0.06042034504329064,11.468078284089476
103_203_52_1_20250113_154037_zipper_board_clueGiver_cam02.mp4_segment_7_Gesture_2.77_3.10,103,L,1,4,4,3.939144878739847e-06,0.0,0.32,0,0.0,0.0,1,0.09387644401921165,0.09387644401921165,0.09387644401921165,1,0.032484566205273985,0.09309929273257841,0.0672692326015675,0.5434900467878125,0.36278323448734856,8.863015871766498,0.032312709502832174,0.026600741186747982,0.3268872007282155,0.14458912131042911,4.341824076256285
103_203_52_1_20250113_154037_zipper_board_clueGiver_cam02.mp4_segment_8_Gesture_3.97_5.63,103,R,2,4,2,0.00043643404628901,2.7079875642595987,1.64,2,0.84,10.5,3,0.5167703920588598,0.28481774819154276,0.28481774819154276,3,0.13266717766459066,0.5181707360692842,0.13958677203195577,4.237443374097157,0.05453296562060725,63.491914660327424,0.23424538454929822,0.06120728677239329,1.598001276256046,0.036351221881567926,24.774094410984606
103_203_52_1_20250113_154037_zipper_board_clueGiver_cam02.mp4_segment_9_Gesture_6.70_16.97,103,R,3,4,4,0.011710445054233505,5.0,10.24,9,5.2,14.444444444444445,17,1.0235495547771731,0.28523253507420987,0.28523253507420987,16,0.16902026965648814,1.0319985923930475,0.15944815910813587,5.438180023270676,0.029017889811066518,62.14419460294684,0.5388919840181506,0.08662840788764924,2.873046098819657,0.032523417412139564,32.52861558687012
103_203_52_1_20250113_154037_zipper_board_guesser_cam02.mp4_segment_10_Gesture_32.50_33.43,103,L,1,4,4,0.000295480488623587,0.0,0.92,0,0.0,0.0,1,0.2506177767264334,0.2506177767264334,0.2506177767264334,2,0.1760194327592662,0.26547412014105276,0.16976093434447434,1.7606815330129648,0.42024431992106537,16.881480809905113,0.21117176861060266,0.11406304085697724,1.492187798491888,0.13549193663945466,18.39010832815311
