onset,offset,pair,trial
16.75727386411443,17.17760682057215,103_203,21
20.282065941838454,20.90656062000421,103_203,21
20.96660818521245,21.056679533024823,103_203,21
21.240825399663443,21.40895858224653,103_203,21
21.428974437315947,21.477012489482547,103_203,21
21.479014074989486,21.72120592132941,103_203,21
21.739220190891885,21.76123763146824,103_203,21
21.767242387989064,22.387733895140936,103_203,21
22.561871834244847,22.58989403134203,103_203,21
22.619917813946152,23.116311019667652,103_203,21
25.816449868531766,25.87449584823307,103_203,21
26.40491600757257,26.434939790176696,103_203,21
26.67312846550274,26.759196642301223,103_203,21
26.881293358224653,27.565835601598657,103_203,21
28.18632710875053,28.230361989903248,103_203,21
28.240369917437953,28.432522126104338,103_203,21
29.018986679638203,29.28119438104754,103_203,21
29.549406838977706,30.161892004101812,103_203,21
30.273980792490537,30.39407592290703,103_203,21
32.62184059213295,32.920076832667235,103_203,21
32.98212598338242,33.296374907972236,103_203,21
33.466509676062266,33.608622247055116,103_203,21
33.65065554270089,34.01894727597813,103_203,21
34.405253278817845,34.57338646140093,103_203,21
34.98170990481701,35.15584784392092,103_203,21
35.167857356962564,35.28194773085823,103_203,21
35.289954072886005,36.11060413073202,103_203,21
37.0253287074043,37.20146823201516,103_203,21
37.70186460875053,37.91203108697939,103_203,21
38.390410023138415,38.4764781999369,103_203,21
38.69865419120741,39.008899944783344,103_203,21
39.08496019404713,39.40521387515777,103_203,21
39.48527729543543,40.00368794173328,103_203,21
40.051725993899886,40.159811611274726,103_203,21
40.16181319678167,40.21985917648297,103_203,21
41.048515576356756,41.464845361800606,103_203,21
41.514884999474134,41.73706099074464,103_203,21
41.80511489798065,42.00527344867481,103_203,21
42.09534479648717,42.30751286022298,103_203,21
42.32552712978545,42.50566982541019,103_203,21
42.57572531815314,42.597742758729495,103_203,21
42.61375544278503,43.30830561369374,103_203,21
43.812705161443,44.01086212663021,103_203,21
44.825507427955415,44.97162316996214,103_203,21
45.2878736800589,45.42197990902399,103_203,21
2.152416999990013,2.4347340204538193,103_203,23
2.7190532892897092,3.40582448091443,103_203,23
4.653225216722595,4.685261190675935,103_203,23
4.697274680908437,4.951560224163072,103_203,23
7.188071655780601,7.5925258269415155,103_203,23
14.254006160864096,14.47625573016539,103_203,23
14.666469325513345,14.994838058535075,103_203,23
15.851800361786914,16.43445463806328,103_203,23
17.213329254803853,17.57173171340684,103_203,23
17.978188132939838,18.054273571079026,103_203,23
18.12435226410195,18.23047142782239,103_203,23
18.39665804270534,18.795105468750002,103_203,23
19.015352789679213,19.68410374595518,103_203,23
20.77532910874081,21.476116038970122,103_203,23
22.25298840733861,22.913730370126242,103_203,23
22.97179557291667,23.05188550780002,103_203,23
23.065901246404604,23.1159574557067,103_203,23
23.1279709459392,23.186036148729627,103_203,23
23.312177796170904,23.37024299896133,103_203,23
23.56245884268137,23.6205240454718,103_203,23
23.724640960820157,24.03699170686521,103_203,23
24.763807865931607,25.170264285464608,103_203,23
25.324437410115056,25.63278365941595,103_203,23
25.706866849183047,26.14736149104147,103_203,23
27.661061260336773,27.915346803591405,103_203,23
28.10556039893936,28.39388416451942,103_203,23
28.744277629634073,29.268866703120008,103_203,23
29.653298390560085,29.723377083583017,103_203,23
29.85352322776846,30.015705345907243,103_203,23
30.197909947766863,30.360092065905643,103_203,23
30.91471486497284,31.120946447297463,103_203,23
31.122948695669546,31.207043127297062,103_203,23
31.731632200783,31.96789750868888,103_203,23
31.98591774403764,32.13608637194392,103_203,23
1.836598557692308,1.8988221153846156,103_203,24
1.9951682692307693,2.2842067307692306,103_203,24
2.89640625,3.456418269230769,103_203,24
5.060180288461538,5.134447115384615,103_203,24
5.266923076923077,5.742632211538462,103_203,24
6.200276442307692,6.451177884615385,103_203,24
6.459206730769232,6.491322115384615,103_203,24
7.079435096153846,7.286177884615385,103_203,24
7.685612980769231,7.78998798076923,103_203,24
7.964615384615384,8.010781249999999,103_203,24
8.012788461538461,8.097091346153846,103_203,24
8.275733173076922,8.37609375,103_203,24
8.53265625,8.807644230769231,103_203,24
8.930084134615385,9.032451923076923,103_203,24
9.423858173076923,9.58844951923077,103_203,24
1.2956558792575583,1.8283366580558742,103_203,25
4.6819836873325675,4.740057907577497,103_203,25
4.844190992154611,5.068477635859165,103_203,25
5.214664466130884,5.350838499808649,103_203,25
5.487012533486414,5.56711490623804,103_203,25
5.745342685610409,6.099795685036356,103_203,25
6.5623868876769995,6.672527650210486,103_203,25
6.766647938193647,6.89881685323383,103_203,25
6.904824531190203,6.9268526836969,103_203,25
7.040998564867968,7.10708302238806,103_203,25
7.185182835820895,7.327364547455032,103_203,25
7.417479716800612,7.890083716035207,103_203,25
8.735163748564867,9.223788222349787,103_203,25
10.038829865097588,10.541472254114044,103_203,25
10.62357718618446,10.958004592422503,103_203,25
10.996053219479522,11.52272632032147,103_203,25
11.73299504879449,11.765035997895138,103_203,25
11.779053913126674,12.043391743207039,103_203,25
13.345055300420972,13.689495503252964,103_203,25
13.753577401454267,14.003897316303101,103_203,25
14.682764925373133,15.09328958572522,103_203,25
15.09529214504401,15.131338212782241,103_203,25
15.39567604286261,15.802195584577113,103_203,25
15.832233974358973,16.352899397244546,103_203,25
16.99171581993877,17.27607924320704,103_203,25
17.296104836394946,17.434281429391504,103_203,25
17.8428035304248,18.10113368254879,103_203,25
18.17723093666284,18.261338428052046,103_203,25
18.31140241102181,18.473609715843857,103_203,25
18.48762763107539,18.733942427286642,103_203,25
18.7860089695752,18.86410878300804,103_203,25
18.892144613471103,19.102413341944125,103_203,25
19.32669998564868,19.67915042575584,103_203,25
20.043616221775736,20.888696254305394,103_203,25
20.99082677956372,21.14302128779181,103_203,25
21.17706479621125,21.44941286356678,103_203,25
24.991940298507462,25.096073383084573,103_203,25
25.22623973880597,25.276303721775736,103_203,25
25.49658524684271,25.612733687332568,103_203,25
25.73889492441638,25.788958907386142,103_203,25
25.935145737657866,26.253552669345577,103_203,25
27.300891193073095,27.65334163318025,103_203,25
27.7714926329889,27.89364875143513,103_203,25
27.977756242824338,28.16199170015308,103_203,25
28.180014734022198,28.276137581324146,103_203,25
3.2317428237562686,3.647967286506302,103_203,26
3.649968365654139,3.6839867111673628,103_203,26
4.026171245447438,4.096209015621723,103_203,26
4.560459377919837,5.250831683923499,103_203,26
5.961214781405526,6.229359387215643,103_203,26
7.65612881962321,7.702153640023454,103_203,26
7.724165510649658,7.910265871398471,103_203,26
7.914268029694143,7.952288533503041,103_203,26
10.197499337375815,10.455638547446751,103_203,26
10.587709771203974,10.757801498770093,103_203,26
11.200039990442004,11.57224071193963,103_203,26
11.712316252288199,11.9904662538375,103_203,26
13.877483890247506,14.227672741118928,103_203,26
14.579862671138187,14.685919865973533,103_203,26
14.779970585921856,14.846006197800468,103_203,26
14.954064471783651,14.970073104966344,103_203,26
15.072128141506017,15.212203681854584,103_203,26
15.338271668168296,15.65044001523082,103_203,26
16.462878149252525,16.562932106644357,103_203,26
16.745030309097494,16.84508426648933,103_203,26
16.877101532854716,16.93513282814198,103_203,26
16.99116304428141,17.1052245557081,103_203,26
17.297328153900423,17.345354053448506,103_203,26
19.49051089992945,20.084831406836948,103_203,26
21.09737745564232,21.563628897088268,103_203,26
22.494130700832333,22.620198687146043,103_203,26
22.750268831755427,22.94837566739126,103_203,26
23.638747973394928,23.896887183465857,103_203,26
24.35113215002479,24.627281072426253,103_203,26
24.65129402220029,24.733338267261598,103_203,26
26.33019942723528,26.39823611826173,103_203,26
26.440258780366303,26.8925026677774,103_203,26
27.020571733238945,27.79298828430391,103_203,26
29.83609009424518,30.6005023287188,103_203,26
30.60650556616231,30.63452067423202,103_203,26
30.76459081884141,31.020728949764507,103_203,26
32.27140341716244,32.47151133194611,103_203,26
33.13586960902789,33.61212644621303,103_203,26
34.40855594705204,34.60466170354003,103_203,26
34.72872861070591,34.80877177661937,103_203,26
35.00287645395954,35.168966023229984,103_203,26
35.32505019676125,35.63121530638026,103_203,26
35.77729408417234,35.969397682364665,103_203,26
36.085460272939194,36.19551962607021,103_203,26
36.32959192897527,36.72180344195126,103_203,26
36.83586495337796,37.10200848004023,103_203,26
37.214068912319085,37.74835704479149,103_203,26
40.63791533426768,40.73596821251168,103_203,26
41.342295194306196,41.8985951974048,103_203,26
43.23531606815972,44.191831900825655,103_203,26
44.20583945486052,44.25986859185211,103_203,26
44.263870750147774,44.33791067861774,103_203,26
44.33991175776557,44.714113558411036,103_203,26
44.76614161625479,44.830176148985565,103_203,26
44.8321772281334,44.878202048533645,103_203,26
44.88020312768148,45.082312121612986,103_203,26
45.7206563697729,46.15489054485346,103_203,26
47.1114063775194,47.41356932884274,103_203,26
47.50561896964323,47.609675085330736,103_203,26
47.80578084181873,48.598208184362065,103_203,26
48.7142707749366,48.94639595608565,103_203,26
49.03844559688614,49.29858588610491,103_203,26
49.4286560307143,49.8869031555689,103_203,26
50.58928193645959,50.71935208106897,103_203,26
50.74736718913869,50.76337582232138,103_203,26
52.61837619236599,52.76245389101024,103_203,26
52.818484107149665,53.2407118073432,103_203,26
53.366779793656924,53.79701181044181,103_203,26
55.49792908610301,55.97618700243598,103_203,26
56.27634887461148,56.57050750934348,103_203,26
56.63454204207425,56.71058304969205,103_203,26
56.88667801470169,56.97472549720649,103_203,26
57.132810749885586,57.292897081712525,103_203,26
57.312907873190895,57.42096614717407,103_203,26
57.683107515540684,57.71312370275823,103_203,26
57.75714744401064,57.89522190521137,103_203,26
58.007282337490224,58.20138701483039,103_203,26
58.50354996615373,58.72767083071144,103_203,26
58.86774637106001,59.147897451757146,103_203,26
59.199925509600895,59.22393845937494,103_203,26
59.52810248984612,59.790243858212726,103_203,26
59.81025464969109,59.94032479430048,103_203,26
60.00435932703125,60.068393859762025,103_203,26
60.11842083845794,60.23448342903247,103_203,26
60.33253630727647,60.36255249449402,103_203,26
60.36455357364186,60.65270897093034,103_203,26
61.23102084465515,62.5697427945579,103_203,26
62.58775250688843,62.68780646428026,103_203,26
62.75184099701104,63.57628560591976,103_203,26
63.68634495905078,63.94048201082604,103_203,26
63.98650683122628,64.2166309332275,103_203,26
64.53680359688137,65.63539604904372,103_203,26
65.76946835194877,66.00359461224568,103_203,26
67.51440936886239,68.21078491230955,103_203,26
68.23279678293575,68.3548626109538,103_203,26
68.35686369010163,68.42289930198024,103_203,26
68.42490038112808,68.99520793826154,103_203,26
69.09926405394904,69.13328239946227,103_203,26
69.13928563690578,69.48547232948152,103_203,26
0.4486231582969171,0.5848123313513384,103_203,27
0.6128512787448958,0.6489013539651837,103_203,27
1.0114048881247462,1.0614744370418128,103_203,27
1.1916552642261862,1.2657581966234448,103_203,27
1.636272858609738,1.6863424075268045,103_203,27
1.7704592497074765,1.8966345129784845,103_203,27
2.1610017312605962,2.2371074456145372,103_203,27
2.435382859326121,2.948095040236884,103_203,27
5.075049478233875,5.760000907419347,103_203,27
6.180585118322706,6.280724216156839,103_203,27
6.362838276380829,6.527066396828808,103_203,27
6.957664517515581,7.296134668194951,103_203,27
7.436329405162738,7.824869104759175,103_203,27
8.920390835064593,10.21819354299496,103_203,27
10.256246400171932,10.350377152136016,103_203,27
10.400446701053085,10.596719332807984,103_203,27
12.89991858299305,13.729070313059674,103_203,27
14.209737982663512,14.241782493970435,103_203,27
14.263813095493946,14.656358359003749,103_203,27
14.668375050743844,14.73246407335769,103_203,27
14.834605953148506,14.984814599899705,103_203,27
15.253187382095183,15.441448886023354,103_203,27
15.693799412565369,16.068319638465027,103_203,27
16.599056856985932,17.051685579196217,103_203,27
17.265983248561263,17.44423084270602,103_203,27
17.622478436850777,17.99299309883707,103_203,27
18.003007008620482,18.225315805812258,103_203,27
18.796108663466818,19.457026709172098,103_203,27
20.53852896578074,20.682729266661887,103_203,27
21.600003402822555,22.002562576115764,103_203,27
22.078668290469707,22.228876937220903,103_203,27
22.2989743057048,22.543313704420086,103_203,27
23.31438475774291,23.52868242710796,103_203,27
23.606790923418583,23.977305585404878,103_203,27
25.15494137593428,25.335191752035723,103_203,27
25.353216789645867,25.445344759653267,103_203,27
25.76979543663586,26.044176564701385,103_203,27
1.4452478418308226,2.104729866743916,103_203,28
4.979189513325608,5.6527030706836605,103_203,28
6.406396813441482,6.5266670915411344,103_203,28
6.582793221320973,6.787252694090381,103_203,28
8.342748290845885,8.577275333140207,103_203,28
8.703559125144842,8.801779852259559,103_203,28
8.833851926419465,9.304910515643103,103_203,28
10.297140309965236,10.419415092699884,103_203,28
10.591802491309384,10.864415121668596,103_203,28
11.445721465816916,11.588041294901505,103_203,28
12.65443776071842,12.927050391077632,103_203,28
13.281847711471608,13.39209546639629,103_203,28
13.468266642526071,14.029527940324447,103_203,28
14.242005431633833,14.632883835457703,103_203,28
14.899482951911933,15.051825304171492,103_203,28
15.164077563731167,15.216194684241017,103_203,28
15.635136152954805,15.881690223059092,103_203,28
1.2766899178340516,1.7997920662715514,103_203,29
3.7639304014008617,3.826061307920258,103_203,29
4.038508923760776,4.535556175915947,103_203,29
5.928491015624999,6.309293345905171,103_203,29
6.565833863146551,6.896530623653017,103_203,29
6.920581297144396,6.960665752963361,103_203,29
6.974695312499999,6.994737540409481,103_203,29
7.002754431573274,7.207185156249999,103_203,29
8.515942638739222,8.716364917834051,103_203,29
8.736407145743533,8.768474710398706,103_203,29
10.490102087823274,10.512148538523705,103_203,29
10.536199212015084,11.029238018588359,103_203,29
11.071326697198275,11.1595125,103_203,29
11.728711772629307,11.748754000538792,103_203,29
11.800863793103446,12.167636563846981,103_203,29
12.35603350619612,12.40213063038793,103_203,29
12.428185526670257,12.500337547144396,103_203,29
12.762890732758619,12.821013193696121,103_203,29
12.955296120689653,13.279980212823272,103_203,29
13.354136456088359,13.648757206357756,103_203,29
15.650975774515084,16.336419969019396,103_203,29
16.406567766702583,16.43262266298491,103_203,29
16.63104071928879,16.773340537446117,103_203,29
1.2714460495963094,1.7507451124567477,103_203,30
2.9098867791234144,3.116446626297578,103_203,30
3.204685784313726,3.246799927912342,103_203,30
3.383169535755479,3.437316291810842,103_203,30
3.4393217272203005,3.5014902249134954,103_203,30
3.5776967704728952,3.8143381487889276,103_203,30
4.5884362168396775,5.192072275086506,103_203,30
5.344485366205307,5.655327854671281,103_203,30
5.843838783160324,5.899990974625145,103_203,30
5.980208391003461,6.104545386389851,103_203,30
6.196795415224914,6.631974899077279,103_203,30
7.0471000288350645,7.4301381920415235,103_203,30
7.432143627450981,7.466236029411766,103_203,30
7.582551283160324,7.7389752450980405,103_203,30
8.476975475778548,8.78982339965398,103_203,30
8.920176701268744,9.37340510380623,103_203,30
9.932921583044985,10.366095631487891,103_203,30
10.420242387543254,10.77720989042676,103_203,30
11.003824091695503,11.176291536908883,103_203,30
11.196345891003462,11.208378503460208,103_203,30
11.441009010957325,11.795971078431373,103_203,30
12.000525490196079,12.197058160322952,103_203,30
12.245188610149944,12.517927825836216,103_203,30
12.69641157727797,12.796683347750866,103_203,30
1.518608129208177,1.5426494188526336,103_203,31
1.5586769452822715,2.0555302646010416,103_203,31
2.191764239252963,2.408135846053072,103_203,31
2.426166813286415,2.4502081029308713,103_203,31
2.608479926423544,3.2836394772720348,103_203,31
4.4596592290467045,4.758171908798708,103_203,31
6.082446280047527,6.2146733730920385,103_203,31
6.30883509086616,6.370941755781007,103_203,31
6.38095895979953,6.398989927032873,103_203,31
6.405000249443987,6.445069065518081,103_203,31
6.475120677573652,6.617364974636687,103_203,31
6.655430349907077,6.673461317140419,103_203,31
6.857777871081254,7.032077221003564,103_203,31
7.394700006474118,7.566995915592724,103_203,31
7.699223008637236,7.931622141866983,103_203,31
9.726705101986411,10.105355413886603,103_203,31
11.165175599046401,11.435640107546536,103_203,31
11.439646989153944,11.499750213265088,103_203,31
11.529801825320659,11.678056444794807,103_203,31
11.774221603372634,12.27708524510252,103_203,31
12.291109330728451,12.721849103524967,103_203,31
12.918186302288028,12.988306730417696,103_203,31
12.996320493632513,13.078461566584409,103_203,31
13.136561349891844,13.415039621606798,103_203,31
15.04183355421503,15.324318707537396,103_203,31
15.456545800581909,15.560724722374555,103_203,31
15.652882999344968,16.08161933133778,103_203,31
16.117681265804464,16.766796086204796,103_203,31
16.820888987904823,16.923064468893763,103_203,31
16.98517113380861,17.191525536590195,103_203,31
17.668344447871917,17.71642702716083,103_203,31
17.80057154091643,18.00492250289431,103_203,31
18.02095002932395,18.09107045745361,103_203,31
18.18723561603144,18.341500557916703,103_203,31
18.39158657800932,18.68809581695762,103_203,31
18.770236889909516,18.868405489291046,103_203,31
18.97258441108369,19.028680753587427,103_203,31
19.07876677368004,19.221011070743078,103_203,31
19.82204331185449,19.962284168113822,103_203,31
19.96428760891753,20.03440803704719,103_203,31
20.31689319036956,20.595371462084508,103_203,31
1.2509859381035149,1.763849948097721,103_203,32
3.2943970524333723,3.4814415737253763,103_203,32
3.5176437391367323,3.6041266898416375,103_203,32
3.6081491526651215,3.628261466782541,103_203,32
4.72036012335844,4.794775685592892,103_203,32
4.865168785003863,4.939584347238315,103_203,32
5.428313580291618,5.506751605349556,103_203,32
