time,envelope_change,sway_speed,sway_lean
0.0,7.134828000420406e-05,4.933799322133799,1.4436858237547765
0.002,0.0001824090739823,3.8972435657972264,1.5288041187739339
0.004,0.0002933948909573,3.06070914174323,1.635220931201054
0.006,0.0004032116894272,2.401965184897354,1.756546705813748
0.008,0.0005109098220461,1.8998428478359908,1.8870004164584264
0.01,0.0006156780166768,1.5342353007863814,2.0214095660502975
0.012,0.0007168238096322,1.2860977316266147,2.15521018657337
0.014,0.0008137543333825,1.1374473458856276,2.2844468390804504
0.016,0.0009059582429741,1.0713633667432054,2.405772613693144
0.018,0.0009929895892427,1.071987035029982,2.516449129601857
0.02,0.0010744542370314,1.1245216092274397,2.614346535065792
0.022,0.0011499991473088,1.2152323654679096,2.6979435074129516
0.024,0.0012193047118748,1.3314465975349776,2.7663272530409957
0.026,0.0012820802873902,1.5410871258819803,2.8186571436512633
0.028,0.0013380629759361,1.739320434921966,2.8548961213846296
0.03,0.0013870195914344,1.9009127103120986,2.876506996502633
0.032,0.0014287517232813,2.005876456216956,2.88581076128691
0.034,0.0014631037640499,2.042588879866254,2.8858110528078162
0.036,0.0014899736157188,2.0112206584214114,2.8799484008004845
0.038,0.0015093255828748,1.9274750881509655,2.8717842606483357
0.04,0.0015212047543221,1.82663761591483,2.864614831474032
0.042,0.0015257519667995,1.767935752957402,2.8610146593378762
0.044,0.001523218226829,1.7477093710094807,2.862310025543662
0.046,0.0015139772470621,1.7480652937425587,2.8679821200519653
0.048,0.0014985345673682,1.7547500000005427,2.875000000000882
0.05,0.0014775315988833,1.7382291666672045,2.877083333334216
0.052,0.001451742850798,1.7217083333338659,2.8791666666675497
0.054,0.0014220646723852,1.7051875000005272,2.881250000000884
0.056,0.0013894943288249,1.688666666667189,2.883333333334218
0.058,0.0013550992372591,1.6721458333338504,2.885416666667551
0.06,0.0013199773732867,1.6556250000005122,2.8875000000008852
0.062,0.0012852108212635,1.639104166667174,2.889583333334219
0.064,0.001251815024821,1.6225833333338353,2.891666666667553
0.066,0.0012206862085467,1.6060625000004967,2.893750000000887
0.068,0.0011925486511603,1.5895416666671582,2.8958333333342203
0.07,0.00116790663069,1.5730208333338198,2.8979166666675544
0.072,0.0011470158922165,1.5565000000004812,2.9000000000008885
0.074,0.0011298899671765,1.539979166667143,2.9020833333342226
0.076,0.0011163369034715,1.5234583333338043,2.9041666666675563
0.078,0.0011060068951345,1.506937500000466,2.90625000000089
0.08,0.0010984374224236,1.4904166666671277,2.9083333333342236
0.082,0.0010930928348153,1.473895833333789,2.9104166666675577
0.084,0.0010893983767403,1.4573750000004506,2.9125000000008914
0.086,0.0010867687778238,1.4408541666671122,2.9145833333342255
0.088,0.0010846316614255,1.4243333333337738,2.9166666666675596
0.09,0.0010824461644981,1.4078125000004353,2.9187500000008932
0.092,0.00107971725042,1.391291666667097,2.9208333333342273
0.094,0.0010760061555625,1.3747708333337585,2.922916666667561
0.096,0.0010709373074482,1.35825000000042,2.9250000000008947
0.098,0.0010642020460048,1.34609813446493,2.9272363619786366
0.1,0.0010555595793549,1.3327547322572997,2.9294309888715397
0.102,0.0010448356748786,1.3155362455680992,2.9314898860102723
0.104,0.0010319195677045,1.2939833283758952,2.9333969642172013
0.106,0.0010167595237252,1.2692702487054053,2.9351933537208623
0.108,0.0009993574360039,1.2436764680163765,2.936958895553121
0.11,0.0009797627315277,1.2201203877231825,2.9387958104290175
0.112,0.00095806575901,1.2017552628451398,2.940814545109297
0.114,0.0009343908020364,1.1916272827875465,2.943121796245634
0.116,0.0009088889322467,1.1923958192534407,2.945810711708538
0.118,0.0008817310091325,1.2061158412860793,2.9489532693979488
0.12,0.0008531011716241,1.2340824974421372,2.9525948335365158
0.122,0.000823191124868,1.2767378650956251,2.956750888445571
0.124,0.0007921954009597,1.333639866872532,2.9614059498037824
0.126,0.0007603076222408,1.4024848703628718,2.966544757384122
0.128,0.0007277177196364,1.4825014314276026,2.9720570191104043
0.13,0.0006946100466442,1.571649618643546,2.977831096357497
0.132,0.0006611622747057,1.6669892729235782,2.9837571273896035
0.134,0.0006275448428835,1.7650960842996666,2.9897327566384737
0.136,0.0005939206621715,1.8625254858687534,2.995671469821567
0.138,0.0005604448251816,1.9563243649014883,3.001513534900142
0.14,0.0005272642379019,2.0445905911138063,3.0072395488772834
0.142,0.0004945172530199,2.1270803621013536,3.0128865904358717
0.144,0.0004623334054892,2.205863365936762,3.0185669784164872
0.146,0.0004308332505592,2.2860257609297663,3.0244896361352493
0.148,0.0004001282326284,2.362899621618493,3.030510459057124
0.15,0.0003703205491633,2.4363829037869555,3.036632493278111
0.152,0.0003415030452717,2.5065776516511407,3.042852692702211
0.154,0.0003137591654463,2.5737828228750734,3.0491621332200496
0.156,0.0002871629130418,2.6384727636190073,3.055546655244754
0.158,0.0002617787425996,2.7012613336197404,3.0619879346050762
0.16,0.0002376613663442,2.762851681303061,3.0684649817957688
0.162,0.0002148555262433,2.8239716689283156,3.0749560695852094
0.164,0.0001933958134414,2.8852949477651055,3.0814410889802764
0.166,0.0001733065997248,2.9473476833021186,3.0879043335484706
0.168,0.0001546021060102,3.010400930488069,3.0943377120972935
0.17,0.0001372865938851,3.074348659004783,3.1007443897108695
0.172,0.0001213546437353,3.1385714285723996,3.107142857143822
0.174,0.0001067915097079,3.2017857142867046,3.1135714285723957
0.176,9.357359040660992e-05,3.26500000000101,3.1200000000009696
0.178,8.166905348457393e-05,3.3282142857153154,3.1264285714295434
0.18,7.103861463290865e-05,3.3914285714296204,3.132857142858117
0.182,6.16364194681281e-05,3.4561279552246864,3.139694545969159
0.184,5.3410916458889455e-05,3.520422312270454,3.146420449530438
0.186,4.630561529587165e-05,3.5833994518880683,3.1527837371646568
0.188,4.025970904160096e-05,3.6449032333307003,3.158741424987414
0.19,3.5208598407471286e-05,3.705332813394757,3.164403396612971
0.192,3.1084345397566365e-05,3.765463025861507,3.1699829555278316
0.194,2.7816043449092515e-05,3.8262858927690857,3.1757531948321454
0.196,2.5330086265406195e-05,3.888873267514912,3.1820091843489093
0.198,2.355037395146645e-05,3.9542606097884967,3.1890359751010013
0.2,2.23985725141366e-05,4.023351892334648,3.1970824211560105
0.202,2.179458802053392e-05,4.096845639547086,3.206340818838892
0.204,2.1657381509512495e-05,4.1751820978924385,3.2169323633124347
0.206,2.1906105059192567e-05,4.2585115381646474,3.2288984225255355
0.208,2.2461382760074653e-05,4.346683689569771,3.242197628529297
0.21,2.3246555762150392e-05,4.43925830564118,3.2567087861609307
0.212,2.4188828892780768e-05,4.530254683529791,3.2708287213591443
0.214,2.522033140958711e-05,4.620209444614986,3.28469336489353
0.216,2.627910926371813e-05,4.718054370292595,3.300679930687172
0.218,2.731006560809828e-05,4.826517435144949,3.319508288632539
0.22,2.826583983735337e-05,4.9437422606594,3.340674474727173
0.222,2.910755158240199e-05,5.064778377912098,3.3628498671159233
0.224,2.9805308898817143e-05,5.1829422992170455,3.3842460280397146
0.226,3.033842397116738e-05,5.291049398740419,3.4029452116908696
0.228,3.069534141987693e-05,5.382516602080134,3.4171965379749625
0.23,3.0873310870693046e-05,5.452335884810706,3.4256778321792227
0.232,3.0877820558268464e-05,5.493322406881752,3.426457853047979
0.234,3.072177135025699e-05,5.501425802204966,3.418454741763644
0.236,3.0424361191253612e-05,5.474545726303628,3.401107493186788
0.238,3.0009717407358376e-05,5.412682179177741,3.3744161073174115
0.24,2.9505392436358664e-05,5.317935505304022,3.3389415892949432
0.242,2.8940803328726992e-05,5.194356070770776,3.295765797936972
0.244,2.8345598583844147e-05,5.047643617547626,3.246411142816698
0.246,2.77479410734033e-05,4.884696294890119,3.192720129879127
0.248,2.7172776962885763e-05,4.713009367879187,3.136694755595978
0.25,2.6640333880811767e-05,4.539923603095492,3.0802957496593333
0.252,2.616537688795326e-05,4.371723331428616,3.025201666214005
0.254,2.5757545396492845e-05,4.212584188021144,2.9725278236286394
0.256,2.5422293940183715e-05,4.063370529347588,2.922505092805547
0.258,2.5161626515019116e-05,3.9202825274282,2.8741185340292583
0.26,2.497420210793196e-05,3.7733529411776363,2.824705882353815
0.262,2.485479353958636e-05,3.6211411764717063,2.7738823529420342
0.264,2.4793481329010165e-05,3.468929411765777,2.723058823530253
0.266,2.4775445982897902e-05,3.3167176470598476,2.6722352941184715
0.268,2.478197500571683e-05,3.1645058823539176,2.6214117647066906
0.27,2.4792328462085597e-05,3.012294117647989,2.5705882352949097
0.272,2.4785732661102158e-05,2.860082352942059,2.5197647058831287
0.274,2.474315215373055e-05,2.70787058823613,2.468941176471348
0.276,2.464875810406994e-05,2.5556588235302007,2.4181176470595664
0.278,2.449102479538824e-05,2.4034470588242716,2.367294117647786
0.28,2.4263401774822906e-05,2.2512352941183433,2.316470588236005
0.282,2.396458093051944e-05,2.0990235294124138,2.265647058824224
0.284,2.3598409676119336e-05,1.9468117647064849,2.214823529412443
0.286,2.317346858078933e-05,1.7972923597030583,2.1640000000006623
0.288,2.270234256533082e-05,1.6571764255132475,2.113176470588882
0.29,2.22006994520787e-05,1.5119076442175758,2.0623529411771004
0.292,2.1686343250772605e-05,1.354976042567372,2.0115294117653195
0.294,2.1178346482547368e-05,1.1860393924610002,1.9607058823535386
0.296,2.0696226441007285e-05,1.0092271742563224,1.9098823529417572
0.298,2.025905120056097e-05,0.9924457641770424,1.914514987604819
0.3,1.9884427448639748e-05,1.0065748165136228,1.9040232138838322
0.302,1.9587446503959607e-05,0.6496825089923832,1.7926343091584243
0.304,1.937973863168199e-05,0.16176816637859348,1.6403303357181516
0.306,1.926885108831796e-05,-0.2739367648118596,1.4937782557808448
0.308,1.925815786842173e-05,-0.5260995728196985,1.3873484157988414
0.31,1.934726991960789e-05,-0.5102290525200706,1.3441863369394587
0.312,1.953268183219313e-05,-0.18343019267095673,1.3773378117397028
0.314,1.980845260366056e-05,0.4610292214678406,1.4909273069352138
0.316,2.016686925826227e-05,1.3993400901451138,1.6813896724634505
0.318,2.0599065467322028e-05,2.5829615657580844,1.938755156641112
0.32,2.109554203743399e-05,3.9446187041216447,2.2479877275157953
0.322,2.164654970235116e-05,5.404488200367016,2.590376700391892
0.324,2.2242342378193916e-05,6.876572209469815,2.944981671530721
0.326,2.2873350612769625e-05,8.275260251407534,3.2901307580248993
0.328,2.3530325369483157e-05,9.522079200946433,3.6049721438469504
0.33,2.4204460907623005e-05,10.552631362057847,3.871078932072148
0.332,2.488747432858058e-05,11.313578681251547,4.074060891553768
0.334,2.55716589380948e-05,11.793006867869853,4.20538140268039
0.336,2.6249985834376408e-05,12.023058736077896,4.264138077816201
0.338,2.6916298960312186e-05,12.03636911357296,4.258751729249113
0.34,2.756554496770547e-05,11.904994972462273,4.208850960363764
0.342,2.8193883862755937e-05,11.738438973055658,4.147208742180813
0.344,2.879850306435337e-05,11.691527655641872,4.1217309752626115
0.346,2.937701519324585e-05,11.972006529516108,4.197497036985203
0.348,2.992638662642154e-05,12.350140550307088,4.287223158166389
0.35,3.04413582191532e-05,12.456584947241023,4.325036097080705
0.352,3.091258704092718e-05,12.507669553547451,4.362595697703098
0.354,3.132544859583371e-05,12.49561754128884,4.399866371598641
0.356,3.166051823620306e-05,12.41639618422541,4.436829664145929
0.358,3.189561277848725e-05,12.270005482357167,4.473485575344958
0.36,3.2008433072480576e-05,12.060478161923882,4.509852559817138
0.362,3.1979096767803e-05,11.808267110283097,4.544955256730651
0.364,3.179227155165659e-05,11.508182841451534,4.58013040942128
0.366,3.143876738131224e-05,11.165684008510183,4.6160595829046285
0.368,3.091650668201121e-05,10.793829011973529,4.652914923657511
0.37,3.023082728403192e-05,10.410119354422692,4.690489213542615
