gesture_id,video_id,active_hand,space_use,mcneillian_max,mcneillian_mode,volume,max_height,duration,hold_count,hold_time,hold_avg_duration,hand_submovements,hand_submovement_peak_max,hand_submovement_peak_mean,hand_mean_submovement_amplitude,elbow_submovements,elbow_mean_submovement_amplitude,hand_peak_speed,hand_mean_speed,hand_peak_acceleration,hand_peak_deceleration,hand_peak_jerk,elbow_peak_speed,elbow_mean_speed,elbow_peak_acceleration,elbow_peak_deceleration,elbow_peak_jerk,pair,trial,onset,offset
103_203_15_1_20250113_152557_bacon_board_clueGiver_cam02.mp4_segment_1_Gesture_0.80_19.37,103,L,4,4,4,0.0235856380503621,2.5637692027330634,18.56,22,7.2,8.181818181818182,32,1.3641128384800838,0.3583651835808583,0.3583651835808583,31,0.1751339056297355,1.390459475023944,0.1994805465899576,9.648084339419407,0.0274530219875537,103.09879387000709,0.4907715660548983,0.0984405576932496,2.959058063509064,0.0122902199511682,34.89939260784935,103_203,15,0.8,19.37
103_203_15_1_20250113_152557_bacon_board_clueGiver_cam02.mp4_segment_2_Gesture_20.00_20.47,103,R,3,4,2,0.0012781652623052,3.525425681582968,0.44,0,0.0,0.0,1,0.6524605520985891,0.6524605520985891,0.6524605520985891,1,0.2962264917540703,0.6518267252466816,0.3385620875534012,3.895220682439963,0.2420807470596966,58.60043696220004,0.3018197234485985,0.1723148925946849,1.7255335529125833,0.323201492505785,25.686772858466856,103_203,15,20.0,20.47
103_203_15_1_20250113_152557_bacon_board_clueGiver_cam02.mp4_segment_3_Gesture_0.80_20.47,103,L,4,4,4,0.0264690885582042,2.5637692027330634,19.64,23,7.4,8.043478260869565,34,1.3554952418175017,0.363665882365403,0.3636658823654029,34,0.1758032922086611,1.3863987912701292,0.205175087419898,9.648404834095937,0.0274530219875537,103.09879387000709,0.473482957905386,0.100452995367053,2.957120606135908,0.0122902199511682,34.89939260784935,103_203,15,0.8,20.47
103_203_16_1_20250113_152613_chlorine_board_clueGiver_cam02.mp4_segment_1_Gesture_0.80_2.47,103,L,1,4,4,4.250376605328059e-05,0.0,1.64,2,1.16,14.5,3,0.1399546919160099,0.0875798089685787,0.0875798089685787,2,0.078295319993256,0.1518506078276618,0.0563697306205196,1.0672242943294763,0.0410693359962281,11.933979042779496,0.1158439349060901,0.039058262673439,0.8710855729395427,0.0482584417596499,10.726786742648144,103_203,16,0.8,2.47
103_203_16_1_20250113_152613_chlorine_board_clueGiver_cam02.mp4_segment_2_Gesture_3.33_4.47,103,L,1,4,4,2.291210134183388e-05,0.0,1.12,2,0.6,7.5,2,0.1234042471260565,0.1233886049784427,0.1233886049784427,2,0.106806874937034,0.1317209918998537,0.0799002546763096,0.9744786637089388,0.0307702731231229,11.942423389308502,0.1151240993623708,0.0666308001709421,0.8439975951970856,0.07258097433427,9.580812662122778,103_203,16,3.33,4.47
103_203_16_1_20250113_152613_chlorine_board_clueGiver_cam02.mp4_segment_3_Gesture_6.70_14.40,103,L,5,4,4,0.0349297873991985,2.6505433881876685,7.68,11,2.0,4.545454545454546,14,0.8182247207948664,0.2679285658666632,0.2679285658666632,13,0.1509048569953386,0.8685486567192389,0.1829168258351622,4.543000166510027,0.1298143822955122,80.01185495524683,0.3186097650179187,0.0899287632373979,1.7371866376445266,0.0505765315333336,26.774812275166397,103_203,16,6.7,14.4
103_203_16_1_20250113_152613_chlorine_board_clueGiver_cam02.mp4_segment_4_Gesture_0.80_4.23,103,L,1,4,4,0.0001026697594035,0.0,3.4,9,1.8,5.0,8,0.1639365461959172,0.1051225590876204,0.1051225590876204,7,0.0778398662987127,0.1743460209323556,0.0782920428316679,1.1977940592642058,0.0945433129994719,14.10373303376006,0.1433023127901681,0.0542974889129486,1.0782379835674631,0.0378461324595159,13.012181351173552,103_203,16,0.8,4.23
103_203_16_1_20250113_152613_chlorine_board_clueGiver_cam02.mp4_segment_5_Gesture_4.83_5.17,103,L,1,4,4,1.3691642213081185e-07,0.0,0.32,0,0.0,0.0,1,0.042666154805172,0.042666154805172,0.042666154805172,1,0.084001430498043,0.0424233337563861,0.0307765718716033,0.2300055960984802,0.0625095116644988,3.5208888002805048,0.0835071170469614,0.0585067907856397,0.4560282194628246,0.0582890271497651,7.583441463362591,103_203,16,4.83,5.17
103_203_16_1_20250113_152613_chlorine_board_clueGiver_cam02.mp4_segment_6_Gesture_6.27_14.43,103,L,5,4,4,0.0331267470867202,2.651540888986178,8.16,13,2.56,4.923076923076923,12,0.9029518414601702,0.2899466338795722,0.2899466338795722,16,0.1297272505636004,0.9632790315661396,0.1820743283702123,6.0521192618383,0.1246081421116939,89.07319443681483,0.3866305451438182,0.0869465416591569,2.410491216329288,0.0320839559327006,36.10148095127898,103_203,16,6.27,14.43
103_203_17_1_20250113_152643_leather_board_clueGiver_cam02.mp4_segment_1_Gesture_1.03_5.47,103,R,3,4,4,0.0049752408361462,2.905473653118269,4.4,9,2.28,6.333333333333333,9,0.5662769989849307,0.2280925245627923,0.2280925245627922,7,0.1260679920194644,0.5763976810304774,0.1444248429865657,3.193319061251585,0.0570589802145949,33.639765323136416,0.2235461374603896,0.062589059662579,1.252073152670624,0.0217251068473803,14.003319432265814,103_203,17,1.03,5.47
103_203_17_1_20250113_152643_leather_board_clueGiver_cam02.mp4_segment_2_Gesture_6.40_9.80,103,R,2,4,4,0.0014758718048508,2.865241336869237,3.4,4,1.72,10.75,7,0.5570757126399479,0.2394608869976402,0.2394608869976402,6,0.1142664919713305,0.558425417917125,0.1582844940621961,3.634421704339161,0.03544368049457,34.47521460568934,0.1938193527936302,0.0719135450222233,1.861912048393182,0.0527031749639394,22.49572158281371,103_203,17,6.4,9.8
103_203_17_1_20250113_152643_leather_board_clueGiver_cam02.mp4_segment_3_Gesture_14.07_17.37,103,R,2,4,2,0.0014214434863218,2.771843166178605,3.28,4,2.08,13.0,6,0.4506159368669991,0.1488265551401013,0.1488265551401013,5,0.0954087864286288,0.4369499268787237,0.1016081051360667,2.523949869406682,0.0136372460763507,22.31239689869158,0.220233000949429,0.057412747281896,1.277450806446596,0.0256586045470839,15.077469707292645,103_203,17,14.07,17.37
103_203_17_1_20250113_152643_leather_board_clueGiver_cam02.mp4_segment_4_Gesture_18.40_21.27,103,L,3,4,4,0.0176464777334215,2.560860978060909,2.84,2,0.28,3.5,6,0.4992052053378847,0.3633389584849282,0.3633389584849282,4,0.1723566326461763,0.493618305918482,0.2848622518662744,3.500784069711723,0.1421421213733252,37.10586830493042,0.262971418475218,0.0977511586886117,1.6998354669713778,0.1054588391852164,20.59551543981732,103_203,17,18.4,21.27
103_203_17_1_20250113_152643_leather_board_clueGiver_cam02.mp4_segment_5_Gesture_22.53_29.50,103,L,4,4,4,0.0264393334526326,2.591338480101661,6.96,4,1.32,8.25,14,1.4352520009168828,0.481837686033273,0.481837686033273,12,0.2315229182900216,1.5313517007095376,0.3115006221856975,9.1269264927652,0.0788052818662351,136.26173425371346,0.5373407505351379,0.1381710858621848,4.24291204319079,0.028786439533447,53.52068818875559,103_203,17,22.53,29.5
103_203_17_1_20250113_152643_leather_board_clueGiver_cam02.mp4_segment_6_Gesture_0.80_29.50,103,L,4,4,4,0.0361381606459666,2.6052197267690578,28.68,41,12.48,7.609756097560975,46,1.4105926553090504,0.3169823102966825,0.3169823102966825,46,0.1361631263161014,1.4820790177621126,0.1770708620344494,8.571240291034684,0.0164295459134269,119.99267937332333,0.5326508511988723,0.0805341111269465,4.192456208059682,0.0171399804626092,47.65511898721519,103_203,17,0.8,29.5
103_203_18_1_20250113_152657_pillow_board_clueGiver_cam02.mp4_segment_1_Gesture_0.80_1.30,103,R,1,2,2,2.9385677322213564e-06,2.4562484901281234,0.48,1,0.32,8.0,1,0.1112223421317513,0.1112223421317513,0.1112223421317513,1,0.0947519330340572,0.1165838522728821,0.0500473050036729,0.7470015830060334,0.0591727486655186,13.132549395205332,0.099526576622139,0.045095532988859,0.5859019940996949,0.0636653473851304,10.90487998676881,103_203,18,0.8,1.3
103_203_18_1_20250113_152657_pillow_board_clueGiver_cam02.mp4_segment_2_Gesture_4.60_5.73,103,L,2,4,4,0.0014474822533963,2.5150386737616337,1.12,2,0.28,3.5,2,0.3546978537495256,0.3138956458483905,0.3138956458483905,2,0.1114471842398928,0.3728195630224722,0.1657223119875138,3.071780003527401,0.0696237706484899,48.74606248398391,0.1290760086963039,0.0640337825640333,1.2046486751698202,0.0486022530099311,15.700551445000404,103_203,18,4.6,5.73
103_203_18_1_20250113_152657_pillow_board_clueGiver_cam02.mp4_segment_3_Gesture_8.33_11.60,103,L,1,4,4,0.0029316488130537,2.3487256368103555,3.24,1,0.32,8.0,7,0.5333544185200486,0.2992783435550842,0.2992783435550842,6,0.196163172253307,0.5817577346476128,0.1928392102561029,3.965617274990035,0.0885413974456106,54.06950418299631,0.3830507645769707,0.1117335367015557,2.6767219170769967,0.0874832644443173,37.17790082336792,103_203,18,8.33,11.6
103_203_18_1_20250113_152657_pillow_board_clueGiver_cam02.mp4_segment_4_Gesture_4.13_5.70,103,L,2,4,4,0.0062383936324622,2.5019393964907466,1.56,2,0.52,6.5,2,0.6571650967295442,0.4935252668886951,0.4935252668886951,4,0.1181879626671941,0.6922575396934374,0.2238113701026674,3.788318058163144,0.1337688024054993,61.926329889391205,0.2257318920296329,0.0704071302323866,1.3805845558946024,0.0495112656952889,24.15077664415268,103_203,18,4.13,5.7
103_203_18_1_20250113_152657_pillow_board_clueGiver_cam02.mp4_segment_5_Gesture_8.10_11.90,103,L,1,4,4,0.0028461361796641,2.359314609407586,3.8,1,0.2,5.0,8,0.6519615616289429,0.3215443050160458,0.3215443050160458,9,0.1736624206349014,0.6915206681607938,0.2126026482995494,5.542639545877737,0.0413210222350013,74.21780356893932,0.3902528459054003,0.1174402633022835,2.555442107426453,0.0517966049097733,37.0371769651288,103_203,18,8.1,11.9
103_203_19_1_20250113_152712_traffic_board_clueGiver_cam02.mp4_segment_1_Gesture_9.67_14.57,103,L,2,4,4,0.0018645716239865,0.0,4.88,7,1.24,4.428571428571429,11,0.4322787367773832,0.2481014466679767,0.2481014466679766,10,0.1464494264429051,0.4356360946629537,0.170831736083496,2.9894959065742297,0.1330526997579081,31.328900509283272,0.2731844280749417,0.1074337859832886,1.7463574604732637,0.0462710674788818,18.013541396546323,103_203,19,9.67,14.57
103_203_19_1_20250113_152712_traffic_board_clueGiver_cam02.mp4_segment_2_Gesture_9.60_14.57,103,L,2,4,4,0.0019789403552276,0.0,4.96,6,1.16,4.833333333333333,10,0.4046125941446201,0.2625891754672537,0.2625891754672537,11,0.1480547626690305,0.4054799964401679,0.1681307471927166,3.00981197062742,0.1338500970745424,35.287755826149024,0.2562387258987868,0.1056594550191163,1.605336884352355,0.0176837783566981,17.84714353715044,103_203,19,9.6,14.57
103_203_20_1_20250113_152735_bitter_board_clueGiver_cam02.mp4_segment_1_Gesture_0.80_1.97,103,L,1,4,4,3.00257985309308e-05,0.0,1.16,2,1.0,12.5,1,0.1039888181307893,0.1039888181307893,0.1039888181307893,2,0.0733975024234395,0.1079243282808509,0.0569177188890503,0.6984236976843852,0.0707970386425598,9.296445069328565,0.1126761200625752,0.039440493624275,0.5712390454580476,0.0326163895025935,9.490429652159891,103_203,20,0.8,1.97
103_203_20_1_20250113_152735_bitter_board_clueGiver_cam02.mp4_segment_2_Gesture_2.47_22.33,103,L,5,4,4,0.0540653396654557,2.689116981936311,19.84,17,3.12,4.588235294117647,37,1.2636632952850233,0.3966117875049287,0.3966117875049286,43,0.1727060041152338,1.2549215840644194,0.2512986577921415,8.40005526429386,0.0263895011924366,95.0940213352266,0.4749398210306971,0.1168833624923462,3.742722813425512,0.0221943785453752,43.02651631814752,103_203,20,2.47,22.33
103_203_20_1_20250113_152735_bitter_board_clueGiver_cam02.mp4_segment_3_Gesture_0.80_22.33,103,L,5,4,4,0.0514166916063855,2.6798312574056413,21.52,13,2.48,4.769230769230769,40,1.2691035186341548,0.3842103468156506,0.3842103468156506,41,0.1720891132444786,1.275996694264742,0.2404044023802345,7.861349039114354,0.0184536469225635,92.2615295494994,0.4641040146343733,0.1089773030358708,3.177130243339021,0.0327463654500359,40.32175549982704,103_203,20,0.8,22.33
103_203_21_1_20250113_152824_tiger_board_clueGiver_cam02.mp4_segment_10_Gesture_16.40_18.67,103,L,2,4,4,0.004121754884412,2.4534576456222776,2.24,2,0.48,6.0,4,0.6735392838343368,0.4532076841075503,0.4532076841075503,4,0.1477606652231318,0.6808483451119228,0.2327985014503259,7.443535850376751,0.1368036286824875,93.01424147139916,0.1885025970481945,0.0938414868901267,2.300045469432021,0.0237210458374678,34.43456710582759,103_203,21,16.4,18.67
103_203_21_1_20250113_152824_tiger_board_clueGiver_cam02.mp4_segment_11_Gesture_19.37_19.53,103,R,1,2,2,1.346279603207611e-06,2.425604026922896,0.16,0,0.0,0.0,1,0.0637475156146603,0.0637475156146603,0.0637475156146603,1,0.0290037060258306,0.0677220251251832,0.0615767098284499,0.2980892099414879,0.1306922053444386,5.474443166744709,0.0308012574440935,0.0280398468464675,0.1348210616503674,0.0609148263419752,2.487170605402288,103_203,21,19.37,19.53
103_203_21_1_20250113_152824_tiger_board_clueGiver_cam02.mp4_segment_12_Gesture_23.80_47.53,103,L,4,4,4,0.042680157890306,2.620158544851043,23.72,30,6.08,5.066666666666666,47,1.3773170471124598,0.3995244912090726,0.3995244912090726,43,0.1980346982867407,1.4235774906709515,0.2526571031593841,8.735769430985476,0.0480960125877307,127.22381528493618,0.5051934679136717,0.1212186999427729,5.173030939394767,0.025214024554422,70.42064875604561,103_203,21,23.8,47.53
103_203_21_1_20250113_152824_tiger_board_clueGiver_cam02.mp4_segment_1_Gesture_0.80_3.33,103,L,1,4,4,0.0002949406631364,0.0,2.52,4,1.16,7.25,5,0.154212750283262,0.1152822179008365,0.1152822179008365,3,0.1106974652101464,0.1652866334770396,0.0784696741755305,1.6623117458311938,0.086724083139483,25.87640418104856,0.1706657806888562,0.0585361732538048,1.2164977126620216,0.0267099909202131,17.46432107540579,103_203,21,0.8,3.33
103_203_21_1_20250113_152824_tiger_board_clueGiver_cam02.mp4_segment_2_Gesture_9.43_10.40,103,R,2,4,2,0.0088228034969917,3.3657823286411874,0.96,3,0.4,3.333333333333333,1,1.2408822023167938,1.2408822023167938,1.2408822023167938,1,0.4507905416295308,1.2365833904651773,0.4228070034258984,6.717245029761946,0.150422028657272,61.46798374241105,0.4594902667040956,0.1741247870656663,2.918482341240244,0.0179407337116321,34.50159412191135,103_203,21,9.43,10.4
103_203_21_1_20250113_152824_tiger_board_clueGiver_cam02.mp4_segment_3_Gesture_11.03_11.97,103,L,4,4,2,0.0136471411971706,2.634829866869538,0.92,1,0.12,3.0,1,1.0112852667360457,1.0112852667360457,1.0112852667360457,2,0.1100263518288048,1.0320160521459698,0.5284708256239855,8.651309498054491,0.1930885233846886,82.23842788657005,0.1262110146742522,0.0795026646031652,1.0753555815219549,0.1265600083371638,16.651904680038104,103_203,21,11.03,11.97
103_203_21_1_20250113_152824_tiger_board_clueGiver_cam02.mp4_segment_4_Gesture_16.53_18.37,103,L,1,4,4,0.0018723212762115,0.0,1.8,1,0.16,4.0,4,0.5746739592261337,0.3495944733331683,0.3495944733331683,3,0.1465807735567804,0.6627757378372502,0.2277441425979224,6.78829900578273,0.1744480560465371,96.86105703531736,0.1995335257942464,0.1074288469136364,2.6975320579318383,0.0750240101177028,42.60560445417946,103_203,21,16.53,18.37
103_203_21_1_20250113_152824_tiger_board_clueGiver_cam02.mp4_segment_5_Gesture_24.33_27.43,103,L,4,4,4,0.0218435633387634,2.6150258547230583,3.08,4,0.6,3.75,5,0.9343202229449016,0.6977446954482892,0.6977446954482892,5,0.2115932178826593,1.0227960407256094,0.3884612305415431,7.594136240001001,0.0597592932778298,109.0919837055896,0.3318620505964172,0.1310010556995084,2.5625750003676986,0.0564443403434795,35.27179553385341,103_203,21,24.33,27.43
103_203_21_1_20250113_152824_tiger_board_clueGiver_cam02.mp4_segment_6_Gesture_27.97_30.27,103,R,2,4,4,0.002599874708521,5.0,2.28,3,0.36,3.0,5,0.45763449061895,0.3190513316864315,0.3190513316864315,5,0.2515375447264876,0.4903239923901514,0.1947090719001115,3.2290413412779166,0.2929883262962028,49.825214547227205,0.4459144563911569,0.1488240529982264,2.810365886755549,0.0449616247789643,43.16678722267426,103_203,21,27.97,30.27
103_203_21_1_20250113_152824_tiger_board_clueGiver_cam02.mp4_segment_7_Gesture_31.17_47.53,103,L,4,4,4,0.044290699931416,2.6300251514288786,16.36,14,3.0,5.357142857142857,29,1.3761348016297064,0.4372653359133737,0.4372653359133737,31,0.2048173865781823,1.411786136209866,0.2558627712092755,9.57244494456646,0.0556497406843368,139.99472857937707,0.490749567521235,0.1294812523309497,6.17028018338471,0.0530645610868511,87.10340106254588,103_203,21,31.17,47.53
103_203_21_1_20250113_152824_tiger_board_clueGiver_cam02.mp4_segment_8_Gesture_0.80_2.97,103,R,1,2,2,0.0005049660313034,2.592592767399815,2.16,4,1.48,9.25,4,0.3636049523848802,0.1931043510172231,0.1931043510172231,5,0.0766583966270384,0.3608563585608532,0.1144816815121756,2.1345821869484545,0.1900695530771478,23.834148833532325,0.1373735898811279,0.0500975732121127,0.8775893486860452,0.041736045000608,10.197348504841584,103_203,21,0.8,2.97
103_203_21_1_20250113_152824_tiger_board_clueGiver_cam02.mp4_segment_9_Gesture_9.20_11.43,103,R,2,4,2,0.0091075012988213,3.40111009243806,2.2,2,0.56,7.0,3,1.2716792341306715,0.924123560881696,0.924123560881696,3,0.3602595352275656,1.2901043255132871,0.3485023697892376,11.022210295282036,0.1546141602786423,130.32762959389592,0.5651122701250237,0.1430469685750696,5.667368493857422,0.047155447425371,58.89112452808307,103_203,21,9.2,11.43
103_203_23_1_20250113_152946_trumpet_ground_clueGiver_cam02.mp4_segment_10_Gesture_13.20_18.50,103,L,2,4,4,0.0057775963211353,2.5508955177684176,5.28,6,2.52,10.5,9,0.7021808378109139,0.2764118172837129,0.2764118172837128,8,0.1069567662484448,0.7426742153638514,0.1424431985053415,3.7612686264554656,0.0518100818197105,52.55688622052816,0.1877147560024836,0.0523709696743154,1.50578290879836,0.0060790468652756,18.89174550891449,103_203,23,13.2,18.5
103_203_23_1_20250113_152946_trumpet_ground_clueGiver_cam02.mp4_segment_11_Gesture_22.17_26.87,103,R,3,4,4,0.0100904215157131,5.0,4.68,4,2.2,13.75,9,0.7929693045543958,0.3365146905768841,0.3365146905768841,8,0.1989002059759529,0.8687743693629233,0.1997615209713162,6.236911075909887,0.0297356494576948,84.77847449539249,0.5309461512370826,0.1152846168440246,3.624725028035256,0.014391553383031,34.96407444923154,103_203,23,22.17,26.87
103_203_23_1_20250113_152946_trumpet_ground_clueGiver_cam02.mp4_segment_12_Gesture_27.50_28.57,103,R,1,2,2,0.0002812437190771,2.6332020699722247,1.04,0,0.0,0.0,3,0.3486448328634898,0.2206787748335957,0.2206787748335957,2,0.2196838129304321,0.3585652045435029,0.1612905890724437,2.8424208300577813,0.1355182383975619,36.59796974031764,0.3467810737172556,0.1306202150692095,2.283260879998912,0.2149604854113251,35.37695677811984,103_203,23,27.5,28.57
103_203_23_1_20250113_152946_trumpet_ground_clueGiver_cam02.mp4_segment_13_Gesture_29.27_33.00,103,R,3,4,4,0.0280840901808169,5.0,3.72,4,1.24,7.75,7,0.8042471130197408,0.5050129675864482,0.5050129675864482,8,0.1664701686227135,0.8359094389278307,0.2726270035139717,6.246882476258887,0.1075827071581833,95.7830059545173,0.2848150710410139,0.1074557588547834,2.195145617340392,0.0938464349308643,30.666186522471616,103_203,23,29.27,33.0
103_203_23_1_20250113_152946_trumpet_ground_clueGiver_cam02.mp4_segment_1_Gesture_6.77_7.47,103,L,1,4,4,5.181820371284764e-06,0.0,0.68,0,0.0,0.0,1,0.0717038522159019,0.0717038522159019,0.0717038522159019,1,0.0934265213823511,0.0772751188613549,0.0437632724325865,0.6520612156154543,0.0766120638103414,9.885781422769996,0.098838686594188,0.0402330847285403,0.4874097663652078,0.0353972873746187,10.261130193193807,103_203,23,6.77,7.47
