pair,trial,condition,n,frac_voiced,frac_gesture,mf_imf1,rho_imf1,p_imf1,surr_imf1,rho_voiced_imf1,p_voiced_imf1,surr_voiced_imf1,rho_unvoiced_imf1,p_unvoiced_imf1,surr_unvoiced_imf1,rho_gest_imf1,p_gest_imf1,surr_gest_imf1,rho_still_imf1,p_still_imf1,surr_still_imf1,rho_gestvoiced_imf1,p_gestvoiced_imf1,surr_gestvoiced_imf1,rho_stillvoiced_imf1,p_stillvoiced_imf1,surr_stillvoiced_imf1,mf_imf2,rho_imf2,p_imf2,surr_imf2,rho_voiced_imf2,p_voiced_imf2,surr_voiced_imf2,rho_unvoiced_imf2,p_unvoiced_imf2,surr_unvoiced_imf2,rho_gest_imf2,p_gest_imf2,surr_gest_imf2,rho_still_imf2,p_still_imf2,surr_still_imf2,rho_gestvoiced_imf2,p_gestvoiced_imf2,surr_gestvoiced_imf2,rho_stillvoiced_imf2,p_stillvoiced_imf2,surr_stillvoiced_imf2
103_203,45,board,19153,0.31953218816895523,0.8747976818253015,6.419377291534318,0.08175204007658125,0.6862745098039216,-0.033968919585995974,0.024300213569170247,0.9019607843137255,-0.03918258448264436,0.06794965360024537,0.7843137254901961,-0.03100013015194557,-0.009733059515877487,0.9803921568627451,-0.0338628062586626,-0.019808814786641517,0.9411764705882353,-0.010105098974674993,0.02668408276252599,0.8823529411764706,-0.042336040682987006,0.3505474917239624,0.6078431372549019,0.0809935626105863,2.5882687560534867,0.14272102990544833,0.43137254901960786,-0.040477152297799225,0.002893528050473966,0.9411764705882353,-0.04041456830834587,0.1905572166550099,0.2549019607843137,-0.03862077048574301,0.025494084547064342,0.9019607843137255,-0.04266005202536217,0.4040282455322676,0.4117647058823529,0.014129570535629205,0.0014856928035183706,1.0,-0.041365142949680946,-0.7705348415025834,0.0784313725490196,0.0707270741538975
103_203,46,board,5244,0.21739130434782608,0.8888253241800153,6.066472187778961,0.1725949306147769,0.37254901960784315,-0.010974239284454512,0.043665744506372235,0.803921568627451,0.01233958182235243,0.1692127479983142,0.4117647058823529,-0.012148956001055079,0.19813157176082016,0.3137254901960784,-0.012184117404510303,-0.7529044579229368,0.21568627450980393,0.01808640304825567,0.05818247232485653,0.7843137254901961,0.010669557205460534,0.6449633699633698,0.17647058823529413,0.030559100221849177,2.8928803771134337,0.30742646351441655,0.1568627450980392,-0.008329822325723234,0.19708403980968867,0.45098039215686275,0.02201793436647067,0.31680611361529437,0.19607843137254902,-0.00932378832594092,0.34425113177961425,0.1568627450980392,-0.00948435313698946,-0.6367075494710437,0.43137254901960786,0.020435082622655667,0.22801572911892992,0.4117647058823529,0.022646415663206534,0.9869505494505493,0.0392156862745098,0.11750812921497907
103_203,47,board,4190,0.27971360381861576,1.0,5.89838407281179,-0.15418903266583905,0.5686274509803921,0.02111723608874051,0.1765636683348009,0.7647058823529411,0.10335056684293242,-0.11277008684754887,0.7450980392156863,0.013568828650533575,-0.15418903266583905,0.5686274509803921,0.02111723608874051,,,,0.1765636683348009,0.7647058823529411,0.10335056684293242,,,,2.4115555389237073,-0.08778577643368128,0.7254901960784313,0.008300430015059,0.45054058427631505,0.3137254901960784,0.07478610343507949,-0.0940772650790077,0.7254901960784313,0.008335660029436625,-0.08778577643368128,0.7254901960784313,0.008300430015059,,,,0.45054058427631505,0.3137254901960784,0.07478610343507949,,,
103_203,48,board,6695,0.3132188200149365,0.830470500373413,5.79748399691818,0.19784495043015374,0.35294117647058826,0.0120937910665798,-0.05685755721713697,0.9411764705882353,0.04126204646899294,0.317936047482911,0.21568627450980393,0.0109584920446787,0.07682852367535306,0.7843137254901961,0.009491405339402032,0.5753897387046982,0.45098039215686275,0.054881038392818084,-0.017921953815440806,1.0,0.03217510605332239,0.23579306387424204,0.6862745098039216,0.025074334508642902,2.4080695064044573,0.05418066894410804,0.9019607843137255,0.02193402010482393,-0.34957172481714055,0.6078431372549019,0.047986445561142836,0.20759834103776661,0.4117647058823529,0.019798097305298867,-0.09349673145558943,0.8627450980392157,0.02109964384103706,0.5528133709540984,0.49019607843137253,0.04702341341691106,-0.33932185763874817,0.6078431372549019,0.03436784134368835,-0.6118880302890946,0.4117647058823529,-0.0790151421404352
103_203,49,board,4160,0.3548076923076923,1.0,6.574979248184301,-0.2180015367258619,0.39215686274509803,-0.030667597730720676,-0.19710355159620357,0.45098039215686275,-0.020617188511690653,-0.2165217625174464,0.47058823529411764,-0.03076391066444682,-0.2180015367258619,0.39215686274509803,-0.030667597730720676,,,,-0.19710355159620357,0.45098039215686275,-0.020617188511690653,,,,2.5215568382370224,-0.3209776436760771,0.1568627450980392,-0.026736328793214605,-0.4492839570581538,0.17647058823529413,-0.009846879718402599,-0.2708362863106513,0.35294117647058826,-0.028564522764457947,-0.3209776436760771,0.1568627450980392,-0.026736328793214605,,,,-0.4492839570581538,0.17647058823529413,-0.009846879718402599,,,
103_203,50,board,5129,0.3369077792942094,1.0,6.328674601898887,0.17286716676082875,0.39215686274509803,0.0120382341833433,0.5561793515888119,0.0784313725490196,0.059513363148027076,0.12550729534789923,0.6274509803921569,-0.0010631430290605503,0.17286716676082875,0.39215686274509803,0.0120382341833433,,,,0.5561793515888119,0.0784313725490196,0.059513363148027076,,,,2.451018294928184,0.387300750715777,0.0784313725490196,0.037765567122118135,0.7592113082771479,0.0196078431372549,0.07306689846419764,0.27786289849403556,0.4117647058823529,0.026805832086681566,0.387300750715777,0.0784313725490196,0.037765567122118135,,,,0.7592113082771479,0.0196078431372549,0.07306689846419764,,,
103_203,51,board,15075,0.3062686567164179,0.9800995024875622,5.386684554927969,-0.09502668419042481,0.43137254901960786,0.005578337531515377,0.0797157375960807,0.6862745098039216,0.024020044581597455,-0.13085577073499852,0.39215686274509803,-0.009471480676243826,-0.10817737226176277,0.3333333333333333,0.003450847735459524,-0.4410400115556839,0.39215686274509803,0.03185598412090158,0.0797157375960807,0.6862745098039216,0.024020044581597455,,,,2.2875321543262115,-0.2015600684447857,0.21568627450980393,0.023289490468199277,-0.1616590323968018,0.49019607843137253,0.02978586950505308,-0.2138464561747354,0.21568627450980393,0.02084987733087535,-0.23449955061254524,0.19607843137254902,0.019579145166191057,0.4543948266091845,0.23529411764705882,0.014818823306065125,-0.1616590323968018,0.49019607843137253,0.02978586950505308,,,
103_203,52,board,33937,0.2961074932964022,0.9059433656481127,6.420079974228983,0.031672648531078026,0.7254901960784313,-0.0021694222481109283,-0.22754815549114132,0.058823529411764705,-0.017865565722920484,0.11223373513818208,0.37254901960784315,0.003187196824094671,0.011385047667648791,0.9411764705882353,-0.004819566988225257,0.2339019826613566,0.4117647058823529,0.005600309861424783,-0.22682787354037068,0.0784313725490196,-0.02547001639237918,-0.3963143500875316,0.49019607843137253,0.010138166511275389,2.624928302842342,0.06803327046337657,0.5098039215686274,-0.0033903659017935645,-0.018668020697591534,0.7843137254901961,-0.007459554895629887,0.10130424336420828,0.37254901960784315,-0.0018770710110598448,0.0658368266044695,0.5882352941176471,-0.003844732582345352,0.0819439588106676,0.803921568627451,-0.015605261087230848,-0.0012527746673665536,0.9803921568627451,-0.00868047955854694,-0.434623702179396,0.49019607843137253,-0.0014350035420955297
103_203,53,board,3261,0.31340079730144127,0.9586016559337627,6.481310455681487,-0.15905013059783119,0.4117647058823529,0.02851234034753536,-0.24609243049267238,0.39215686274509803,0.024404981639430955,-0.1231319509790321,0.6274509803921569,0.02803563090654266,-0.12309151520992014,0.5882352941176471,0.030621286720969046,-0.33630865281435957,0.5098039215686274,-0.04667740648736574,-0.24609243049267238,0.39215686274509803,0.024404981639430955,,,,2.4559032119180673,-0.21525885031033967,0.3333333333333333,0.01584153909931967,-0.39814966613141745,0.29411764705882354,-0.008699254957744514,-0.12834669054840475,0.6078431372549019,0.02669033074478519,-0.18862745754118512,0.43137254901960786,0.016199979953851674,0.9867622670958932,0.0392156862745098,0.049762405698517934,-0.39814966613141745,0.29411764705882354,-0.008699254957744514,,,
103_203,54,board,4231,0.3521626093122193,0.7331600094540298,5.586627072755917,0.22607607898167642,0.7647058823529411,0.09826137918077475,0.20162573921857668,0.6274509803921569,0.08549536950094272,0.18580148952805653,0.7450980392156863,0.10124403546546809,0.4026571443064927,0.5098039215686274,0.13216564345556583,-0.33269163770765725,0.23529411764705882,0.02566431044940717,0.3613126010715848,0.5098039215686274,0.12868250816899393,-0.38889358527390167,0.19607843137254902,0.014715141771562613,2.8694274204925954,0.23354410230776385,0.7254901960784313,0.10286303237088099,0.35042807496059697,0.5098039215686274,0.09652715334331344,0.13265798005374577,0.8235294117647058,0.0987032339156464,0.32005988094734233,0.6666666666666666,0.12347445624879075,-0.235274241555246,0.5294117647058824,0.02643859204050902,0.3809799311692493,0.49019607843137253,0.1077133221678837,0.07037660595091867,0.7843137254901961,0.03554409991581607
108_208,34,board,4512,0.5033244680851063,0.6675531914893617,6.039004870602911,-0.0172053557677194,0.8627450980392157,0.031933103858567395,0.07495558916145631,0.5098039215686274,0.030003745221079233,-0.053650369926245056,0.8235294117647058,0.028800247946471767,-0.037393343662701896,0.9607843137254902,0.06852724382729387,0.03359387804172358,0.9607843137254902,-0.021660376788683204,0.23278879129850955,0.37254901960784315,0.03693173199043253,-0.1963035929399802,0.5294117647058824,-0.0017453663300165151,2.396168266513642,-0.1209938722402868,0.7254901960784313,0.016642011838452726,-0.1351794268775497,0.6274509803921569,0.002579135372602501,-0.12320829343455979,0.7647058823529411,0.027644625204048152,-0.12824317587133321,0.7843137254901961,0.049223110054591394,-0.4071099373821944,0.3137254901960784,-0.029718192199903026,0.10224823787567226,0.803921568627451,0.030661458124844443,-0.6842989878419947,0.2549019607843137,-0.04718026349023106
108_208,35,board,2518,0.5464654487688642,0.6485305798252582,5.930933780156334,-0.36359969264072045,0.09803921568627451,0.024336770550649423,-0.16331706946344426,0.49019607843137253,0.008865992009629764,-0.5814748441973318,0.0392156862745098,0.017869081531093612,-0.4928383252052171,0.09803921568627451,0.001384904813345228,-0.12180849360236705,0.7647058823529411,0.05405873456449007,-0.4359512204368145,0.21568627450980393,-0.024144031239064834,0.1210905697707002,0.8235294117647058,0.06346332837773844,2.620473605369227,-0.014102804288105654,0.9607843137254902,-0.01257508288441327,0.2130567047584831,0.5294117647058824,0.0018804939176569207,-0.43218274695023406,0.13725490196078433,-0.0030843628015393343,0.028396191997640992,0.9215686274509803,-0.05812132932047095,-0.018129739969187764,0.9215686274509803,0.04979566616641809,0.25107048409595567,0.6274509803921569,-0.04372396575773249,0.18836074513574474,0.7254901960784313,0.04637963022931684
108_208,36,board,24832,0.4142638530927835,0.6637000644329897,6.413582586955128,-0.05815738093972115,0.5686274509803921,0.004406373925303804,-0.05368788054221691,0.6274509803921569,0.0068399214225972685,-0.05879180218602166,0.6274509803921569,0.005708279257901402,-0.042941701176784856,0.7058823529411765,-0.004298353540812788,-0.08392023420387842,0.49019607843137253,0.01989718963993097,0.07154039924929363,0.5294117647058824,-0.008315435930989391,-0.2592052289503511,0.13725490196078433,0.035461235177742204,2.7574963329748177,0.003710605789475447,0.9607843137254902,0.006664429517312217,0.07944275690956139,0.4117647058823529,0.015094262161918406,-0.050268809394052434,0.6274509803921569,0.0009300069128392412,0.09316964845339046,0.4117647058823529,-0.0002752633102946131,-0.16475239086651666,0.27450980392156865,0.018979262317791772,0.25421137557219164,0.0392156862745098,0.00891310204690053,-0.19816770250334484,0.35294117647058826,0.030786117667457577
108_208,37,board,3517,0.4793858402047199,0.7432470855843049,6.801920678941699,0.10345740226455462,0.7647058823529411,0.03260334954337615,-0.022165548084262313,0.9215686274509803,0.011713416457673409,0.097130401838405,0.7843137254901961,0.04684350663982903,-0.1279659261103405,0.5098039215686274,0.00569244048745842,-0.16150557197964535,0.47058823529411764,0.01841825689620546,-0.14942068772162595,0.5882352941176471,-0.01106822041855271,0.5939983648961977,0.45098039215686275,-0.029933091181899747,3.0200702617009334,-0.03921182840932098,0.9215686274509803,0.034516038653785726,-0.09941596082708222,0.7058823529411765,-0.0018230311049014652,-0.06914353998884393,0.803921568627451,0.058215995034624504,-0.178714371186235,0.45098039215686275,-0.00908084391942902,-0.5464399759509173,0.09803921568627451,0.08876162882451112,-0.23430749191048322,0.5294117647058824,-0.04145336482303502,0.2010608070979588,0.8431372549019608,0.05363124460861624
108_208,38,board,4403,0.48330683624801274,0.8151260504201681,6.998392664907371,-0.3068131149999609,0.29411764705882354,-0.023207262316690756,-0.19613720907259927,0.6470588235294118,-0.039764084216497825,-0.37403166114806685,0.29411764705882354,-0.022270394865621716,-0.3778063973921801,0.13725490196078433,-0.022324110905571848,0.20524362247586841,0.5294117647058824,-0.014498487936962663,-0.22853073238991561,0.5882352941176471,-0.03692809869930492,0.06432256444752098,0.8235294117647058,-0.020509939717521908,2.6696844274813136,-0.10647963477106122,0.9215686274509803,-0.02757880089869258,-0.09454308357701956,0.8431372549019608,-0.03434189294746405,-0.12333058384270762,0.803921568627451,-0.02412257055379262,-0.22555316795431357,0.6078431372549019,-0.03439724075253891,0.7230870737130217,0.0784313725490196,0.04156397031782937,-0.2526614881522056,0.6470588235294118,-0.042431189454112304,0.632454218311295,0.1568627450980392,0.02745174379080922
108_208,39,board,3038,0.47037524687294274,0.4519420671494404,6.561769104881469,0.00916997189026831,1.0,-0.007031424682426826,-0.4383467264582453,0.09803921568627451,-0.044997386590395184,0.18527800566515307,0.5490196078431373,0.007850812919521727,0.3938858666562023,0.3333333333333333,0.06946971786340314,-0.1602003332020215,0.7058823529411765,-0.04686493691861668,-0.14565556238196012,0.8431372549019608,-0.04740649705886388,-0.59687544538224,0.11764705882352941,-0.020850098068918677,2.8329838939818512,0.21155273474002909,0.43137254901960786,-0.01453893774989619,-0.04150278376432397,0.8823529411764706,-0.018570268753400846,0.25503017552779017,0.3333333333333333,-0.023082379557914035,0.5513222162270972,0.09803921568627451,0.024238199522719443,0.1522475990059545,0.6666666666666666,-0.038528459556420196,0.5868245770473527,0.09803921568627451,0.02781035926299129,-0.07484317480578596,0.8235294117647058,-0.002451838964897186
108_208,40,board,2631,0.5765868491068035,0.6754085898897757,7.519235889182734,0.23297436281151565,0.37254901960784315,-0.006812598510838141,0.09069280550574461,0.7647058823529411,0.015418421406572378,0.14731092412721497,0.5098039215686274,-0.014698208239362218,0.5001043675815142,0.17647058823529413,-0.020262188868672763,0.10714521972681015,0.7254901960784313,0.004941539609057249,0.17893463633395754,0.8823529411764706,0.0125332746732363,0.04171980982878834,0.9607843137254902,0.0005022422845897251,2.924141076372372,0.08695554049547008,0.7647058823529411,0.0021301582015701816,-0.1498278134861542,0.7058823529411765,0.0239180164967821,0.20965549426687455,0.2549019607843137,-0.005837516272017043,0.443205817361698,0.0392156862745098,0.007775445297508505,0.6286855936373904,0.13725490196078433,0.015158712693305376,-0.11433729654624947,0.7254901960784313,0.044166016779668894,0.7238238368228238,0.23529411764705882,0.01557497436192803
108_208,41,board,5554,0.33309326611451207,0.14169967590925459,6.337527836703903,-0.04199545714970795,0.8627450980392157,-0.030924030520301092,0.18398738370902573,0.23529411764705882,0.014496811622173209,-0.1420582740269186,0.5294117647058824,-0.04746765416078075,0.20800466900497683,0.5294117647058824,-0.08672034617928868,0.04532233595076657,0.8235294117647058,-0.02978674132631471,,,,0.18398738370902573,0.23529411764705882,0.014496811622173209,2.4266116367921247,-0.05864434730717973,0.7450980392156863,-0.04574842823776125,-0.03800154372737739,0.9215686274509803,-0.013227036628405964,-0.10560050631863652,0.6274509803921569,-0.06026535772942161,-0.2954036091091387,0.6274509803921569,-0.12432361802837608,0.013331424133510265,0.9019607843137255,-0.04268534666493693,,,,-0.03800154372737739,0.9215686274509803,-0.013227036628405964
108_208,42,board,2458,0.5870626525630595,0.6277461350691619,7.001582520980503,-0.17401171456896078,0.47058823529411764,-0.017280766878190537,-0.10663809522158768,0.47058823529411764,-0.0026914328621231577,-0.2672113815297674,0.45098039215686275,-0.00424198419888084,-0.27035489152889186,0.37254901960784315,-0.009855319425157112,0.2579317629392874,0.43137254901960786,-0.020417997854873894,-0.1889456184797872,0.43137254901960786,-0.014298467665484267,0.10434683874762422,0.803921568627451,0.03892531165335588,3.035146787467592,-0.08850739302962929,0.7843137254901961,-0.034646076799884434,-0.06912437693977645,0.9019607843137255,-0.05326675980535978,-0.1512790025405159,0.5686274509803921,0.012267849673068699,-0.31020444312169776,0.5882352941176471,-0.03644391202134814,0.4152119894113771,0.29411764705882354,-0.03634708322037044,-0.35030197972867044,0.6078431372549019,-0.06438239009953388,0.5248557946436273,0.43137254901960786,-0.04413724137962217
108_208,43,board,6710,0.4609538002980626,0.8436661698956781,6.607569611715232,0.08865271708505175,0.7058823529411765,-0.06054143450819374,0.2780311892521485,0.1568627450980392,-0.02415368822870325,-0.003155186309417204,0.9803921568627451,-0.05946108767253448,0.16057861168281454,0.5098039215686274,-0.0751900864403087,-0.19158760537376304,0.45098039215686275,-0.02146864816098505,0.3054425471574314,0.1568627450980392,-0.027501615216494527,0.2707577161804399,0.39215686274509803,0.01655649373846056,2.8320613594546042,0.358991714776868,0.37254901960784315,-0.03738202340046637,0.5297589963690869,0.09803921568627451,-0.024527779314831778,0.2536120594251907,0.47058823529411764,-0.02341727456890861,0.3637404493660515,0.45098039215686275,-0.07979360648370132,0.4280163691234212,0.27450980392156865,0.09912283546060874,0.48238060627322077,0.19607843137254902,-0.0521958673093662,0.2512671505109483,0.49019607843137253,0.08695036312858904
108_208,45,board,9244,0.12397230636088273,0.9800951968844656,5.899199962168698,0.120727243043205,0.3137254901960784,-0.007039571788240757,0.2288942853994049,0.23529411764705882,-0.03701285439058147,0.06424717057080612,0.6078431372549019,-0.009096361802330723,0.1327420665442046,0.27450980392156865,-0.007418238289830666,-0.7134518695459536,0.1568627450980392,-0.14753641103741388,0.25532612842588204,0.1568627450980392,-0.03708407149384388,-0.0611781865326959,0.9607843137254902,-0.20518272425249173,2.440028000646022,0.23469278877704305,0.0392156862745098,0.004419223711827766,0.36765255692735344,0.13725490196078433,-0.019094155309475832,0.1931540142236868,0.13725490196078433,0.00545865828309584,0.24182498766087887,0.0392156862745098,0.0044092254632931635,-0.30518001964901464,0.803921568627451,-0.009870591234427158,0.36456962206162835,0.17647058823529413,-0.020145621498736114,0.05696458957945062,0.9607843137254902,0.206388461226805
