speaker,start,end,duration
SPEAKER_00,1.533,2.427,0.894
SPEAKER_00,2.967,4.385,1.418
SPEAKER_00,5.92,10.443,4.523
SPEAKER_01,11.101,12.08,0.979
SPEAKER_00,11.101,14.392,3.291
SPEAKER_01,13.21,14.324,1.114
