speaker,start,end,duration
SPEAKER_00,1.533,6.308,4.776
SPEAKER_00,7.085,8.148,1.063
SPEAKER_01,7.574,7.945,0.371
SPEAKER_00,8.452,9.329,0.878
SPEAKER_00,9.852,10.645,0.793
SPEAKER_00,11.27,12.265,0.996
SPEAKER_00,12.502,12.805,0.304
SPEAKER_00,13.818,14.341,0.523
SPEAKER_00,15.134,17.986,2.852
SPEAKER_00,18.307,19.032,0.726
