speaker,start,end,duration
SPEAKER_00,1.955,2.461,0.506
SPEAKER_00,5.026,5.836,0.81
SPEAKER_00,7.0,9.143,2.143
SPEAKER_00,10.223,11.337,1.114
SPEAKER_01,10.544,11.303,0.759
SPEAKER_00,11.978,12.704,0.726
