speaker,start,end,duration
SPEAKER_00,0.031,0.098,0.068
SPEAKER_00,1.178,6.73,5.552
SPEAKER_00,7.22,10.055,2.835
SPEAKER_01,7.27,7.76,0.489
SPEAKER_01,9.194,9.717,0.523
