speaker,start,end,duration
SPEAKER_00,2.849,3.997,1.147
SPEAKER_00,9.464,10.932,1.468
SPEAKER_01,11.708,12.569,0.861
SPEAKER_00,12.738,13.48,0.743
SPEAKER_01,13.818,15.927,2.109
SPEAKER_01,17.21,17.767,0.557
