speaker,start,end,duration
SPEAKER_00,0.031,0.233,0.203
SPEAKER_00,1.482,8.013,6.531
SPEAKER_00,9.582,13.767,4.185
SPEAKER_00,14.948,20.618,5.67
SPEAKER_01,16.028,16.754,0.726
SPEAKER_01,17.48,18.526,1.046
SPEAKER_01,19.673,20.18,0.506
