speaker,start,end,duration
SPEAKER_00,2.917,4.317,1.401
SPEAKER_00,8.215,9.768,1.552
SPEAKER_00,11.422,14.611,3.189
SPEAKER_00,15.978,20.956,4.978
SPEAKER_01,19.758,20.365,0.608
