speaker,start,end,duration
SPEAKER_00,0.031,2.107,2.076
SPEAKER_00,4.064,5.262,1.198
SPEAKER_00,6.089,6.595,0.506
SPEAKER_00,7.321,12.181,4.86
SPEAKER_00,13.042,13.43,0.388
SPEAKER_00,13.548,13.852,0.304
