speaker,start,end,duration
SPEAKER_00,1.82,8.249,6.429
SPEAKER_01,5.195,5.38,0.186
SPEAKER_01,7.743,8.198,0.456
SPEAKER_00,9.278,10.662,1.384
SPEAKER_01,10.747,11.236,0.489
SPEAKER_00,11.708,13.092,1.384
SPEAKER_01,13.261,14.729,1.468
SPEAKER_00,15.505,16.484,0.979
SPEAKER_01,16.585,17.142,0.557
SPEAKER_00,17.446,18.323,0.877
SPEAKER_01,18.948,19.387,0.439
SPEAKER_00,19.488,19.808,0.321
