speaker,start,end,duration
SPEAKER_01,3.912,5.482,1.569
SPEAKER_00,6.629,7.675,1.046
SPEAKER_01,7.928,10.072,2.143
SPEAKER_00,10.257,11.05,0.793
SPEAKER_01,10.763,11.017,0.253
SPEAKER_01,11.05,11.371,0.321
SPEAKER_00,11.978,14.206,2.227
SPEAKER_00,14.493,15.337,0.844
SPEAKER_00,15.725,16.619,0.894
SPEAKER_01,17.075,22.306,5.231
SPEAKER_00,22.964,23.943,0.979
SPEAKER_01,24.263,25.327,1.063
SPEAKER_00,25.681,29.09,3.409
