speaker,start,end,duration
SPEAKER_00,1.178,3.052,1.873
SPEAKER_00,4.03,4.807,0.776
SPEAKER_00,5.684,9.65,3.966
SPEAKER_01,9.312,9.532,0.219
SPEAKER_00,10.612,11.05,0.439
SPEAKER_00,11.371,12.923,1.553
SPEAKER_00,13.582,20.382,6.801
SPEAKER_01,19.488,19.96,0.473
SPEAKER_01,19.977,19.994,0.017
