speaker,start,end,duration
SPEAKER_00,0.031,0.132,0.101
SPEAKER_00,1.28,6.157,4.877
SPEAKER_01,5.33,5.853,0.523
SPEAKER_00,6.595,7.928,1.333
SPEAKER_01,8.84,13.092,4.253
SPEAKER_00,11.523,12.485,0.962
SPEAKER_01,13.565,13.919,0.354
SPEAKER_00,14.358,15.86,1.502
SPEAKER_01,16.855,19.049,2.194
