speaker,start,end,duration
SPEAKER_00,2.09,5.718,3.628
SPEAKER_00,6.173,6.68,0.506
SPEAKER_00,8.148,9.245,1.097
SPEAKER_00,9.751,11.287,1.536
SPEAKER_00,12.772,15.539,2.768
SPEAKER_00,17.598,18.07,0.473
SPEAKER_00,18.88,20.197,1.316
SPEAKER_00,21.547,21.918,0.371
SPEAKER_00,21.968,23.234,1.266
SPEAKER_00,23.386,25.006,1.62
SPEAKER_00,26.542,31.334,4.793
SPEAKER_01,26.947,27.453,0.506
SPEAKER_01,28.297,28.853,0.557
SPEAKER_00,34.0,35.063,1.063
SPEAKER_00,36.987,40.43,3.442
