speaker,start,end,duration
SPEAKER_00,1.533,5.684,4.151
SPEAKER_01,6.595,7.49,0.894
SPEAKER_01,8.03,8.637,0.608
SPEAKER_01,9.312,9.785,0.473
SPEAKER_00,9.785,12.215,2.43
SPEAKER_01,12.721,14.712,1.991
SPEAKER_00,14.223,17.007,2.784
SPEAKER_01,17.007,18.155,1.148
