speaker,start,end,duration
SPEAKER_00,1.313,3.271,1.958
SPEAKER_00,5.802,6.275,0.473
SPEAKER_00,7.169,7.844,0.675
SPEAKER_00,7.979,9.329,1.35
SPEAKER_01,8.013,8.941,0.928
