speaker,start,end,duration
SPEAKER_00,1.499,6.494,4.995
SPEAKER_01,4.722,5.212,0.489
SPEAKER_00,7.709,8.131,0.422
SPEAKER_00,8.536,15.32,6.784
SPEAKER_01,9.363,10.021,0.658
SPEAKER_01,11.523,13.919,2.396
SPEAKER_01,13.97,14.088,0.118
SPEAKER_01,14.712,15.202,0.489
