speaker,start,end,duration
SPEAKER_00,3.457,4.469,1.013
SPEAKER_00,7.304,11.017,3.713
SPEAKER_01,8.924,9.093,0.169
SPEAKER_00,11.405,11.86,0.456
SPEAKER_00,11.877,12.181,0.304
