speaker,start,end,duration
SPEAKER_00,0.031,0.098,0.068
SPEAKER_00,1.448,2.107,0.658
SPEAKER_00,3.946,8.182,4.236
SPEAKER_00,8.738,12.907,4.168
SPEAKER_01,11.86,11.995,0.135
SPEAKER_00,14.83,16.282,1.451
SPEAKER_00,16.433,17.615,1.181
SPEAKER_00,19.066,19.977,0.911
SPEAKER_00,20.078,21.597,1.519
SPEAKER_01,20.99,21.378,0.388
