speaker,start,end,duration
SPEAKER_00,1.33,3.76,2.43
SPEAKER_00,4.57,5.279,0.709
SPEAKER_00,5.92,6.376,0.456
SPEAKER_00,6.511,7.388,0.878
SPEAKER_00,8.114,10.088,1.974
SPEAKER_00,10.527,11.0,0.473
