speaker,start,end,duration
SPEAKER_00,2.005,4.452,2.447
SPEAKER_00,5.06,5.397,0.338
SPEAKER_00,6.157,11.894,5.737
SPEAKER_01,9.43,10.088,0.658
SPEAKER_00,11.945,12.755,0.81
SPEAKER_01,11.962,12.35,0.388
