speaker,start,end,duration
SPEAKER_00,3.153,6.393,3.24
SPEAKER_00,6.73,10.358,3.628
SPEAKER_01,9.65,10.274,0.624
SPEAKER_00,10.915,11.911,0.996
SPEAKER_01,11.422,11.438,0.017
SPEAKER_00,12.383,14.054,1.671
SPEAKER_00,14.24,15.539,1.299
SPEAKER_01,15.218,15.235,0.017
