speaker,start,end,duration
SPEAKER_01,2.039,5.853,3.814
SPEAKER_01,6.157,6.477,0.321
SPEAKER_01,6.68,6.781,0.101
SPEAKER_01,7.135,7.726,0.591
SPEAKER_01,14.189,19.977,5.788
SPEAKER_00,20.72,21.462,0.742
SPEAKER_01,22.154,24.179,2.025
SPEAKER_00,22.323,23.352,1.029
SPEAKER_01,24.567,26.17,1.603
SPEAKER_00,27.588,29.41,1.823
SPEAKER_01,29.596,30.389,0.793
SPEAKER_00,30.76,31.233,0.473
SPEAKER_01,31.604,32.127,0.523
