speaker,start,end,duration
SPEAKER_00,0.031,0.217,0.186
SPEAKER_00,1.313,3.524,2.211
SPEAKER_00,4.03,9.211,5.181
SPEAKER_00,9.346,9.92,0.574
SPEAKER_00,10.949,13.615,2.666
SPEAKER_01,12.89,13.379,0.489
