speaker,start,end,duration
SPEAKER_00,0.031,3.811,3.78
SPEAKER_01,1.803,1.887,0.084
SPEAKER_01,2.14,2.258,0.118
SPEAKER_00,4.013,10.679,6.666
SPEAKER_00,12.788,13.818,1.029
SPEAKER_00,14.122,22.795,8.674
SPEAKER_01,17.446,18.155,0.709
SPEAKER_01,21.968,22.306,0.338
SPEAKER_00,23.133,24.078,0.945
SPEAKER_00,25.023,25.495,0.473
SPEAKER_00,25.647,26.052,0.405
