speaker,start,end,duration
SPEAKER_00,0.031,0.098,0.068
SPEAKER_00,1.212,1.921,0.709
SPEAKER_00,4.621,12.316,7.695
SPEAKER_01,13.295,14.223,0.928
SPEAKER_00,14.611,16.383,1.772
SPEAKER_01,16.906,19.927,3.021
SPEAKER_00,18.087,21.732,3.645
SPEAKER_00,24.888,26.525,1.637
SPEAKER_01,27.2,27.908,0.709
SPEAKER_00,27.841,28.28,0.439
