speaker,start,end,duration
SPEAKER_00,3.085,5.026,1.941
SPEAKER_00,5.836,7.574,1.738
SPEAKER_01,6.545,6.764,0.219
SPEAKER_00,8.755,10.392,1.637
SPEAKER_00,11.607,12.35,0.742
SPEAKER_00,13.092,15.168,2.076
SPEAKER_00,15.657,20.23,4.573
SPEAKER_01,19.69,20.146,0.456
SPEAKER_00,20.298,20.686,0.388
