speaker,start,end,duration
SPEAKER_00,0.031,0.098,0.068
SPEAKER_00,1.465,4.638,3.172
SPEAKER_00,5.077,5.937,0.861
SPEAKER_00,6.072,8.468,2.396
SPEAKER_01,6.14,6.764,0.624
SPEAKER_00,9.346,11.422,2.076
SPEAKER_00,12.113,13.396,1.282
SPEAKER_00,14.881,17.429,2.548
SPEAKER_00,18.003,18.526,0.523
SPEAKER_00,19.724,20.467,0.742
