speaker,start,end,duration
SPEAKER_00,0.031,0.284,0.253
SPEAKER_00,1.246,7.827,6.581
SPEAKER_01,6.46,7.608,1.148
SPEAKER_00,8.047,8.823,0.776
SPEAKER_01,8.131,8.57,0.439
