speaker,start,end,duration
SPEAKER_00,2.68,3.76,1.08
SPEAKER_00,5.347,12.164,6.818
SPEAKER_01,9.278,9.413,0.135
SPEAKER_00,12.704,13.042,0.337
SPEAKER_00,13.227,13.514,0.287
