time,CoG,filename
30.05155072320264,1209.0014240260396,103_203_30_1_20250113_153310_exam_ground.wav
32.16726166150673,1308.0553129611005,103_203_30_1_20250113_153310_exam_ground.wav
34.28297259981081,1508.5101585413597,103_203_30_1_20250113_153310_exam_ground.wav
36.3986835381149,1762.0940896045577,103_203_30_1_20250113_153310_exam_ground.wav
38.51439447641898,1985.1897878360337,103_203_30_1_20250113_153310_exam_ground.wav
40.630105414723076,2151.8258063257454,103_203_30_1_20250113_153310_exam_ground.wav
42.74581635302715,2264.599261210246,103_203_30_1_20250113_153310_exam_ground.wav
44.86152729133124,2343.2766628796967,103_203_30_1_20250113_153310_exam_ground.wav
46.977238229635326,2390.213802852139,103_203_30_1_20250113_153310_exam_ground.wav
49.092949167939416,2408.2823633463477,103_203_30_1_20250113_153310_exam_ground.wav
51.20866010624351,2387.041040673743,103_203_30_1_20250113_153310_exam_ground.wav
53.32437104454758,2312.2915540354625,103_203_30_1_20250113_153310_exam_ground.wav
55.44008198285168,2230.3623826126277,103_203_30_1_20250113_153310_exam_ground.wav
57.555792921155756,2139.465908131948,103_203_30_1_20250113_153310_exam_ground.wav
59.67150385945985,2071.5837890319463,103_203_30_1_20250113_153310_exam_ground.wav
61.78721479776393,2031.4324722628696,103_203_30_1_20250113_153310_exam_ground.wav
63.90292573606801,1995.5135022500638,103_203_30_1_20250113_153310_exam_ground.wav
66.0186366743721,1975.2208929054025,103_203_30_1_20250113_153310_exam_ground.wav
68.1343476126762,1935.1772185996983,103_203_30_1_20250113_153310_exam_ground.wav
70.25005855098028,1893.4662470514886,103_203_30_1_20250113_153310_exam_ground.wav
72.36576948928436,1845.2199807684808,103_203_30_1_20250113_153310_exam_ground.wav
74.48148042758845,1811.7634932825404,103_203_30_1_20250113_153310_exam_ground.wav
76.59719136589253,1805.7394317231506,103_203_30_1_20250113_153310_exam_ground.wav
78.71290230419662,1808.3454371584592,103_203_30_1_20250113_153310_exam_ground.wav
80.82861324250071,1802.8163258506943,103_203_30_1_20250113_153310_exam_ground.wav
82.9443241808048,1784.9625056909065,103_203_30_1_20250113_153310_exam_ground.wav
85.06003511910887,1746.0389754622197,103_203_30_1_20250113_153310_exam_ground.wav
87.17574605741297,1681.368819319718,103_203_30_1_20250113_153310_exam_ground.wav
89.29145699571706,1634.4358392246297,103_203_30_1_20250113_153310_exam_ground.wav
91.40716793402113,1616.5326740500966,103_203_30_1_20250113_153310_exam_ground.wav
93.52287887232522,1602.0645728315126,103_203_30_1_20250113_153310_exam_ground.wav
95.63858981062931,1577.9032484555003,103_203_30_1_20250113_153310_exam_ground.wav
97.7543007489334,1528.984111165454,103_203_30_1_20250113_153310_exam_ground.wav
99.87001168723747,1474.8528128751088,103_203_30_1_20250113_153310_exam_ground.wav
