time,audio,envelope,filename,envelope_norm,envelope_change
0.0,0.0,4.143028033900145e-05,108_208_47_1_20250114_163536_yellow_board.wav,0.021918592955100367,-7.522770141569766e-05
2.0,-0.0007202148437499,4.506740122048603e-05,108_208_47_1_20250114_163536_yellow_board.wav,0.02201138368411456,5.831143966354383e-06
4.0,3.051757812500001e-06,4.861110313801864e-05,108_208_47_1_20250114_163536_yellow_board.wav,0.022101791095650084,8.429036194836257e-05
6.0,-0.0002532958984375,5.200223877964778e-05,108_208_47_1_20250114_163536_yellow_board.wav,0.02218830621533572,0.00015866469925060461
8.0,0.0001068115234375,5.518900377817758e-05,108_208_47_1_20250114_163536_yellow_board.wav,0.022269607403018487,0.00022786004327042864
10.0,-0.000274658203125,5.813124444805779e-05,108_208_47_1_20250114_163536_yellow_board.wav,0.022344670252340652,0.000291164989557457
12.0,-0.0001800537109374,6.0798979646632495e-05,108_208_47_1_20250114_163536_yellow_board.wav,0.022412729880260284,0.0003482086539912239
14.0,-6.103515625000477e-05,6.31730541415356e-05,108_208_47_1_20250114_163536_yellow_board.wav,0.02247329759585024,0.00039891485539852317
16.0,-0.00030517578125,6.524135070337143e-05,108_208_47_1_20250114_163536_yellow_board.wav,0.022526064262684792,0.00044345406242570916
18.0,-2.7465820312512916e-05,6.699572370694549e-05,108_208_47_1_20250114_163536_yellow_board.wav,0.022570822068451755,0.0004821943003074639
20.0,0.0001068115234375,6.843130612435919e-05,108_208_47_1_20250114_163536_yellow_board.wav,0.02260744684486485,0.0005156518808112189
22.0,-0.0003082275390625,6.95489120817611e-05,108_208_47_1_20250114_163536_yellow_board.wav,0.02263595936202254,0.0005444425085357965
24.0,0.0003540039062499,7.03529994184922e-05,108_208_47_1_20250114_163536_yellow_board.wav,0.022656473348936248,0.0005692331805139836
26.0,-0.0001373291015625,7.085173121735727e-05,108_208_47_1_20250114_163536_yellow_board.wav,0.022669197063299125,0.0005906952748816663
28.0,-0.000244140625,7.10611525320703e-05,108_208_47_1_20250114_163536_yellow_board.wav,0.022674539848732033,0.0006094592201070742
30.0,-9.1552734375e-05,7.09994564510228e-05,108_208_47_1_20250114_163536_yellow_board.wav,0.022672965849812488,0.0006260721454326698
32.0,0.000152587890625,7.068428151976219e-05,108_208_47_1_20250114_163536_yellow_board.wav,0.02266492506354455,0.0006409648425293047
34.0,-0.0002502441406249,7.013615089657183e-05,108_208_47_1_20250114_163536_yellow_board.wav,0.02265094107956982,0.000654438913538034
36.0,-0.0001678466796875,6.937865610158838e-05,108_208_47_1_20250114_163536_yellow_board.wav,0.022631615768000223,0.0006666769585486368
38.0,7.32421875e-05,6.843782999294603e-05,108_208_47_1_20250114_163536_yellow_board.wav,0.02260761328269903,0.0006777649067045251
40.0,-0.00048828125,6.733999761632741e-05,108_208_47_1_20250114_163536_yellow_board.wav,0.022579605231858486,0.0006877150382886158
