time,CoG,filename
30.392467532651896,2524.322638457222,103_203_36_1_20250113_153454_flannel_ground.wav
32.50817847095598,2569.1168454243557,103_203_36_1_20250113_153454_flannel_ground.wav
34.623889409260066,2597.4421746855564,103_203_36_1_20250113_153454_flannel_ground.wav
36.739600347564156,2585.4312203401523,103_203_36_1_20250113_153454_flannel_ground.wav
38.85531128586823,2536.319553382359,103_203_36_1_20250113_153454_flannel_ground.wav
40.97102222417233,2472.1303945555937,103_203_36_1_20250113_153454_flannel_ground.wav
43.086733162476406,2408.525683549798,103_203_36_1_20250113_153454_flannel_ground.wav
45.2024441007805,2380.690082199673,103_203_36_1_20250113_153454_flannel_ground.wav
47.31815503908458,2376.815387675914,103_203_36_1_20250113_153454_flannel_ground.wav
49.43386597738867,2359.501698157497,103_203_36_1_20250113_153454_flannel_ground.wav
51.54957691569276,2306.8696397001177,103_203_36_1_20250113_153454_flannel_ground.wav
53.66528785399684,2243.8856838348333,103_203_36_1_20250113_153454_flannel_ground.wav
55.780998792300934,2189.2637279654673,103_203_36_1_20250113_153454_flannel_ground.wav
57.89670973060501,2141.369964851705,103_203_36_1_20250113_153454_flannel_ground.wav
60.0124206689091,2078.0775093104307,103_203_36_1_20250113_153454_flannel_ground.wav
62.128131607213184,2022.4339517094108,103_203_36_1_20250113_153454_flannel_ground.wav
64.24384254551727,1993.586056205333,103_203_36_1_20250113_153454_flannel_ground.wav
66.35955348382136,1993.9563730280602,103_203_36_1_20250113_153454_flannel_ground.wav
68.47526442212545,1993.4473409426034,103_203_36_1_20250113_153454_flannel_ground.wav
70.59097536042954,1977.5840948566856,103_203_36_1_20250113_153454_flannel_ground.wav
72.70668629873362,1940.3627695635043,103_203_36_1_20250113_153454_flannel_ground.wav
74.8223972370377,1871.6495694246926,103_203_36_1_20250113_153454_flannel_ground.wav
76.93810817534178,1830.0924096574033,103_203_36_1_20250113_153454_flannel_ground.wav
79.05381911364587,1811.3196567853925,103_203_36_1_20250113_153454_flannel_ground.wav
81.16953005194996,1791.6486463304461,103_203_36_1_20250113_153454_flannel_ground.wav
83.28524099025405,1768.3611117095927,103_203_36_1_20250113_153454_flannel_ground.wav
85.40095192855813,1753.8898861312427,103_203_36_1_20250113_153454_flannel_ground.wav
87.51666286686222,1741.557884747556,103_203_36_1_20250113_153454_flannel_ground.wav
89.63237380516631,1718.8396438399323,103_203_36_1_20250113_153454_flannel_ground.wav
91.74808474347039,1662.108267429381,103_203_36_1_20250113_153454_flannel_ground.wav
93.86379568177448,1614.7904503580405,103_203_36_1_20250113_153454_flannel_ground.wav
95.97950662007857,1595.288109083836,103_203_36_1_20250113_153454_flannel_ground.wav
98.09521755838266,1604.4750918334062,103_203_36_1_20250113_153454_flannel_ground.wav
100.21092849668672,1631.5061281050719,103_203_36_1_20250113_153454_flannel_ground.wav
102.32663943499082,1665.4066374948054,103_203_36_1_20250113_153454_flannel_ground.wav
104.44235037329491,1710.4741530813617,103_203_36_1_20250113_153454_flannel_ground.wav
106.558061311599,1698.6989966317283,103_203_36_1_20250113_153454_flannel_ground.wav
108.67377224990307,1663.0458779318976,103_203_36_1_20250113_153454_flannel_ground.wav
110.78948318820717,1632.4814702657816,103_203_36_1_20250113_153454_flannel_ground.wav
112.90519412651126,1620.4029128373957,103_203_36_1_20250113_153454_flannel_ground.wav
115.02090506481535,1566.2124784676034,103_203_36_1_20250113_153454_flannel_ground.wav
