time,audio,envelope,filename,envelope_norm,envelope_change
0.0,0.0,2.7847201775885764e-05,103_203_20_1_20250113_152735_bitter_board.wav,0.02831235948706997,-5.2021603437471916e-05
2.0,0.0,3.1060927143917904e-05,103_203_20_1_20250113_152735_bitter_board.wav,0.028632385396608437,6.924841422797145e-05
4.0,-0.000238037109375,3.434461354654351e-05,103_203_20_1_20250113_152735_bitter_board.wav,0.02895937809427097,0.00018652338593153073
6.0,3.0517578125e-05,3.766277887918763e-05,103_203_20_1_20250113_152735_bitter_board.wav,0.029289804237444705,0.0002980056875541415
8.0,0.0001068115234374,4.098713275667249e-05,103_203_20_1_20250113_152735_bitter_board.wav,0.029620846641955224,0.00040223672463528465
10.0,-7.62939453125e-05,4.42944011119654e-05,103_203_20_1_20250113_152735_bitter_board.wav,0.029950187653486185,0.000498098217233497
12.0,-0.00020751953125,4.756473978972216e-05,103_203_20_1_20250113_152735_bitter_board.wav,0.0302758511716756,0.0005847873060505786
14.0,-0.00028076171875,5.078102600608969e-05,103_203_20_1_20250113_152735_bitter_board.wav,0.03059613209299133,0.0006617907027672407
16.0,-0.0001464843749999,5.392602989661056e-05,103_203_20_1_20250113_152735_bitter_board.wav,0.030909314650710083,0.0007288585482668734
18.0,0.0001068115234375,5.6982666953308775e-05,103_203_20_1_20250113_152735_bitter_board.wav,0.031213697552848925,0.0007859783831636317
20.0,-0.0001220703125,5.993642207866498e-05,103_203_20_1_20250113_152735_bitter_board.wav,0.03150783537182655,0.0008333494283256201
22.0,9.155273437500478e-05,6.27751559575531e-05,103_203_20_1_20250113_152735_bitter_board.wav,0.03179051926279173,0.0008713573056595592
24.0,-0.000146484375,6.548916526568423e-05,103_203_20_1_20250113_152735_bitter_board.wav,0.032060782959238934,0.0009005493703978785
26.0,-7.629394531249282e-05,6.806740695284532e-05,103_203_20_1_20250113_152735_bitter_board.wav,0.03231752678344721,0.0009216108204683867
28.0,-0.000164794921875,7.049537224500351e-05,103_203_20_1_20250113_152735_bitter_board.wav,0.03255930593753421,0.0009353415886709641
30.0,-0.0001220703125,7.275408207847088e-05,103_203_20_1_20250113_152735_bitter_board.wav,0.03278423046780964,0.0009426337371464847
32.0,-5.187988281250192e-05,7.481688918115992e-05,103_203_20_1_20250113_152735_bitter_board.wav,0.03298964681290471,0.0009444487705002959
34.0,-0.0001708984374999,7.665012360510692e-05,103_203_20_1_20250113_152735_bitter_board.wav,0.03317220208653101,0.0009417940222940109
36.0,-0.0003326416015624,7.821896467465057e-05,103_203_20_1_20250113_152735_bitter_board.wav,0.03332842881181259,0.0009356971201116529
38.0,0.000616455078125,7.949622914636985e-05,103_203_20_1_20250113_152735_bitter_board.wav,0.03345562005483203,0.0009271776982661182
40.0,-0.0004119873046875,8.046386101879668e-05,103_203_20_1_20250113_152735_bitter_board.wav,0.033551977781336034,0.0009172160806911125
42.0,-0.0002044677734375,8.111615267538225e-05,103_203_20_1_20250113_152735_bitter_board.wav,0.03361693362129661,0.0009067193329856948
44.0,-0.0002593994140625,8.145690309964152e-05,103_203_20_1_20250113_152735_bitter_board.wav,0.03365086588120094,0.0008964855628376864
46.0,-8.239746093749139e-05,8.149729010742321e-05,103_203_20_1_20250113_152735_bitter_board.wav,0.033654887658863535,0.0008871675278500967
48.0,-0.0001892089843749,8.125059143989539e-05,103_203_20_1_20250113_152735_bitter_board.wav,0.033630321164712276,0.0008792403733631492
50.0,-0.000640869140625,8.072879135548913e-05,103_203_20_1_20250113_152735_bitter_board.wav,0.033578359802901324,0.0008729861782843043
52.0,-5.187988281247896e-05,7.994556077163779e-05,103_203_20_1_20250113_152735_bitter_board.wav,0.033500364936734875,0.000868504419962358
54.0,-0.0002960205078125,7.891893465359376e-05,103_203_20_1_20250113_152735_bitter_board.wav,0.03339813250565936,0.0008657406704765671
56.0,2.74658203125e-05,7.767228676647798e-05,103_203_20_1_20250113_152735_bitter_board.wav,0.03327399009202408,0.0008645196018085613
58.0,-0.0001495361328125,7.623197250901338e-05,103_203_20_1_20250113_152735_bitter_board.wav,0.033130562192163246,0.0008645758994286564
60.0,-0.0002288818359375,7.46251284284934e-05,103_203_20_1_20250113_152735_bitter_board.wav,0.03297055108994832,0.000865581991160792
62.0,5.493164062499235e-05,7.287959763334427e-05,103_203_20_1_20250113_152735_bitter_board.wav,0.03279672942929812,0.0008671722827241214
64.0,-1.8310546875022947e-05,7.102338994043484e-05,103_203_20_1_20250113_152735_bitter_board.wav,0.03261188645512097,0.0008689637836147678
66.0,-0.0001190185546874,6.908286660382225e-05,103_203_20_1_20250113_152735_bitter_board.wav,0.03241864724683095,0.0008705731390355371
68.0,-0.0004455566406249,6.707904171760692e-05,103_203_20_1_20250113_152735_bitter_board.wav,0.03221910440843355,0.0008716302191981455
70.0,-0.0001678466796875,6.502920300025273e-05,103_203_20_1_20250113_152735_bitter_board.wav,0.03201497946781048,0.0008717886238674713
72.0,3.662109375000574e-05,6.294997911938974e-05,103_203_20_1_20250113_152735_bitter_board.wav,0.03180792832391801,0.0008707336172271065
74.0,-0.0001007080078125,6.085621358458095e-05,103_203_20_1_20250113_152735_bitter_board.wav,0.03159942910792937,0.0008681879691609787
76.0,-5.18798828125e-05,5.8760133459704855e-05,103_203_20_1_20250113_152735_bitter_board.wav,0.03139069940280223,0.0008639160471835879
78.0,-7.9345703125e-05,5.667478513533879e-05,103_203_20_1_20250113_152735_bitter_board.wav,0.031183038380846764,0.0008577264373204038
80.0,-0.00018310546875,5.4613615150244965e-05,103_203_20_1_20250113_152735_bitter_board.wav,0.030977785061520057,0.0008494733079508117
82.0,0.0001190185546875,5.258930809154298e-05,103_203_20_1_20250113_152735_bitter_board.wav,0.03077620258839077,0.0008390566153172696
84.0,2.44140625e-05,5.061161204818559e-05,103_203_20_1_20250113_152735_bitter_board.wav,0.030579261685673362,0.000826421210126703
86.0,-7.32421875e-05,4.8688372093790206e-05,103_203_20_1_20250113_152735_bitter_board.wav,0.03038774357345739,0.0008115549942149683
88.0,-3.0517578124999997e-06,4.682688103917583e-05,103_203_20_1_20250113_152735_bitter_board.wav,0.03020237447696379,0.0007944863640519815
90.0,-0.0001068115234375,4.5033429328158434e-05,103_203_20_1_20250113_152735_bitter_board.wav,0.03002378080472878,0.0007752811570292972
