pair_id,participant_1_id,participant_2_id,session_date,trial_end_time,trial_number,clue_giver_id,clue_giver_condition,target_word,taboo_1,taboo_2,taboo_3,taboo_4,taboo_5,audio_file_name,video_clue_giver_cam01,video_clue_giver_cam02,video_guesser_cam01,video_guesser_cam02,textgrid_file_name
111_211,111,211,15/01/2025,15/01/2025 12:20,30,211,ground,pasta,macaroni,noodle,sauce,egg,twist,111_211_30_1_20250115_122026_pasta_ground.wav,111_211_30_1_20250115_122026_pasta_ground_clueGiver_cam01.mp4,111_211_30_1_20250115_122026_pasta_ground_clueGiver_cam02.mp4,111_211_30_1_20250115_122026_pasta_ground_guesser_cam01.mp4,111_211_30_1_20250115_122026_pasta_ground_guesser_cam02.mp4,111_211_30_20250115_122026_pasta_ground_p2.TextGrid
111_211,111,211,15/01/2025,15/01/2025 12:20,31,211,ground,yellow,color,sun,banana,primary,daffodils,111_211_31_1_20250115_122041_yellow_ground.wav,111_211_31_1_20250115_122041_yellow_ground_clueGiver_cam01.mp4,111_211_31_1_20250115_122041_yellow_ground_clueGiver_cam02.mp4,111_211_31_1_20250115_122041_yellow_ground_guesser_cam01.mp4,111_211_31_1_20250115_122041_yellow_ground_guesser_cam02.mp4,111_211_31_20250115_122041_yellow_ground_p2.TextGrid
111_211,111,211,15/01/2025,15/01/2025 12:20,32,211,ground,muscle,body,strength,tissue,strong,flesh,111_211_32_1_20250115_122054_muscle_ground.wav,111_211_32_1_20250115_122054_muscle_ground_clueGiver_cam01.mp4,111_211_32_1_20250115_122054_muscle_ground_clueGiver_cam02.mp4,111_211_32_1_20250115_122054_muscle_ground_guesser_cam01.mp4,111_211_32_1_20250115_122054_muscle_ground_guesser_cam02.mp4,111_211_32_20250115_122054_muscle_ground_p2.TextGrid
111_211,111,211,15/01/2025,15/01/2025 12:21,34,111,board,bitter,taste,sour,flavor,bad,acrid,111_211_34_1_20250115_122122_bitter_board.wav,111_211_34_1_20250115_122122_bitter_board_clueGiver_cam01.mp4,111_211_34_1_20250115_122122_bitter_board_clueGiver_cam02.mp4,111_211_34_1_20250115_122122_bitter_board_guesser_cam01.mp4,111_211_34_1_20250115_122122_bitter_board_guesser_cam02.mp4,111_211_34_20250115_122122_bitter_board_p1.TextGrid
111_211,111,211,15/01/2025,15/01/2025 12:21,35,111,board,butter,bread,margarine,yellow,dairy,spread,111_211_35_1_20250115_122135_butter_board.wav,111_211_35_1_20250115_122135_butter_board_clueGiver_cam01.mp4,111_211_35_1_20250115_122135_butter_board_clueGiver_cam02.mp4,111_211_35_1_20250115_122135_butter_board_guesser_cam01.mp4,111_211_35_1_20250115_122135_butter_board_guesser_cam02.mp4,111_211_35_20250115_122135_butter_board_p1.TextGrid
111_211,111,211,15/01/2025,15/01/2025 12:21,36,111,board,exam,test,bar,fail,pass,mark,111_211_36_1_20250115_122144_exam_board.wav,111_211_36_1_20250115_122144_exam_board_clueGiver_cam01.mp4,111_211_36_1_20250115_122144_exam_board_clueGiver_cam02.mp4,111_211_36_1_20250115_122144_exam_board_guesser_cam01.mp4,111_211_36_1_20250115_122144_exam_board_guesser_cam02.mp4,111_211_36_20250115_122144_exam_board_p1.TextGrid
111_211,111,211,15/01/2025,15/01/2025 12:21,37,111,board,christmas,holiday,december,santa,winter,jesus,111_211_37_1_20250115_122157_christmas_board.wav,111_211_37_1_20250115_122157_christmas_board_clueGiver_cam01.mp4,111_211_37_1_20250115_122157_christmas_board_clueGiver_cam02.mp4,111_211_37_1_20250115_122157_christmas_board_guesser_cam01.mp4,111_211_37_1_20250115_122157_christmas_board_guesser_cam02.mp4,111_211_37_20250115_122157_christmas_board_p1.TextGrid
111_211,111,211,15/01/2025,15/01/2025 12:22,38,111,board,tiger,animal,cat,striped,lion,big,111_211_38_1_20250115_122218_tiger_board.wav,111_211_38_1_20250115_122218_tiger_board_clueGiver_cam01.mp4,111_211_38_1_20250115_122218_tiger_board_clueGiver_cam02.mp4,111_211_38_1_20250115_122218_tiger_board_guesser_cam01.mp4,111_211_38_1_20250115_122218_tiger_board_guesser_cam02.mp4,111_211_38_20250115_122218_tiger_board_p1.TextGrid
111_211,111,211,15/01/2025,15/01/2025 12:22,39,111,board,puppy,dog,baby,small,young,four,111_211_39_1_20250115_122233_puppy_board.wav,111_211_39_1_20250115_122233_puppy_board_clueGiver_cam01.mp4,111_211_39_1_20250115_122233_puppy_board_clueGiver_cam02.mp4,111_211_39_1_20250115_122233_puppy_board_guesser_cam01.mp4,111_211_39_1_20250115_122233_puppy_board_guesser_cam02.mp4,111_211_39_20250115_122233_puppy_board_p1.TextGrid
111_211,111,211,15/01/2025,15/01/2025 12:22,40,111,board,traffic,road,sign,stop,ticket,rush,111_211_40_1_20250115_122245_traffic_board.wav,111_211_40_1_20250115_122245_traffic_board_clueGiver_cam01.mp4,111_211_40_1_20250115_122245_traffic_board_clueGiver_cam02.mp4,111_211_40_1_20250115_122245_traffic_board_guesser_cam01.mp4,111_211_40_1_20250115_122245_traffic_board_guesser_cam02.mp4,111_211_40_20250115_122245_traffic_board_p1.TextGrid
111_211,111,211,15/01/2025,15/01/2025 12:23,41,111,board,cherry,fruit,red,small,sundae,pit,111_211_41_1_20250115_122351_cherry_board.wav,111_211_41_1_20250115_122351_cherry_board_clueGiver_cam01.mp4,111_211_41_1_20250115_122351_cherry_board_clueGiver_cam02.mp4,111_211_41_1_20250115_122351_cherry_board_guesser_cam01.mp4,111_211_41_1_20250115_122351_cherry_board_guesser_cam02.mp4,111_211_41_20250115_122351_cherry_board_p1.TextGrid
111_211,111,211,15/01/2025,15/01/2025 12:24,42,111,board,zipper,clothes,close,pants,teeth,metal,111_211_42_1_20250115_122401_zipper_board.wav,111_211_42_1_20250115_122401_zipper_board_clueGiver_cam01.mp4,111_211_42_1_20250115_122401_zipper_board_clueGiver_cam02.mp4,111_211_42_1_20250115_122401_zipper_board_guesser_cam01.mp4,111_211_42_1_20250115_122401_zipper_board_guesser_cam02.mp4,111_211_42_20250115_122401_zipper_board_p1.TextGrid
111_211,111,211,15/01/2025,15/01/2025 12:24,43,111,board,chlorine,pool,chemical,disinfectant,gas,cleaning,111_211_43_1_20250115_122412_chlorine_board.wav,111_211_43_1_20250115_122412_chlorine_board_clueGiver_cam01.mp4,111_211_43_1_20250115_122412_chlorine_board_clueGiver_cam02.mp4,111_211_43_1_20250115_122412_chlorine_board_guesser_cam01.mp4,111_211_43_1_20250115_122412_chlorine_board_guesser_cam02.mp4,111_211_43_20250115_122412_chlorine_board_p1.TextGrid
111_211,111,211,15/01/2025,15/01/2025 12:24,45,211,board,hunger,stomach,food,feeling,famished,need,111_211_45_1_20250115_122448_hunger_board.wav,111_211_45_1_20250115_122448_hunger_board_clueGiver_cam01.mp4,111_211_45_1_20250115_122448_hunger_board_clueGiver_cam02.mp4,111_211_45_1_20250115_122448_hunger_board_guesser_cam01.mp4,111_211_45_1_20250115_122448_hunger_board_guesser_cam02.mp4,111_211_45_20250115_122448_hunger_board_p2.TextGrid
111_211,111,211,15/01/2025,15/01/2025 12:25,46,211,board,flower,plant,pretty,rose,petals,bloom,111_211_46_1_20250115_122503_flower_board.wav,111_211_46_1_20250115_122503_flower_board_clueGiver_cam01.mp4,111_211_46_1_20250115_122503_flower_board_clueGiver_cam02.mp4,111_211_46_1_20250115_122503_flower_board_guesser_cam01.mp4,111_211_46_1_20250115_122503_flower_board_guesser_cam02.mp4,111_211_46_20250115_122503_flower_board_p2.TextGrid
111_211,111,211,15/01/2025,15/01/2025 12:25,47,211,board,movie,film,cinema,entertainment,moving,actors,111_211_47_1_20250115_122525_movie_board.wav,111_211_47_1_20250115_122525_movie_board_clueGiver_cam01.mp4,111_211_47_1_20250115_122525_movie_board_clueGiver_cam02.mp4,111_211_47_1_20250115_122525_movie_board_guesser_cam01.mp4,111_211_47_1_20250115_122525_movie_board_guesser_cam02.mp4,111_211_47_20250115_122525_movie_board_p2.TextGrid
111_211,111,211,15/01/2025,15/01/2025 12:25,48,211,board,gravy,sauce,brown,potato,meat,mashed,111_211_48_1_20250115_122546_gravy_board.wav,111_211_48_1_20250115_122546_gravy_board_clueGiver_cam01.mp4,111_211_48_1_20250115_122546_gravy_board_clueGiver_cam02.mp4,111_211_48_1_20250115_122546_gravy_board_guesser_cam01.mp4,111_211_48_1_20250115_122546_gravy_board_guesser_cam02.mp4,111_211_48_20250115_122546_gravy_board_p2.TextGrid
111_211,111,211,15/01/2025,15/01/2025 12:26,49,211,board,river,water,stream,flow,big,bridge,111_211_49_1_20250115_122608_river_board.wav,111_211_49_1_20250115_122608_river_board_clueGiver_cam01.mp4,111_211_49_1_20250115_122608_river_board_clueGiver_cam02.mp4,111_211_49_1_20250115_122608_river_board_guesser_cam01.mp4,111_211_49_1_20250115_122608_river_board_guesser_cam02.mp4,111_211_49_20250115_122608_river_board_p2.TextGrid
111_211,111,211,15/01/2025,15/01/2025 12:26,50,211,board,doughnut,hole,bagel,round,food,pastry,111_211_50_1_20250115_122639_doughnut_board.wav,111_211_50_1_20250115_122639_doughnut_board_clueGiver_cam01.mp4,111_211_50_1_20250115_122639_doughnut_board_clueGiver_cam02.mp4,111_211_50_1_20250115_122639_doughnut_board_guesser_cam01.mp4,111_211_50_1_20250115_122639_doughnut_board_guesser_cam02.mp4,111_211_50_20250115_122639_doughnut_board_p2.TextGrid
111_211,111,211,15/01/2025,15/01/2025 12:26,51,211,board,birthday,cake,celebration,age,born,party,111_211_51_1_20250115_122659_birthday_board.wav,111_211_51_1_20250115_122659_birthday_board_clueGiver_cam01.mp4,111_211_51_1_20250115_122659_birthday_board_clueGiver_cam02.mp4,111_211_51_1_20250115_122659_birthday_board_guesser_cam01.mp4,111_211_51_1_20250115_122659_birthday_board_guesser_cam02.mp4,111_211_51_20250115_122659_birthday_board_p2.TextGrid
111_211,111,211,15/01/2025,15/01/2025 12:27,52,211,board,sugar,sweet,white,powder,cane,salt,111_211_52_1_20250115_122715_sugar_board.wav,111_211_52_1_20250115_122715_sugar_board_clueGiver_cam01.mp4,111_211_52_1_20250115_122715_sugar_board_clueGiver_cam02.mp4,111_211_52_1_20250115_122715_sugar_board_guesser_cam01.mp4,111_211_52_1_20250115_122715_sugar_board_guesser_cam02.mp4,111_211_52_20250115_122715_sugar_board_p2.TextGrid
111_211,111,211,15/01/2025,15/01/2025 12:27,53,211,board,siren,noise,police,loud,cars,alarm,111_211_53_1_20250115_122741_siren_board.wav,111_211_53_1_20250115_122741_siren_board_clueGiver_cam01.mp4,111_211_53_1_20250115_122741_siren_board_clueGiver_cam02.mp4,111_211_53_1_20250115_122741_siren_board_guesser_cam01.mp4,111_211_53_1_20250115_122741_siren_board_guesser_cam02.mp4,111_211_53_20250115_122741_siren_board_p2.TextGrid
111_211,111,211,15/01/2025,15/01/2025 12:27,54,211,board,picture,photo,image,photograph,frame,camera,111_211_54_1_20250115_122752_picture_board.wav,111_211_54_1_20250115_122752_picture_board_clueGiver_cam01.mp4,111_211_54_1_20250115_122752_picture_board_clueGiver_cam02.mp4,111_211_54_1_20250115_122752_picture_board_guesser_cam01.mp4,111_211_54_1_20250115_122752_picture_board_guesser_cam02.mp4,111_211_54_20250115_122752_picture_board_p2.TextGrid
115_215,115,215,15/01/2025,15/01/2025 16:19,12,115,ground,music,sound,dance,record,song,notes,115_215_12_1_20250115_161913_music_ground.wav,115_215_12_1_20250115_161913_music_ground_clueGiver_cam01.mp4,115_215_12_1_20250115_161913_music_ground_clueGiver_cam02.mp4,115_215_12_1_20250115_161913_music_ground_guesser_cam01.mp4,115_215_12_1_20250115_161913_music_ground_guesser_cam02.mp4,115_215_12_20250115_161913_music_ground_p1.TextGrid
115_215,115,215,15/01/2025,15/01/2025 16:19,13,115,ground,cologne,perfume,male,smell,scent,stuff,115_215_13_1_20250115_161942_cologne_ground.wav,115_215_13_1_20250115_161942_cologne_ground_clueGiver_cam01.mp4,115_215_13_1_20250115_161942_cologne_ground_clueGiver_cam02.mp4,115_215_13_1_20250115_161942_cologne_ground_guesser_cam01.mp4,115_215_13_1_20250115_161942_cologne_ground_guesser_cam02.mp4,115_215_13_20250115_161942_cologne_ground_p1.TextGrid
115_215,115,215,15/01/2025,15/01/2025 16:20,14,115,ground,coffee,latte,drink,morning,beans,caffeine,115_215_14_1_20250115_162002_coffee_ground.wav,115_215_14_1_20250115_162002_coffee_ground_clueGiver_cam01.mp4,115_215_14_1_20250115_162002_coffee_ground_clueGiver_cam02.mp4,115_215_14_1_20250115_162002_coffee_ground_guesser_cam01.mp4,115_215_14_1_20250115_162002_coffee_ground_guesser_cam02.mp4,115_215_14_20250115_162002_coffee_ground_p1.TextGrid
115_215,115,215,15/01/2025,15/01/2025 16:20,15,115,ground,flower,plant,pretty,rose,petals,bloom,115_215_15_1_20250115_162013_flower_ground.wav,115_215_15_1_20250115_162013_flower_ground_clueGiver_cam01.mp4,115_215_15_1_20250115_162013_flower_ground_clueGiver_cam02.mp4,115_215_15_1_20250115_162013_flower_ground_guesser_cam01.mp4,115_215_15_1_20250115_162013_flower_ground_guesser_cam02.mp4,115_215_15_20250115_162013_flower_ground_p1.TextGrid
115_215,115,215,15/01/2025,15/01/2025 16:21,16,115,ground,flannel,fabric,shirt,material,soft,cotton,115_215_16_1_20250115_162118_flannel_ground.wav,115_215_16_1_20250115_162118_flannel_ground_clueGiver_cam01.mp4,115_215_16_1_20250115_162118_flannel_ground_clueGiver_cam02.mp4,115_215_16_1_20250115_162118_flannel_ground_guesser_cam01.mp4,115_215_16_1_20250115_162118_flannel_ground_guesser_cam02.mp4,115_215_16_20250115_162118_flannel_ground_p1.TextGrid
115_215,115,215,15/01/2025,15/01/2025 16:22,17,115,ground,spinach,vegetable,eat,green,leafy,popeye,115_215_17_1_20250115_162247_spinach_ground.wav,115_215_17_1_20250115_162247_spinach_ground_clueGiver_cam01.mp4,115_215_17_1_20250115_162247_spinach_ground_clueGiver_cam02.mp4,115_215_17_1_20250115_162247_spinach_ground_guesser_cam01.mp4,115_215_17_1_20250115_162247_spinach_ground_guesser_cam02.mp4,115_215_17_20250115_162247_spinach_ground_p1.TextGrid
115_215,115,215,15/01/2025,15/01/2025 16:23,18,115,ground,cherry,fruit,red,small,sundae,pit,115_215_18_1_20250115_162314_cherry_ground.wav,115_215_18_1_20250115_162314_cherry_ground_clueGiver_cam01.mp4,115_215_18_1_20250115_162314_cherry_ground_clueGiver_cam02.mp4,115_215_18_1_20250115_162314_cherry_ground_guesser_cam01.mp4,115_215_18_1_20250115_162314_cherry_ground_guesser_cam02.mp4,115_215_18_20250115_162314_cherry_ground_p1.TextGrid
115_215,115,215,15/01/2025,15/01/2025 16:23,19,115,ground,walnut,fruit,shell,hard,brazil,eat,115_215_19_1_20250115_162352_walnut_ground.wav,115_215_19_1_20250115_162352_walnut_ground_clueGiver_cam01.mp4,115_215_19_1_20250115_162352_walnut_ground_clueGiver_cam02.mp4,115_215_19_1_20250115_162352_walnut_ground_guesser_cam01.mp4,115_215_19_1_20250115_162352_walnut_ground_guesser_cam02.mp4,115_215_19_20250115_162352_walnut_ground_p1.TextGrid
115_215,115,215,15/01/2025,15/01/2025 16:24,20,115,ground,pillow,head,bed,cushion,sleeping,rest,115_215_20_1_20250115_162400_pillow_ground.wav,115_215_20_1_20250115_162400_pillow_ground_clueGiver_cam01.mp4,115_215_20_1_20250115_162400_pillow_ground_clueGiver_cam02.mp4,115_215_20_1_20250115_162400_pillow_ground_guesser_cam01.mp4,115_215_20_1_20250115_162400_pillow_ground_guesser_cam02.mp4,115_215_20_20250115_162400_pillow_ground_p1.TextGrid
115_215,115,215,15/01/2025,15/01/2025 16:24,21,115,ground,muscle,body,strength,tissue,strong,flesh,115_215_21_1_20250115_162406_muscle_ground.wav,115_215_21_1_20250115_162406_muscle_ground_clueGiver_cam01.mp4,115_215_21_1_20250115_162406_muscle_ground_clueGiver_cam02.mp4,115_215_21_1_20250115_162406_muscle_ground_guesser_cam01.mp4,115_215_21_1_20250115_162406_muscle_ground_guesser_cam02.mp4,115_215_21_20250115_162406_muscle_ground_p1.TextGrid
115_215,115,215,15/01/2025,15/01/2025 16:24,23,215,ground,movie,film,cinema,entertainment,moving,actors,115_215_23_1_20250115_162448_movie_ground.wav,115_215_23_1_20250115_162448_movie_ground_clueGiver_cam01.mp4,115_215_23_1_20250115_162448_movie_ground_clueGiver_cam02.mp4,115_215_23_1_20250115_162448_movie_ground_guesser_cam01.mp4,115_215_23_1_20250115_162448_movie_ground_guesser_cam02.mp4,115_215_23_20250115_162448_movie_ground_p2.TextGrid
115_215,115,215,15/01/2025,15/01/2025 16:25,24,215,ground,butter,bread,margarine,yellow,dairy,spread,115_215_24_1_20250115_162504_butter_ground.wav,115_215_24_1_20250115_162504_butter_ground_clueGiver_cam01.mp4,115_215_24_1_20250115_162504_butter_ground_clueGiver_cam02.mp4,115_215_24_1_20250115_162504_butter_ground_guesser_cam01.mp4,115_215_24_1_20250115_162504_butter_ground_guesser_cam02.mp4,115_215_24_20250115_162504_butter_ground_p2.TextGrid
115_215,115,215,15/01/2025,15/01/2025 16:25,25,215,ground,chlorine,pool,chemical,disinfectant,gas,cleaning,115_215_25_1_20250115_162529_chlorine_ground.wav,115_215_25_1_20250115_162529_chlorine_ground_clueGiver_cam01.mp4,115_215_25_1_20250115_162529_chlorine_ground_clueGiver_cam02.mp4,115_215_25_1_20250115_162529_chlorine_ground_guesser_cam01.mp4,115_215_25_1_20250115_162529_chlorine_ground_guesser_cam02.mp4,115_215_25_20250115_162529_chlorine_ground_p2.TextGrid
115_215,115,215,15/01/2025,15/01/2025 16:26,26,215,ground,beauty,pretty,beast,looks,prettiness,good,115_215_26_1_20250115_162612_beauty_ground.wav,115_215_26_1_20250115_162612_beauty_ground_clueGiver_cam01.mp4,115_215_26_1_20250115_162612_beauty_ground_clueGiver_cam02.mp4,115_215_26_1_20250115_162612_beauty_ground_guesser_cam01.mp4,115_215_26_1_20250115_162612_beauty_ground_guesser_cam02.mp4,115_215_26_20250115_162612_beauty_ground_p2.TextGrid
115_215,115,215,15/01/2025,15/01/2025 16:26,27,215,ground,gravy,sauce,brown,potato,meat,mashed,115_215_27_1_20250115_162642_gravy_ground.wav,115_215_27_1_20250115_162642_gravy_ground_clueGiver_cam01.mp4,115_215_27_1_20250115_162642_gravy_ground_clueGiver_cam02.mp4,115_215_27_1_20250115_162642_gravy_ground_guesser_cam01.mp4,115_215_27_1_20250115_162642_gravy_ground_guesser_cam02.mp4,115_215_27_20250115_162642_gravy_ground_p2.TextGrid
115_215,115,215,15/01/2025,15/01/2025 16:26,28,215,ground,christmas,holiday,december,santa,winter,jesus,115_215_28_1_20250115_162652_christmas_ground.wav,115_215_28_1_20250115_162652_christmas_ground_clueGiver_cam01.mp4,115_215_28_1_20250115_162652_christmas_ground_clueGiver_cam02.mp4,115_215_28_1_20250115_162652_christmas_ground_guesser_cam01.mp4,115_215_28_1_20250115_162652_christmas_ground_guesser_cam02.mp4,115_215_28_20250115_162652_christmas_ground_p2.TextGrid
115_215,115,215,15/01/2025,15/01/2025 16:27,29,215,ground,birthday,cake,celebration,age,born,party,115_215_29_1_20250115_162702_birthday_ground.wav,115_215_29_1_20250115_162702_birthday_ground_clueGiver_cam01.mp4,115_215_29_1_20250115_162702_birthday_ground_clueGiver_cam02.mp4,115_215_29_1_20250115_162702_birthday_ground_guesser_cam01.mp4,115_215_29_1_20250115_162702_birthday_ground_guesser_cam02.mp4,115_215_29_20250115_162702_birthday_ground_p2.TextGrid
115_215,115,215,15/01/2025,15/01/2025 16:27,30,215,ground,jungle,forest,jeep,gorilla,leopard,camp,115_215_30_1_20250115_162711_jungle_ground.wav,115_215_30_1_20250115_162711_jungle_ground_clueGiver_cam01.mp4,115_215_30_1_20250115_162711_jungle_ground_clueGiver_cam02.mp4,115_215_30_1_20250115_162711_jungle_ground_guesser_cam01.mp4,115_215_30_1_20250115_162711_jungle_ground_guesser_cam02.mp4,115_215_30_20250115_162711_jungle_ground_p2.TextGrid
115_215,115,215,15/01/2025,15/01/2025 16:27,31,215,ground,pasta,macaroni,noodle,sauce,egg,twist,115_215_31_1_20250115_162719_pasta_ground.wav,115_215_31_1_20250115_162719_pasta_ground_clueGiver_cam01.mp4,115_215_31_1_20250115_162719_pasta_ground_clueGiver_cam02.mp4,115_215_31_1_20250115_162719_pasta_ground_guesser_cam01.mp4,115_215_31_1_20250115_162719_pasta_ground_guesser_cam02.mp4,115_215_31_20250115_162719_pasta_ground_p2.TextGrid
115_215,115,215,15/01/2025,15/01/2025 16:27,32,215,ground,leather,wallet,material,shoe,cow,suede,115_215_32_1_20250115_162740_leather_ground.wav,115_215_32_1_20250115_162740_leather_ground_clueGiver_cam01.mp4,115_215_32_1_20250115_162740_leather_ground_clueGiver_cam02.mp4,115_215_32_1_20250115_162740_leather_ground_guesser_cam01.mp4,115_215_32_1_20250115_162740_leather_ground_guesser_cam02.mp4,115_215_32_20250115_162740_leather_ground_p2.TextGrid
115_215,115,215,15/01/2025,15/01/2025 16:28,34,115,board,blanket,bed,sleeping,cover,warm,keeping,115_215_34_1_20250115_162815_blanket_board.wav,115_215_34_1_20250115_162815_blanket_board_clueGiver_cam01.mp4,115_215_34_1_20250115_162815_blanket_board_clueGiver_cam02.mp4,115_215_34_1_20250115_162815_blanket_board_guesser_cam01.mp4,115_215_34_1_20250115_162815_blanket_board_guesser_cam02.mp4,115_215_34_20250115_162815_blanket_board_p1.TextGrid
115_215,115,215,15/01/2025,15/01/2025 16:28,35,115,board,tiger,animal,cat,striped,lion,big,115_215_35_1_20250115_162826_tiger_board.wav,115_215_35_1_20250115_162826_tiger_board_clueGiver_cam01.mp4,115_215_35_1_20250115_162826_tiger_board_clueGiver_cam02.mp4,115_215_35_1_20250115_162826_tiger_board_guesser_cam01.mp4,115_215_35_1_20250115_162826_tiger_board_guesser_cam02.mp4,115_215_35_20250115_162826_tiger_board_p1.TextGrid
115_215,115,215,15/01/2025,15/01/2025 16:29,36,115,board,bitter,taste,sour,flavor,bad,acrid,115_215_36_1_20250115_162937_bitter_board.wav,115_215_36_1_20250115_162937_bitter_board_clueGiver_cam01.mp4,115_215_36_1_20250115_162937_bitter_board_clueGiver_cam02.mp4,115_215_36_1_20250115_162937_bitter_board_guesser_cam01.mp4,115_215_36_1_20250115_162937_bitter_board_guesser_cam02.mp4,115_215_36_20250115_162937_bitter_board_p1.TextGrid
115_215,115,215,15/01/2025,15/01/2025 16:30,37,115,board,river,water,stream,flow,big,bridge,115_215_37_1_20250115_163015_river_board.wav,115_215_37_1_20250115_163015_river_board_clueGiver_cam01.mp4,115_215_37_1_20250115_163015_river_board_clueGiver_cam02.mp4,115_215_37_1_20250115_163015_river_board_guesser_cam01.mp4,115_215_37_1_20250115_163015_river_board_guesser_cam02.mp4,115_215_37_20250115_163015_river_board_p1.TextGrid
115_215,115,215,15/01/2025,15/01/2025 16:30,38,115,board,bacon,pork,pig,egg,side,ham,115_215_38_1_20250115_163038_bacon_board.wav,115_215_38_1_20250115_163038_bacon_board_clueGiver_cam01.mp4,115_215_38_1_20250115_163038_bacon_board_clueGiver_cam02.mp4,115_215_38_1_20250115_163038_bacon_board_guesser_cam01.mp4,115_215_38_1_20250115_163038_bacon_board_guesser_cam02.mp4,115_215_38_20250115_163038_bacon_board_p1.TextGrid
115_215,115,215,15/01/2025,15/01/2025 16:30,39,115,board,siren,noise,police,loud,cars,alarm,115_215_39_1_20250115_163049_siren_board.wav,115_215_39_1_20250115_163049_siren_board_clueGiver_cam01.mp4,115_215_39_1_20250115_163049_siren_board_clueGiver_cam02.mp4,115_215_39_1_20250115_163049_siren_board_guesser_cam01.mp4,115_215_39_1_20250115_163049_siren_board_guesser_cam02.mp4,115_215_39_20250115_163049_siren_board_p1.TextGrid
115_215,115,215,15/01/2025,15/01/2025 16:30,40,115,board,doughnut,hole,bagel,round,food,pastry,115_215_40_1_20250115_163058_doughnut_board.wav,115_215_40_1_20250115_163058_doughnut_board_clueGiver_cam01.mp4,115_215_40_1_20250115_163058_doughnut_board_clueGiver_cam02.mp4,115_215_40_1_20250115_163058_doughnut_board_guesser_cam01.mp4,115_215_40_1_20250115_163058_doughnut_board_guesser_cam02.mp4,115_215_40_20250115_163058_doughnut_board_p1.TextGrid
115_215,115,215,15/01/2025,15/01/2025 16:31,41,115,board,balloon,helium,dirigible,round,air,blow,115_215_41_1_20250115_163119_balloon_board.wav,115_215_41_1_20250115_163119_balloon_board_clueGiver_cam01.mp4,115_215_41_1_20250115_163119_balloon_board_clueGiver_cam02.mp4,115_215_41_1_20250115_163119_balloon_board_guesser_cam01.mp4,115_215_41_1_20250115_163119_balloon_board_guesser_cam02.mp4,115_215_41_20250115_163119_balloon_board_p1.TextGrid
115_215,115,215,15/01/2025,15/01/2025 16:31,42,115,board,traffic,road,sign,stop,ticket,rush,115_215_42_1_20250115_163149_traffic_board.wav,115_215_42_1_20250115_163149_traffic_board_clueGiver_cam01.mp4,115_215_42_1_20250115_163149_traffic_board_clueGiver_cam02.mp4,115_215_42_1_20250115_163149_traffic_board_guesser_cam01.mp4,115_215_42_1_20250115_163149_traffic_board_guesser_cam02.mp4,115_215_42_20250115_163149_traffic_board_p1.TextGrid
115_215,115,215,15/01/2025,15/01/2025 16:32,43,115,board,soda,drink,beverage,pop,carbonnated,coke,115_215_43_1_20250115_163208_soda_board.wav,115_215_43_1_20250115_163208_soda_board_clueGiver_cam01.mp4,115_215_43_1_20250115_163208_soda_board_clueGiver_cam02.mp4,115_215_43_1_20250115_163208_soda_board_guesser_cam01.mp4,115_215_43_1_20250115_163208_soda_board_guesser_cam02.mp4,115_215_43_20250115_163208_soda_board_p1.TextGrid
115_215,115,215,15/01/2025,15/01/2025 16:32,45,215,board,puppy,dog,baby,small,young,four,115_215_45_1_20250115_163239_puppy_board.wav,115_215_45_1_20250115_163239_puppy_board_clueGiver_cam01.mp4,115_215_45_1_20250115_163239_puppy_board_clueGiver_cam02.mp4,115_215_45_1_20250115_163239_puppy_board_guesser_cam01.mp4,115_215_45_1_20250115_163239_puppy_board_guesser_cam02.mp4,115_215_45_20250115_163239_puppy_board_p2.TextGrid
115_215,115,215,15/01/2025,15/01/2025 16:32,46,215,board,sushi,rice,eat,roll,fish,raw,115_215_46_1_20250115_163246_sushi_board.wav,115_215_46_1_20250115_163246_sushi_board_clueGiver_cam01.mp4,115_215_46_1_20250115_163246_sushi_board_clueGiver_cam02.mp4,115_215_46_1_20250115_163246_sushi_board_guesser_cam01.mp4,115_215_46_1_20250115_163246_sushi_board_guesser_cam02.mp4,115_215_46_20250115_163246_sushi_board_p2.TextGrid
115_215,115,215,15/01/2025,15/01/2025 16:32,47,215,board,zipper,clothes,close,pants,teeth,metal,115_215_47_1_20250115_163258_zipper_board.wav,115_215_47_1_20250115_163258_zipper_board_clueGiver_cam01.mp4,115_215_47_1_20250115_163258_zipper_board_clueGiver_cam02.mp4,115_215_47_1_20250115_163258_zipper_board_guesser_cam01.mp4,115_215_47_1_20250115_163258_zipper_board_guesser_cam02.mp4,115_215_47_20250115_163258_zipper_board_p2.TextGrid
115_215,115,215,15/01/2025,15/01/2025 16:33,48,215,board,hamster,pet,gerbil,rat,mouse ,guinea pig,115_215_48_1_20250115_163319_hamster_board.wav,115_215_48_1_20250115_163319_hamster_board_clueGiver_cam01.mp4,115_215_48_1_20250115_163319_hamster_board_clueGiver_cam02.mp4,115_215_48_1_20250115_163319_hamster_board_guesser_cam01.mp4,115_215_48_1_20250115_163319_hamster_board_guesser_cam02.mp4,115_215_48_20250115_163319_hamster_board_p2.TextGrid
