start_time,end_time,label,labelid,duration,model
0.8,3.9,Gesture,1,3.0999999999999996,CNN
7.5,8.066666666666666,Gesture,2,0.5666666666666664,CNN
9.1,9.866666666666667,Gesture,3,0.7666666666666675,CNN
0.8,3.3333333333333335,Gesture,1,2.533333333333333,LightGBM
